lagartija;zona;transecta;etapa
11;Baja;ARENAL;PRE
41;Baja;ARENAL;POST
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
