"","PRE_POST","Station","FechayHora","Species","Grupo","Cuando","hora_redondeo","hora"
"505","POST","E33","10/09/2019 11:55","Gato",1,2019-09-10 11:55:00,2019-09-10 12:00:00,12
"506","POST","E33","10/09/2019 12:02","Gato",1,2019-09-10 12:02:00,2019-09-10 12:00:00,12
"507","POST","E33","10/09/2019 12:06","Gato",1,2019-09-10 12:06:00,2019-09-10 12:00:00,12
"508","POST","E33","10/09/2019 12:06","Gato",1,2019-09-10 12:06:00,2019-09-10 12:00:00,12
"509","POST","E33","10/09/2019 12:12","Gato",1,2019-09-10 12:12:00,2019-09-10 12:00:00,12
"510","POST","E33","10/09/2019 12:12","Gato",1,2019-09-10 12:12:00,2019-09-10 12:00:00,12
"511","POST","E33","10/09/2019 12:25","Gato",1,2019-09-10 12:25:00,2019-09-10 12:00:00,12
"512","POST","E33","10/09/2019 12:28","Gato",1,2019-09-10 12:28:00,2019-09-10 12:00:00,12
"513","POST","E33","10/09/2019 12:28","Gato",1,2019-09-10 12:28:00,2019-09-10 12:00:00,12
"514","POST","E33","10/09/2019 12:42","Gato",1,2019-09-10 12:42:00,2019-09-10 13:00:00,13
"515","POST","E33","10/09/2019 12:45","Gato",1,2019-09-10 12:45:00,2019-09-10 13:00:00,13
"516","POST","E33","10/09/2019 12:54","Gato",1,2019-09-10 12:54:00,2019-09-10 13:00:00,13
"517","POST","E33","10/09/2019 12:54","Gato",1,2019-09-10 12:54:00,2019-09-10 13:00:00,13
"518","POST","E33","10/09/2019 12:56","Gato",1,2019-09-10 12:56:00,2019-09-10 13:00:00,13
"519","POST","E33","10/09/2019 12:56","Gato",1,2019-09-10 12:56:00,2019-09-10 13:00:00,13
"520","POST","E33","10/09/2019 13:06","Gato",1,2019-09-10 13:06:00,2019-09-10 13:00:00,13
"521","POST","E33","10/09/2019 13:08","Gato",1,2019-09-10 13:08:00,2019-09-10 13:00:00,13
"522","POST","E33","10/09/2019 13:14","Gato",1,2019-09-10 13:14:00,2019-09-10 13:00:00,13
"523","POST","E33","10/09/2019 13:25","Gato",1,2019-09-10 13:25:00,2019-09-10 13:00:00,13
"524","POST","E33","10/09/2019 13:34","Gato",1,2019-09-10 13:34:00,2019-09-10 14:00:00,14
"525","POST","E33","10/09/2019 13:47","Gato",1,2019-09-10 13:47:00,2019-09-10 14:00:00,14
"526","POST","E33","10/09/2019 13:57","Gato",1,2019-09-10 13:57:00,2019-09-10 14:00:00,14
"527","POST","E33","10/09/2019 14:00","Gato",1,2019-09-10 14:00:00,2019-09-10 14:00:00,14
"528","POST","E33","10/09/2019 14:07","Gato",1,2019-09-10 14:07:00,2019-09-10 14:00:00,14
"529","POST","E33","10/09/2019 14:11","Gato",1,2019-09-10 14:11:00,2019-09-10 14:00:00,14
"530","POST","E33","10/09/2019 14:15","Gato",1,2019-09-10 14:15:00,2019-09-10 14:00:00,14
"531","POST","E33","10/09/2019 14:24","Gato",1,2019-09-10 14:24:00,2019-09-10 14:00:00,14
"532","POST","E33","10/09/2019 14:28","Gato",1,2019-09-10 14:28:00,2019-09-10 14:00:00,14
"533","POST","E33","10/09/2019 14:35","Gato",1,2019-09-10 14:35:00,2019-09-10 15:00:00,15
"534","POST","E33","10/09/2019 14:38","Gato",1,2019-09-10 14:38:00,2019-09-10 15:00:00,15
"535","POST","E33","10/09/2019 14:38","Gato",1,2019-09-10 14:38:00,2019-09-10 15:00:00,15
"536","POST","E33","10/09/2019 14:38","Gato",1,2019-09-10 14:38:00,2019-09-10 15:00:00,15
"537","POST","E33","10/09/2019 14:50","Gato",1,2019-09-10 14:50:00,2019-09-10 15:00:00,15
"538","POST","E33","10/09/2019 14:54","Gato",1,2019-09-10 14:54:00,2019-09-10 15:00:00,15
"539","POST","E33","10/09/2019 14:54","Gato",1,2019-09-10 14:54:00,2019-09-10 15:00:00,15
"540","POST","E33","10/09/2019 14:54","Gato",1,2019-09-10 14:54:00,2019-09-10 15:00:00,15
"541","POST","E33","10/09/2019 15:05","Gato",1,2019-09-10 15:05:00,2019-09-10 15:00:00,15
"542","POST","E33","10/09/2019 15:10","Gato",1,2019-09-10 15:10:00,2019-09-10 15:00:00,15
"543","POST","E33","10/09/2019 15:18","Gato",1,2019-09-10 15:18:00,2019-09-10 15:00:00,15
"544","POST","E33","10/09/2019 15:29","Gato",1,2019-09-10 15:29:00,2019-09-10 15:00:00,15
"545","POST","E33","10/09/2019 15:32","Gato",1,2019-09-10 15:32:00,2019-09-10 16:00:00,16
"546","POST","E33","10/09/2019 15:38","Gato",1,2019-09-10 15:38:00,2019-09-10 16:00:00,16
"547","POST","E33","10/09/2019 15:38","Gato",1,2019-09-10 15:38:00,2019-09-10 16:00:00,16
"548","POST","E33","10/09/2019 15:43","Gato",1,2019-09-10 15:43:00,2019-09-10 16:00:00,16
"549","POST","E33","10/09/2019 15:56","Gato",1,2019-09-10 15:56:00,2019-09-10 16:00:00,16
"550","POST","E33","10/09/2019 16:04","Gato",1,2019-09-10 16:04:00,2019-09-10 16:00:00,16
"551","POST","E33","10/09/2019 16:20","Gato",1,2019-09-10 16:20:00,2019-09-10 16:00:00,16
"552","POST","E33","10/09/2019 16:55","Gato",1,2019-09-10 16:55:00,2019-09-10 17:00:00,17
"553","POST","E33","10/09/2019 16:55","Gato",1,2019-09-10 16:55:00,2019-09-10 17:00:00,17
"554","POST","E33","10/09/2019 17:19","Gato",1,2019-09-10 17:19:00,2019-09-10 17:00:00,17
"555","POST","E33","10/09/2019 17:34","Gato",1,2019-09-10 17:34:00,2019-09-10 18:00:00,18
"556","POST","E33","10/09/2019 17:36","Gato",1,2019-09-10 17:36:00,2019-09-10 18:00:00,18
"557","POST","E33","10/09/2019 17:44","Gato",1,2019-09-10 17:44:00,2019-09-10 18:00:00,18
"558","POST","E33","10/09/2019 17:47","Gato",1,2019-09-10 17:47:00,2019-09-10 18:00:00,18
"559","POST","E33","10/09/2019 17:50","Gato",1,2019-09-10 17:50:00,2019-09-10 18:00:00,18
"560","POST","E33","10/09/2019 17:56","Gato",1,2019-09-10 17:56:00,2019-09-10 18:00:00,18
"561","POST","E33","10/09/2019 18:03","Gato",1,2019-09-10 18:03:00,2019-09-10 18:00:00,18
"562","POST","E33","10/09/2019 18:09","Gato",1,2019-09-10 18:09:00,2019-09-10 18:00:00,18
"563","POST","E33","10/09/2019 18:26","Gato",1,2019-09-10 18:26:00,2019-09-10 18:00:00,18
"564","POST","E33","10/09/2019 18:33","Gato",1,2019-09-10 18:33:00,2019-09-10 19:00:00,19
"565","POST","E33","10/09/2019 19:00","Gato",1,2019-09-10 19:00:00,2019-09-10 19:00:00,19
"566","POST","E33","10/09/2019 19:00","Gato",1,2019-09-10 19:00:00,2019-09-10 19:00:00,19
"567","POST","E33","10/09/2019 19:04","Gato",1,2019-09-10 19:04:00,2019-09-10 19:00:00,19
"568","POST","E33","10/09/2019 19:14","Gato",1,2019-09-10 19:14:00,2019-09-10 19:00:00,19
"569","POST","E33","10/09/2019 19:19","Gato",1,2019-09-10 19:19:00,2019-09-10 19:00:00,19
"570","POST","E33","10/09/2019 19:19","Gato",1,2019-09-10 19:19:00,2019-09-10 19:00:00,19
"571","POST","E33","10/09/2019 19:24","Gato",1,2019-09-10 19:24:00,2019-09-10 19:00:00,19
"572","POST","E33","10/09/2019 19:30","Gato",1,2019-09-10 19:30:00,2019-09-10 20:00:00,20
"573","POST","E33","10/09/2019 19:30","Gato",1,2019-09-10 19:30:00,2019-09-10 20:00:00,20
"574","POST","E33","10/09/2019 19:30","Gato",1,2019-09-10 19:30:00,2019-09-10 20:00:00,20
"575","POST","E33","10/09/2019 19:34","Gato",1,2019-09-10 19:34:00,2019-09-10 20:00:00,20
"576","POST","E33","10/09/2019 19:42","Gato",1,2019-09-10 19:42:00,2019-09-10 20:00:00,20
"577","POST","E33","10/09/2019 19:42","Gato",1,2019-09-10 19:42:00,2019-09-10 20:00:00,20
"578","POST","E33","10/09/2019 19:42","Gato",1,2019-09-10 19:42:00,2019-09-10 20:00:00,20
"579","POST","E33","10/09/2019 19:46","Gato",1,2019-09-10 19:46:00,2019-09-10 20:00:00,20
"580","POST","E33","10/09/2019 19:53","Gato",1,2019-09-10 19:53:00,2019-09-10 20:00:00,20
"581","POST","E33","10/09/2019 20:01","Gato",1,2019-09-10 20:01:00,2019-09-10 20:00:00,20
"582","POST","E33","10/09/2019 20:08","Gato",1,2019-09-10 20:08:00,2019-09-10 20:00:00,20
"583","POST","E33","10/09/2019 20:16","Gato",1,2019-09-10 20:16:00,2019-09-10 20:00:00,20
"584","POST","E33","10/09/2019 20:30","Gato",1,2019-09-10 20:30:00,2019-09-10 21:00:00,21
"585","POST","E33","10/09/2019 20:30","Gato",1,2019-09-10 20:30:00,2019-09-10 21:00:00,21
"586","POST","E33","10/09/2019 20:39","Gato",1,2019-09-10 20:39:00,2019-09-10 21:00:00,21
"587","POST","E33","10/09/2019 20:52","Gato",1,2019-09-10 20:52:00,2019-09-10 21:00:00,21
"588","POST","E33","10/09/2019 20:52","Gato",1,2019-09-10 20:52:00,2019-09-10 21:00:00,21
"589","POST","E33","10/09/2019 21:08","Gato",1,2019-09-10 21:08:00,2019-09-10 21:00:00,21
"590","POST","E33","10/09/2019 21:10","Gato",1,2019-09-10 21:10:00,2019-09-10 21:00:00,21
"591","POST","E33","10/09/2019 21:21","Gato",1,2019-09-10 21:21:00,2019-09-10 21:00:00,21
"592","POST","E33","10/09/2019 21:41","Gato",1,2019-09-10 21:41:00,2019-09-10 22:00:00,22
"593","POST","E33","10/09/2019 21:44","Gato",1,2019-09-10 21:44:00,2019-09-10 22:00:00,22
"594","POST","E33","10/09/2019 21:54","Gato",1,2019-09-10 21:54:00,2019-09-10 22:00:00,22
"595","POST","E33","10/09/2019 22:03","Gato",1,2019-09-10 22:03:00,2019-09-10 22:00:00,22
"596","POST","E33","10/09/2019 22:11","Gato",1,2019-09-10 22:11:00,2019-09-10 22:00:00,22
"597","POST","E33","10/09/2019 22:15","Gato",1,2019-09-10 22:15:00,2019-09-10 22:00:00,22
"598","POST","E33","10/09/2019 22:23","Gato",1,2019-09-10 22:23:00,2019-09-10 22:00:00,22
"599","POST","E33","10/09/2019 22:33","Gato",1,2019-09-10 22:33:00,2019-09-10 23:00:00,23
"600","POST","E33","10/09/2019 22:38","Gato",1,2019-09-10 22:38:00,2019-09-10 23:00:00,23
"601","POST","E33","10/09/2019 22:44","Gato",1,2019-09-10 22:44:00,2019-09-10 23:00:00,23
"602","POST","E33","10/09/2019 22:56","Gato",1,2019-09-10 22:56:00,2019-09-10 23:00:00,23
"603","POST","E33","10/09/2019 22:56","Gato",1,2019-09-10 22:56:00,2019-09-10 23:00:00,23
"604","POST","E33","10/09/2019 22:56","Gato",1,2019-09-10 22:56:00,2019-09-10 23:00:00,23
"605","POST","E33","10/09/2019 22:56","Gato",1,2019-09-10 22:56:00,2019-09-10 23:00:00,23
"606","POST","E33","10/09/2019 22:56","Gato",1,2019-09-10 22:56:00,2019-09-10 23:00:00,23
"607","POST","E33","10/09/2019 22:56","Gato",1,2019-09-10 22:56:00,2019-09-10 23:00:00,23
"608","POST","E33","10/09/2019 23:03","Gato",1,2019-09-10 23:03:00,2019-09-10 23:00:00,23
"609","POST","E33","10/09/2019 23:11","Gato",1,2019-09-10 23:11:00,2019-09-10 23:00:00,23
"610","POST","E33","10/09/2019 23:15","Gato",1,2019-09-10 23:15:00,2019-09-10 23:00:00,23
"611","POST","E33","10/09/2019 23:28","Gato",1,2019-09-10 23:28:00,2019-09-10 23:00:00,23
"612","POST","E33","10/09/2019 23:36","Gato",1,2019-09-10 23:36:00,2019-09-11 00:00:00,0
"613","POST","E33","10/09/2019 23:47","Gato",1,2019-09-10 23:47:00,2019-09-11 00:00:00,0
"614","POST","E33","11/09/2019 0:09","Gato",1,2019-09-11 00:09:00,2019-09-11 00:00:00,0
"615","POST","E33","11/09/2019 0:26","Gato",1,2019-09-11 00:26:00,2019-09-11 00:00:00,0
"616","POST","E33","11/09/2019 0:59","Gato",1,2019-09-11 00:59:00,2019-09-11 01:00:00,1
"617","POST","E33","11/09/2019 1:07","Gato",1,2019-09-11 01:07:00,2019-09-11 01:00:00,1
"618","POST","E33","11/09/2019 1:44","Gato",1,2019-09-11 01:44:00,2019-09-11 02:00:00,2
"619","POST","E33","11/09/2019 2:02","Gato",1,2019-09-11 02:02:00,2019-09-11 02:00:00,2
"620","POST","E33","11/09/2019 2:11","Gato",1,2019-09-11 02:11:00,2019-09-11 02:00:00,2
"621","POST","E33","11/09/2019 2:19","Gato",1,2019-09-11 02:19:00,2019-09-11 02:00:00,2
"622","POST","E33","11/09/2019 2:25","Gato",1,2019-09-11 02:25:00,2019-09-11 02:00:00,2
"623","POST","E33","11/09/2019 2:39","Gato",1,2019-09-11 02:39:00,2019-09-11 03:00:00,3
"624","POST","E33","11/09/2019 2:52","Gato",1,2019-09-11 02:52:00,2019-09-11 03:00:00,3
"625","POST","E33","11/09/2019 3:05","Gato",1,2019-09-11 03:05:00,2019-09-11 03:00:00,3
"626","POST","E33","11/09/2019 3:17","Gato",1,2019-09-11 03:17:00,2019-09-11 03:00:00,3
"627","POST","E33","11/09/2019 3:17","Gato",1,2019-09-11 03:17:00,2019-09-11 03:00:00,3
"628","POST","E33","11/09/2019 3:42","Gato",1,2019-09-11 03:42:00,2019-09-11 04:00:00,4
"629","POST","E33","11/09/2019 3:49","Gato",1,2019-09-11 03:49:00,2019-09-11 04:00:00,4
"630","POST","E33","11/09/2019 3:53","Gato",1,2019-09-11 03:53:00,2019-09-11 04:00:00,4
"631","POST","E33","11/09/2019 4:00","Gato",1,2019-09-11 04:00:00,2019-09-11 04:00:00,4
"632","POST","E33","11/09/2019 4:14","Gato",1,2019-09-11 04:14:00,2019-09-11 04:00:00,4
"633","POST","E33","11/09/2019 4:56","Gato",1,2019-09-11 04:56:00,2019-09-11 05:00:00,5
"634","POST","E33","11/09/2019 5:16","Gato",1,2019-09-11 05:16:00,2019-09-11 05:00:00,5
"635","POST","E33","11/09/2019 5:39","Gato",1,2019-09-11 05:39:00,2019-09-11 06:00:00,6
"636","POST","E33","11/09/2019 5:52","Gato",1,2019-09-11 05:52:00,2019-09-11 06:00:00,6
"637","POST","E33","11/09/2019 6:06","Gato",1,2019-09-11 06:06:00,2019-09-11 06:00:00,6
"638","POST","E33","11/09/2019 6:14","Gato",1,2019-09-11 06:14:00,2019-09-11 06:00:00,6
"639","POST","E33","11/09/2019 6:30","Gato",1,2019-09-11 06:30:00,2019-09-11 07:00:00,7
"640","POST","E33","11/09/2019 6:35","Gato",1,2019-09-11 06:35:00,2019-09-11 07:00:00,7
"641","POST","E33","11/09/2019 8:13","Gato",1,2019-09-11 08:13:00,2019-09-11 08:00:00,8
"642","POST","E33","11/09/2019 8:22","Gato",1,2019-09-11 08:22:00,2019-09-11 08:00:00,8
"643","POST","E33","11/09/2019 8:41","Gato",1,2019-09-11 08:41:00,2019-09-11 09:00:00,9
"644","POST","E33","11/09/2019 8:53","Gato",1,2019-09-11 08:53:00,2019-09-11 09:00:00,9
"645","POST","E33","11/09/2019 9:00","Gato",1,2019-09-11 09:00:00,2019-09-11 09:00:00,9
"646","POST","E33","11/09/2019 9:25","Gato",1,2019-09-11 09:25:00,2019-09-11 09:00:00,9
"647","POST","E33","11/09/2019 9:33","Gato",1,2019-09-11 09:33:00,2019-09-11 10:00:00,10
"648","POST","E33","11/09/2019 9:41","Gato",1,2019-09-11 09:41:00,2019-09-11 10:00:00,10
"649","POST","E33","11/09/2019 9:45","Gato",1,2019-09-11 09:45:00,2019-09-11 10:00:00,10
"650","POST","E33","11/09/2019 10:01","Gato",1,2019-09-11 10:01:00,2019-09-11 10:00:00,10
"651","POST","E33","11/09/2019 10:08","Gato",1,2019-09-11 10:08:00,2019-09-11 10:00:00,10
"652","POST","E33","11/09/2019 10:29","Gato",1,2019-09-11 10:29:00,2019-09-11 10:00:00,10
"653","POST","E33","11/09/2019 10:33","Gato",1,2019-09-11 10:33:00,2019-09-11 11:00:00,11
"654","POST","E33","11/09/2019 10:43","Gato",1,2019-09-11 10:43:00,2019-09-11 11:00:00,11
"655","POST","E33","11/09/2019 10:52","Gato",1,2019-09-11 10:52:00,2019-09-11 11:00:00,11
"656","POST","E33","11/09/2019 11:08","Gato",1,2019-09-11 11:08:00,2019-09-11 11:00:00,11
"657","POST","E33","11/09/2019 11:10","Gato",1,2019-09-11 11:10:00,2019-09-11 11:00:00,11
"658","POST","E33","11/09/2019 11:14","Gato",1,2019-09-11 11:14:00,2019-09-11 11:00:00,11
"659","POST","E33","11/09/2019 11:22","Gato",1,2019-09-11 11:22:00,2019-09-11 11:00:00,11
"660","POST","E33","11/09/2019 11:27","Gato",1,2019-09-11 11:27:00,2019-09-11 11:00:00,11
"661","POST","E33","11/09/2019 11:30","Gato",1,2019-09-11 11:30:00,2019-09-11 12:00:00,12
"662","POST","E33","11/09/2019 11:35","Gato",1,2019-09-11 11:35:00,2019-09-11 12:00:00,12
"663","POST","E33","11/09/2019 11:37","Gato",1,2019-09-11 11:37:00,2019-09-11 12:00:00,12
"664","POST","E33","11/09/2019 11:45","Gato",1,2019-09-11 11:45:00,2019-09-11 12:00:00,12
"665","POST","E33","11/09/2019 11:55","Gato",1,2019-09-11 11:55:00,2019-09-11 12:00:00,12
"666","POST","E33","11/09/2019 12:01","Gato",1,2019-09-11 12:01:00,2019-09-11 12:00:00,12
"667","POST","E33","11/09/2019 12:14","Gato",1,2019-09-11 12:14:00,2019-09-11 12:00:00,12
"668","POST","E33","11/09/2019 12:18","Gato",1,2019-09-11 12:18:00,2019-09-11 12:00:00,12
"669","POST","E33","11/09/2019 12:34","Gato",1,2019-09-11 12:34:00,2019-09-11 13:00:00,13
"670","POST","E33","11/09/2019 12:41","Gato",1,2019-09-11 12:41:00,2019-09-11 13:00:00,13
"671","POST","E33","11/09/2019 12:51","Gato",1,2019-09-11 12:51:00,2019-09-11 13:00:00,13
"672","POST","E33","11/09/2019 12:58","Gato",1,2019-09-11 12:58:00,2019-09-11 13:00:00,13
"673","POST","E33","11/09/2019 13:01","Gato",1,2019-09-11 13:01:00,2019-09-11 13:00:00,13
"674","POST","E33","11/09/2019 13:11","Gato",1,2019-09-11 13:11:00,2019-09-11 13:00:00,13
"675","POST","E33","11/09/2019 13:14","Gato",1,2019-09-11 13:14:00,2019-09-11 13:00:00,13
"676","POST","E33","11/09/2019 13:24","Gato",1,2019-09-11 13:24:00,2019-09-11 13:00:00,13
"677","POST","E33","11/09/2019 13:28","Gato",1,2019-09-11 13:28:00,2019-09-11 13:00:00,13
"678","POST","E33","11/09/2019 13:31","Gato",1,2019-09-11 13:31:00,2019-09-11 14:00:00,14
"679","POST","E33","11/09/2019 13:35","Gato",1,2019-09-11 13:35:00,2019-09-11 14:00:00,14
"680","POST","E33","11/09/2019 14:01","Gato",1,2019-09-11 14:01:00,2019-09-11 14:00:00,14
"681","POST","E33","11/09/2019 14:03","Gato",1,2019-09-11 14:03:00,2019-09-11 14:00:00,14
"682","POST","E33","11/09/2019 14:08","Gato",1,2019-09-11 14:08:00,2019-09-11 14:00:00,14
"683","POST","E33","11/09/2019 14:13","Gato",1,2019-09-11 14:13:00,2019-09-11 14:00:00,14
"684","POST","E33","11/09/2019 14:17","Gato",1,2019-09-11 14:17:00,2019-09-11 14:00:00,14
"685","POST","E33","11/09/2019 14:27","Gato",1,2019-09-11 14:27:00,2019-09-11 14:00:00,14
"686","POST","E33","11/09/2019 14:30","Gato",1,2019-09-11 14:30:00,2019-09-11 15:00:00,15
"687","POST","E33","11/09/2019 14:34","Gato",1,2019-09-11 14:34:00,2019-09-11 15:00:00,15
"688","POST","E33","11/09/2019 14:48","Gato",1,2019-09-11 14:48:00,2019-09-11 15:00:00,15
"689","POST","E33","11/09/2019 14:51","Gato",1,2019-09-11 14:51:00,2019-09-11 15:00:00,15
"690","POST","E33","11/09/2019 14:56","Gato",1,2019-09-11 14:56:00,2019-09-11 15:00:00,15
"691","POST","E33","11/09/2019 15:01","Gato",1,2019-09-11 15:01:00,2019-09-11 15:00:00,15
"692","POST","E33","11/09/2019 15:08","Gato",1,2019-09-11 15:08:00,2019-09-11 15:00:00,15
"693","POST","E33","11/09/2019 15:15","Gato",1,2019-09-11 15:15:00,2019-09-11 15:00:00,15
"694","POST","E33","11/09/2019 15:34","Gato",1,2019-09-11 15:34:00,2019-09-11 16:00:00,16
"695","POST","E33","11/09/2019 15:44","Gato",1,2019-09-11 15:44:00,2019-09-11 16:00:00,16
"696","POST","E33","11/09/2019 15:51","Gato",1,2019-09-11 15:51:00,2019-09-11 16:00:00,16
"697","POST","E33","11/09/2019 15:54","Gato",1,2019-09-11 15:54:00,2019-09-11 16:00:00,16
"698","POST","E33","11/09/2019 15:59","Gato",1,2019-09-11 15:59:00,2019-09-11 16:00:00,16
"699","POST","E33","11/09/2019 16:02","Gato",1,2019-09-11 16:02:00,2019-09-11 16:00:00,16
"700","POST","E33","11/09/2019 16:08","Gato",1,2019-09-11 16:08:00,2019-09-11 16:00:00,16
"701","POST","E33","11/09/2019 16:14","Gato",1,2019-09-11 16:14:00,2019-09-11 16:00:00,16
"702","POST","E33","11/09/2019 16:20","Gato",1,2019-09-11 16:20:00,2019-09-11 16:00:00,16
"703","POST","E33","11/09/2019 16:25","Gato",1,2019-09-11 16:25:00,2019-09-11 16:00:00,16
"704","POST","E33","11/09/2019 16:33","Gato",1,2019-09-11 16:33:00,2019-09-11 17:00:00,17
"705","POST","E33","11/09/2019 16:39","Gato",1,2019-09-11 16:39:00,2019-09-11 17:00:00,17
"706","POST","E33","11/09/2019 16:51","Gato",1,2019-09-11 16:51:00,2019-09-11 17:00:00,17
"707","POST","E33","11/09/2019 17:03","Gato",1,2019-09-11 17:03:00,2019-09-11 17:00:00,17
"708","POST","E33","11/09/2019 17:07","Gato",1,2019-09-11 17:07:00,2019-09-11 17:00:00,17
"709","POST","E33","11/09/2019 17:13","Gato",1,2019-09-11 17:13:00,2019-09-11 17:00:00,17
"710","POST","E33","11/09/2019 17:18","Gato",1,2019-09-11 17:18:00,2019-09-11 17:00:00,17
"711","POST","E33","11/09/2019 17:36","Gato",1,2019-09-11 17:36:00,2019-09-11 18:00:00,18
"712","POST","E33","11/09/2019 17:39","Gato",1,2019-09-11 17:39:00,2019-09-11 18:00:00,18
"713","POST","E33","11/09/2019 17:42","Gato",1,2019-09-11 17:42:00,2019-09-11 18:00:00,18
"714","POST","E33","11/09/2019 17:47","Gato",1,2019-09-11 17:47:00,2019-09-11 18:00:00,18
"715","POST","E33","11/09/2019 17:54","Gato",1,2019-09-11 17:54:00,2019-09-11 18:00:00,18
"716","POST","E33","11/09/2019 18:01","Gato",1,2019-09-11 18:01:00,2019-09-11 18:00:00,18
"717","POST","E33","11/09/2019 18:16","Gato",1,2019-09-11 18:16:00,2019-09-11 18:00:00,18
"718","POST","E33","11/09/2019 18:20","Gato",1,2019-09-11 18:20:00,2019-09-11 18:00:00,18
"719","POST","E33","11/09/2019 18:23","Gato",1,2019-09-11 18:23:00,2019-09-11 18:00:00,18
"720","POST","E33","11/09/2019 18:29","Gato",1,2019-09-11 18:29:00,2019-09-11 18:00:00,18
"721","POST","E33","11/09/2019 18:35","Gato",1,2019-09-11 18:35:00,2019-09-11 19:00:00,19
"722","POST","E33","11/09/2019 18:38","Gato",1,2019-09-11 18:38:00,2019-09-11 19:00:00,19
"723","POST","E33","11/09/2019 18:42","Gato",1,2019-09-11 18:42:00,2019-09-11 19:00:00,19
"724","POST","E33","11/09/2019 18:49","Gato",1,2019-09-11 18:49:00,2019-09-11 19:00:00,19
"725","POST","E33","11/09/2019 18:54","Gato",1,2019-09-11 18:54:00,2019-09-11 19:00:00,19
"726","POST","E33","11/09/2019 18:57","Gato",1,2019-09-11 18:57:00,2019-09-11 19:00:00,19
"727","POST","E33","11/09/2019 19:04","Gato",1,2019-09-11 19:04:00,2019-09-11 19:00:00,19
"728","POST","E33","11/09/2019 19:20","Gato",1,2019-09-11 19:20:00,2019-09-11 19:00:00,19
"729","POST","E33","11/09/2019 19:25","Gato",1,2019-09-11 19:25:00,2019-09-11 19:00:00,19
"730","POST","E33","11/09/2019 19:30","Gato",1,2019-09-11 19:30:00,2019-09-11 20:00:00,20
"731","POST","E33","11/09/2019 19:45","Gato",1,2019-09-11 19:45:00,2019-09-11 20:00:00,20
"732","POST","E33","11/09/2019 19:50","Gato",1,2019-09-11 19:50:00,2019-09-11 20:00:00,20
"733","POST","E33","11/09/2019 20:00","Gato",1,2019-09-11 20:00:00,2019-09-11 20:00:00,20
"734","POST","E33","11/09/2019 20:28","Gato",1,2019-09-11 20:28:00,2019-09-11 20:00:00,20
"735","POST","E33","11/09/2019 20:32","Gato",1,2019-09-11 20:32:00,2019-09-11 21:00:00,21
"736","POST","E33","11/09/2019 20:35","Gato",1,2019-09-11 20:35:00,2019-09-11 21:00:00,21
"737","POST","E33","11/09/2019 20:39","Gato",1,2019-09-11 20:39:00,2019-09-11 21:00:00,21
"738","POST","E33","11/09/2019 20:48","Gato",1,2019-09-11 20:48:00,2019-09-11 21:00:00,21
"739","POST","E33","11/09/2019 20:51","Gato",1,2019-09-11 20:51:00,2019-09-11 21:00:00,21
"740","POST","E33","11/09/2019 20:57","Gato",1,2019-09-11 20:57:00,2019-09-11 21:00:00,21
"741","POST","E33","11/09/2019 21:02","Gato",1,2019-09-11 21:02:00,2019-09-11 21:00:00,21
"742","POST","E33","11/09/2019 21:05","Gato",1,2019-09-11 21:05:00,2019-09-11 21:00:00,21
"743","POST","E33","11/09/2019 21:14","Gato",1,2019-09-11 21:14:00,2019-09-11 21:00:00,21
"744","POST","E33","11/09/2019 21:18","Gato",1,2019-09-11 21:18:00,2019-09-11 21:00:00,21
"745","POST","E33","11/09/2019 21:20","Gato",1,2019-09-11 21:20:00,2019-09-11 21:00:00,21
"746","POST","E33","11/09/2019 21:28","Gato",1,2019-09-11 21:28:00,2019-09-11 21:00:00,21
"747","POST","E33","11/09/2019 21:44","Gato",1,2019-09-11 21:44:00,2019-09-11 22:00:00,22
"748","POST","E33","11/09/2019 21:48","Gato",1,2019-09-11 21:48:00,2019-09-11 22:00:00,22
"749","POST","E33","11/09/2019 21:51","Gato",1,2019-09-11 21:51:00,2019-09-11 22:00:00,22
"750","POST","E33","11/09/2019 21:55","Gato",1,2019-09-11 21:55:00,2019-09-11 22:00:00,22
"751","POST","E33","11/09/2019 21:59","Gato",1,2019-09-11 21:59:00,2019-09-11 22:00:00,22
"752","POST","E33","12/09/2019 0:08","Gato",1,2019-09-12 00:08:00,2019-09-12 00:00:00,0
"753","POST","E33","12/09/2019 0:18","Gato",1,2019-09-12 00:18:00,2019-09-12 00:00:00,0
"754","POST","E33","12/09/2019 0:33","Gato",1,2019-09-12 00:33:00,2019-09-12 01:00:00,1
"755","POST","E33","12/09/2019 0:44","Gato",1,2019-09-12 00:44:00,2019-09-12 01:00:00,1
"756","POST","E33","12/09/2019 1:49","Gato",1,2019-09-12 01:49:00,2019-09-12 02:00:00,2
"757","POST","E33","12/09/2019 2:28","Gato",1,2019-09-12 02:28:00,2019-09-12 02:00:00,2
"758","POST","E33","12/09/2019 5:06","Gato",1,2019-09-12 05:06:00,2019-09-12 05:00:00,5
"759","POST","E33","12/09/2019 5:11","Gato",1,2019-09-12 05:11:00,2019-09-12 05:00:00,5
"760","POST","E33","12/09/2019 5:19","Gato",1,2019-09-12 05:19:00,2019-09-12 05:00:00,5
"761","POST","E33","12/09/2019 5:22","Gato",1,2019-09-12 05:22:00,2019-09-12 05:00:00,5
"762","POST","E33","12/09/2019 5:34","Gato",1,2019-09-12 05:34:00,2019-09-12 06:00:00,6
