"","PRE_POST","Station","FechayHora","Species","Grupo","Cuando","hora_redondeo","hora"
"249","PRE","E33","06/09/2018 11:34","Gato",1,2018-09-06 11:34:00,2018-09-06 12:00:00,12
"250","PRE","E33","06/09/2018 13:29","Gato",1,2018-09-06 13:29:00,2018-09-06 13:00:00,13
"251","PRE","E33","06/09/2018 14:08","Gato",1,2018-09-06 14:08:00,2018-09-06 14:00:00,14
"252","PRE","E33","06/09/2018 14:52","Gato",1,2018-09-06 14:52:00,2018-09-06 15:00:00,15
"253","PRE","E33","06/09/2018 14:55","Gato",1,2018-09-06 14:55:00,2018-09-06 15:00:00,15
"254","PRE","E33","06/09/2018 14:57","Gato",1,2018-09-06 14:57:00,2018-09-06 15:00:00,15
"255","PRE","E33","06/09/2018 15:27","Gato",1,2018-09-06 15:27:00,2018-09-06 15:00:00,15
"256","PRE","E33","06/09/2018 16:28","Gato",1,2018-09-06 16:28:00,2018-09-06 16:00:00,16
"257","PRE","E33","06/09/2018 16:38","Gato",1,2018-09-06 16:38:00,2018-09-06 17:00:00,17
"258","PRE","E33","06/09/2018 18:45","Gato",1,2018-09-06 18:45:00,2018-09-06 19:00:00,19
"259","PRE","E33","06/09/2018 18:45","Gato",1,2018-09-06 18:45:00,2018-09-06 19:00:00,19
"260","PRE","E33","06/09/2018 18:45","Gato",1,2018-09-06 18:45:00,2018-09-06 19:00:00,19
"261","PRE","E33","06/09/2018 18:45","Gato",1,2018-09-06 18:45:00,2018-09-06 19:00:00,19
"262","PRE","E33","06/09/2018 18:45","Gato",1,2018-09-06 18:45:00,2018-09-06 19:00:00,19
"263","PRE","E33","06/09/2018 18:45","Gato",1,2018-09-06 18:45:00,2018-09-06 19:00:00,19
"264","PRE","E33","07/09/2018 7:48","Gato",1,2018-09-07 07:48:00,2018-09-07 08:00:00,8
"265","PRE","E33","07/09/2018 7:52","Gato",1,2018-09-07 07:52:00,2018-09-07 08:00:00,8
"266","PRE","E33","07/09/2018 10:01","Gato",1,2018-09-07 10:01:00,2018-09-07 10:00:00,10
"267","PRE","E33","07/09/2018 10:23","Gato",1,2018-09-07 10:23:00,2018-09-07 10:00:00,10
"268","PRE","E33","07/09/2018 10:48","Gato",1,2018-09-07 10:48:00,2018-09-07 11:00:00,11
"269","PRE","E33","07/09/2018 12:11","Gato",1,2018-09-07 12:11:00,2018-09-07 12:00:00,12
"270","PRE","E33","07/09/2018 12:29","Gato",1,2018-09-07 12:29:00,2018-09-07 12:00:00,12
"271","PRE","E33","07/09/2018 12:46","Gato",1,2018-09-07 12:46:00,2018-09-07 13:00:00,13
"272","PRE","E33","07/09/2018 19:08","Gato",1,2018-09-07 19:08:00,2018-09-07 19:00:00,19
"273","PRE","E33","08/09/2018 5:19","Gato",1,2018-09-08 05:19:00,2018-09-08 05:00:00,5
"274","PRE","E33","08/09/2018 8:35","Gato",1,2018-09-08 08:35:00,2018-09-08 09:00:00,9
"275","PRE","E33","08/09/2018 8:55","Gato",1,2018-09-08 08:55:00,2018-09-08 09:00:00,9
"276","PRE","E34","03/09/2018 11:04","Gato",1,2018-09-03 11:04:00,2018-09-03 11:00:00,11
"277","PRE","E34","03/09/2018 11:15","Gato",1,2018-09-03 11:15:00,2018-09-03 11:00:00,11
"278","PRE","E34","03/09/2018 12:27","Gato",1,2018-09-03 12:27:00,2018-09-03 12:00:00,12
"279","PRE","E34","03/09/2018 15:40","Gato",1,2018-09-03 15:40:00,2018-09-03 16:00:00,16
"280","PRE","E34","03/09/2018 15:45","Gato",1,2018-09-03 15:45:00,2018-09-03 16:00:00,16
"281","PRE","E34","03/09/2018 16:08","Gato",1,2018-09-03 16:08:00,2018-09-03 16:00:00,16
"282","PRE","E34","03/09/2018 16:08","Gato",1,2018-09-03 16:08:00,2018-09-03 16:00:00,16
"283","PRE","E34","03/09/2018 16:52","Gato",1,2018-09-03 16:52:00,2018-09-03 17:00:00,17
"284","PRE","E34","03/09/2018 17:52","Gato",1,2018-09-03 17:52:00,2018-09-03 18:00:00,18
"285","PRE","E34","03/09/2018 19:15","Gato",1,2018-09-03 19:15:00,2018-09-03 19:00:00,19
"286","PRE","E34","04/09/2018 6:36","Gato",1,2018-09-04 06:36:00,2018-09-04 07:00:00,7
"287","PRE","E34","04/09/2018 9:32","Gato",1,2018-09-04 09:32:00,2018-09-04 10:00:00,10
"288","PRE","E34","04/09/2018 13:21","Gato",1,2018-09-04 13:21:00,2018-09-04 13:00:00,13
"289","PRE","E34","04/09/2018 13:34","Gato",1,2018-09-04 13:34:00,2018-09-04 14:00:00,14
"290","PRE","E34","04/09/2018 13:50","Gato",1,2018-09-04 13:50:00,2018-09-04 14:00:00,14
"291","PRE","E34","04/09/2018 14:47","Gato",1,2018-09-04 14:47:00,2018-09-04 15:00:00,15
"292","PRE","E34","04/09/2018 14:56","Gato",1,2018-09-04 14:56:00,2018-09-04 15:00:00,15
"293","PRE","E34","04/09/2018 15:38","Gato",1,2018-09-04 15:38:00,2018-09-04 16:00:00,16
"294","PRE","E34","04/09/2018 16:07","Gato",1,2018-09-04 16:07:00,2018-09-04 16:00:00,16
"295","PRE","E34","04/09/2018 16:11","Gato",1,2018-09-04 16:11:00,2018-09-04 16:00:00,16
"296","PRE","E34","04/09/2018 16:33","Gato",1,2018-09-04 16:33:00,2018-09-04 17:00:00,17
"297","PRE","E34","04/09/2018 17:02","Gato",1,2018-09-04 17:02:00,2018-09-04 17:00:00,17
"298","PRE","E34","04/09/2018 17:21","Gato",1,2018-09-04 17:21:00,2018-09-04 17:00:00,17
"299","PRE","E34","04/09/2018 18:29","Gato",1,2018-09-04 18:29:00,2018-09-04 18:00:00,18
"300","PRE","E34","04/09/2018 18:54","Gato",1,2018-09-04 18:54:00,2018-09-04 19:00:00,19
"301","PRE","E34","05/09/2018 5:15","Gato",1,2018-09-05 05:15:00,2018-09-05 05:00:00,5
"302","PRE","E34","05/09/2018 5:29","Gato",1,2018-09-05 05:29:00,2018-09-05 05:00:00,5
"303","PRE","E34","05/09/2018 7:00","Gato",1,2018-09-05 07:00:00,2018-09-05 07:00:00,7
"304","PRE","E34","05/09/2018 10:02","Gato",1,2018-09-05 10:02:00,2018-09-05 10:00:00,10
"305","PRE","E34","05/09/2018 15:45","Gato",1,2018-09-05 15:45:00,2018-09-05 16:00:00,16
"306","PRE","E34","05/09/2018 15:56","Gato",1,2018-09-05 15:56:00,2018-09-05 16:00:00,16
"307","PRE","E34","05/09/2018 16:07","Gato",1,2018-09-05 16:07:00,2018-09-05 16:00:00,16
"308","PRE","E34","05/09/2018 16:11","Gato",1,2018-09-05 16:11:00,2018-09-05 16:00:00,16
"309","PRE","E34","05/09/2018 16:20","Gato",1,2018-09-05 16:20:00,2018-09-05 16:00:00,16
"310","PRE","E34","05/09/2018 16:22","Gato",1,2018-09-05 16:22:00,2018-09-05 16:00:00,16
"311","PRE","E34","05/09/2018 17:16","Gato",1,2018-09-05 17:16:00,2018-09-05 17:00:00,17
"312","PRE","E34","05/09/2018 19:10","Gato",1,2018-09-05 19:10:00,2018-09-05 19:00:00,19
"313","PRE","E34","05/09/2018 21:08","Gato",1,2018-09-05 21:08:00,2018-09-05 21:00:00,21
"314","PRE","E34","05/09/2018 23:38","Gato",1,2018-09-05 23:38:00,2018-09-06 00:00:00,0
"315","PRE","E34","06/09/2018 0:36","Gato",1,2018-09-06 00:36:00,2018-09-06 01:00:00,1
"316","PRE","E34","06/09/2018 7:13","Gato",1,2018-09-06 07:13:00,2018-09-06 07:00:00,7
"317","PRE","E34","06/09/2018 11:23","Gato",1,2018-09-06 11:23:00,2018-09-06 11:00:00,11
"318","PRE","E34","06/09/2018 12:40","Gato",1,2018-09-06 12:40:00,2018-09-06 13:00:00,13
"319","PRE","E34","06/09/2018 13:22","Gato",1,2018-09-06 13:22:00,2018-09-06 13:00:00,13
"320","PRE","E34","06/09/2018 13:28","Gato",1,2018-09-06 13:28:00,2018-09-06 13:00:00,13
"321","PRE","E34","06/09/2018 13:37","Gato",1,2018-09-06 13:37:00,2018-09-06 14:00:00,14
"322","PRE","E34","06/09/2018 14:05","Gato",1,2018-09-06 14:05:00,2018-09-06 14:00:00,14
"323","PRE","E34","06/09/2018 15:55","Gato",1,2018-09-06 15:55:00,2018-09-06 16:00:00,16
"324","PRE","E34","06/09/2018 16:23","Gato",1,2018-09-06 16:23:00,2018-09-06 16:00:00,16
"325","PRE","E34","06/09/2018 16:30","Gato",1,2018-09-06 16:30:00,2018-09-06 17:00:00,17
"326","PRE","E34","06/09/2018 16:35","Gato",1,2018-09-06 16:35:00,2018-09-06 17:00:00,17
"327","PRE","E34","06/09/2018 17:05","Gato",1,2018-09-06 17:05:00,2018-09-06 17:00:00,17
"328","PRE","E34","06/09/2018 17:37","Gato",1,2018-09-06 17:37:00,2018-09-06 18:00:00,18
"329","PRE","E34","06/09/2018 18:42","Gato",1,2018-09-06 18:42:00,2018-09-06 19:00:00,19
"330","PRE","E34","06/09/2018 18:48","Gato",1,2018-09-06 18:48:00,2018-09-06 19:00:00,19
"331","PRE","E34","06/09/2018 21:11","Gato",1,2018-09-06 21:11:00,2018-09-06 21:00:00,21
"332","PRE","E34","06/09/2018 21:39","Gato",1,2018-09-06 21:39:00,2018-09-06 22:00:00,22
"333","PRE","E34","07/09/2018 0:14","Gato",1,2018-09-07 00:14:00,2018-09-07 00:00:00,0
"334","PRE","E34","07/09/2018 1:53","Gato",1,2018-09-07 01:53:00,2018-09-07 02:00:00,2
"335","PRE","E34","07/09/2018 6:15","Gato",1,2018-09-07 06:15:00,2018-09-07 06:00:00,6
"336","PRE","E34","07/09/2018 11:56","Gato",1,2018-09-07 11:56:00,2018-09-07 12:00:00,12
"337","PRE","E34","07/09/2018 12:30","Gato",1,2018-09-07 12:30:00,2018-09-07 13:00:00,13
"338","PRE","E34","07/09/2018 14:59","Gato",1,2018-09-07 14:59:00,2018-09-07 15:00:00,15
"339","PRE","E34","07/09/2018 15:19","Gato",1,2018-09-07 15:19:00,2018-09-07 15:00:00,15
"340","PRE","E34","07/09/2018 16:35","Gato",1,2018-09-07 16:35:00,2018-09-07 17:00:00,17
"341","PRE","E34","07/09/2018 16:43","Gato",1,2018-09-07 16:43:00,2018-09-07 17:00:00,17
"342","PRE","E34","07/09/2018 16:50","Gato",1,2018-09-07 16:50:00,2018-09-07 17:00:00,17
"343","PRE","E34","07/09/2018 18:02","Gato",1,2018-09-07 18:02:00,2018-09-07 18:00:00,18
"344","PRE","E34","07/09/2018 19:19","Gato",1,2018-09-07 19:19:00,2018-09-07 19:00:00,19
"345","PRE","E34","07/09/2018 23:27","Gato",1,2018-09-07 23:27:00,2018-09-07 23:00:00,23
"346","PRE","E34","08/09/2018 6:19","Gato",1,2018-09-08 06:19:00,2018-09-08 06:00:00,6
"347","PRE","E34","08/09/2018 7:51","Gato",1,2018-09-08 07:51:00,2018-09-08 08:00:00,8
"348","POST","E01","03/09/2019 8:01","Gato",1,2019-09-03 08:01:00,2019-09-03 08:00:00,8
"349","POST","E01","03/09/2019 12:08","Gato",1,2019-09-03 12:08:00,2019-09-03 12:00:00,12
"350","POST","E01","03/09/2019 12:11","Gato",1,2019-09-03 12:11:00,2019-09-03 12:00:00,12
"351","POST","E01","05/09/2019 10:22","Gato",1,2019-09-05 10:22:00,2019-09-05 10:00:00,10
"352","POST","E02","22/08/2019 11:31","Gato",1,2019-08-22 11:31:00,2019-08-22 12:00:00,12
"353","POST","E03","26/08/2019 20:25","Gato",1,2019-08-26 20:25:00,2019-08-26 20:00:00,20
"354","POST","E03","26/08/2019 21:12","Gato",1,2019-08-26 21:12:00,2019-08-26 21:00:00,21
"355","POST","E03","26/08/2019 21:49","Gato",1,2019-08-26 21:49:00,2019-08-26 22:00:00,22
"356","POST","E03","26/08/2019 22:25","Gato",1,2019-08-26 22:25:00,2019-08-26 22:00:00,22
"357","POST","E03","26/08/2019 23:50","Gato",1,2019-08-26 23:50:00,2019-08-27 00:00:00,0
"358","POST","E03","27/08/2019 0:45","Gato",1,2019-08-27 00:45:00,2019-08-27 01:00:00,1
"359","POST","E03","27/08/2019 8:30","Gato",1,2019-08-27 08:30:00,2019-08-27 09:00:00,9
"360","POST","E03","27/08/2019 14:12","Gato",1,2019-08-27 14:12:00,2019-08-27 14:00:00,14
"361","POST","E03","27/08/2019 18:59","Gato",1,2019-08-27 18:59:00,2019-08-27 19:00:00,19
"362","POST","E03","27/08/2019 21:01","Gato",1,2019-08-27 21:01:00,2019-08-27 21:00:00,21
"363","POST","E03","27/08/2019 21:28","Gato",1,2019-08-27 21:28:00,2019-08-27 21:00:00,21
"364","POST","E03","28/08/2019 0:30","Gato",1,2019-08-28 00:30:00,2019-08-28 01:00:00,1
"365","POST","E03","28/08/2019 12:56","Gato",1,2019-08-28 12:56:00,2019-08-28 13:00:00,13
"366","POST","E03","28/08/2019 15:04","Gato",1,2019-08-28 15:04:00,2019-08-28 15:00:00,15
"367","POST","E03","28/08/2019 17:13","Gato",1,2019-08-28 17:13:00,2019-08-28 17:00:00,17
"368","POST","E03","28/08/2019 17:43","Gato",1,2019-08-28 17:43:00,2019-08-28 18:00:00,18
"369","POST","E03","28/08/2019 18:21","Gato",1,2019-08-28 18:21:00,2019-08-28 18:00:00,18
"370","POST","E03","29/08/2019 12:03","Gato",1,2019-08-29 12:03:00,2019-08-29 12:00:00,12
"371","POST","E03","29/08/2019 13:58","Gato",1,2019-08-29 13:58:00,2019-08-29 14:00:00,14
"372","POST","E03","29/08/2019 15:40","Gato",1,2019-08-29 15:40:00,2019-08-29 16:00:00,16
"373","POST","E03","29/08/2019 21:34","Gato",1,2019-08-29 21:34:00,2019-08-29 22:00:00,22
"374","POST","E03","30/08/2019 6:24","Gato",1,2019-08-30 06:24:00,2019-08-30 06:00:00,6
"375","POST","E03","30/08/2019 13:38","Gato",1,2019-08-30 13:38:00,2019-08-30 14:00:00,14
"376","POST","E03","30/08/2019 16:06","Gato",1,2019-08-30 16:06:00,2019-08-30 16:00:00,16
"377","POST","E03","30/08/2019 18:45","Gato",1,2019-08-30 18:45:00,2019-08-30 19:00:00,19
"378","POST","E03","31/08/2019 6:22","Gato",1,2019-08-31 06:22:00,2019-08-31 06:00:00,6
"379","POST","E05","20/08/2019 13:31","Gato",1,2019-08-20 13:31:00,2019-08-20 14:00:00,14
"380","POST","E05","20/08/2019 20:10","Gato",1,2019-08-20 20:10:00,2019-08-20 20:00:00,20
"381","POST","E05","21/08/2019 10:47","Gato",1,2019-08-21 10:47:00,2019-08-21 11:00:00,11
"382","POST","E05","22/08/2019 14:43","Gato",1,2019-08-22 14:43:00,2019-08-22 15:00:00,15
"383","POST","E05","22/08/2019 19:35","Gato",1,2019-08-22 19:35:00,2019-08-22 20:00:00,20
"384","POST","E05","22/08/2019 21:27","Gato",1,2019-08-22 21:27:00,2019-08-22 21:00:00,21
"385","POST","E05","22/08/2019 23:38","Gato",1,2019-08-22 23:38:00,2019-08-23 00:00:00,0
"386","POST","E05","23/08/2019 0:44","Gato",1,2019-08-23 00:44:00,2019-08-23 01:00:00,1
"387","POST","E05","23/08/2019 14:25","Gato",1,2019-08-23 14:25:00,2019-08-23 14:00:00,14
"388","POST","E05","23/08/2019 14:55","Gato",1,2019-08-23 14:55:00,2019-08-23 15:00:00,15
"389","POST","E05","23/08/2019 19:52","Gato",1,2019-08-23 19:52:00,2019-08-23 20:00:00,20
"390","POST","E06","05/09/2019 9:59","Gato",1,2019-09-05 09:59:00,2019-09-05 10:00:00,10
"391","POST","E06","05/09/2019 12:58","Gato",1,2019-09-05 12:58:00,2019-09-05 13:00:00,13
"392","POST","E06","06/09/2019 10:00","Gato",1,2019-09-06 10:00:00,2019-09-06 10:00:00,10
"393","POST","E07","26/08/2019 23:03","Gato",1,2019-08-26 23:03:00,2019-08-26 23:00:00,23
"394","POST","E07","27/08/2019 0:01","Gato",1,2019-08-27 00:01:00,2019-08-27 00:00:00,0
"395","POST","E07","27/08/2019 3:10","Gato",1,2019-08-27 03:10:00,2019-08-27 03:00:00,3
"396","POST","E07","27/08/2019 12:59","Gato",1,2019-08-27 12:59:00,2019-08-27 13:00:00,13
"397","POST","E07","27/08/2019 13:30","Gato",1,2019-08-27 13:30:00,2019-08-27 14:00:00,14
"398","POST","E07","27/08/2019 15:52","Gato",1,2019-08-27 15:52:00,2019-08-27 16:00:00,16
"399","POST","E07","27/08/2019 16:27","Gato",1,2019-08-27 16:27:00,2019-08-27 16:00:00,16
"400","POST","E07","27/08/2019 20:20","Gato",1,2019-08-27 20:20:00,2019-08-27 20:00:00,20
"401","POST","E07","28/08/2019 9:47","Gato",1,2019-08-28 09:47:00,2019-08-28 10:00:00,10
"402","POST","E07","28/08/2019 13:16","Gato",1,2019-08-28 13:16:00,2019-08-28 13:00:00,13
"403","POST","E07","28/08/2019 20:25","Gato",1,2019-08-28 20:25:00,2019-08-28 20:00:00,20
"404","POST","E07","29/08/2019 5:34","Gato",1,2019-08-29 05:34:00,2019-08-29 06:00:00,6
"405","POST","E07","29/08/2019 5:34","Gato",1,2019-08-29 05:34:00,2019-08-29 06:00:00,6
"406","POST","E07","30/08/2019 1:51","Gato",1,2019-08-30 01:51:00,2019-08-30 02:00:00,2
"407","POST","E07","30/08/2019 3:13","Gato",1,2019-08-30 03:13:00,2019-08-30 03:00:00,3
"408","POST","E07","30/08/2019 3:15","Gato",1,2019-08-30 03:15:00,2019-08-30 03:00:00,3
"409","POST","E07","30/08/2019 9:21","Gato",1,2019-08-30 09:21:00,2019-08-30 09:00:00,9
"410","POST","E07","30/08/2019 9:45","Gato",1,2019-08-30 09:45:00,2019-08-30 10:00:00,10
"411","POST","E08","02/09/2019 15:11","Gato",1,2019-09-02 15:11:00,2019-09-02 15:00:00,15
"412","POST","E08","03/09/2019 12:36","Gato",1,2019-09-03 12:36:00,2019-09-03 13:00:00,13
"413","POST","E08","05/09/2019 5:03","Gato",1,2019-09-05 05:03:00,2019-09-05 05:00:00,5
"414","POST","E08","05/09/2019 18:41","Gato",1,2019-09-05 18:41:00,2019-09-05 19:00:00,19
"415","POST","E08","05/09/2019 20:06","Gato",1,2019-09-05 20:06:00,2019-09-05 20:00:00,20
"416","POST","E08","05/09/2019 22:54","Gato",1,2019-09-05 22:54:00,2019-09-05 23:00:00,23
"417","POST","E09","20/08/2019 13:31","Gato",1,2019-08-20 13:31:00,2019-08-20 14:00:00,14
"418","POST","E09","21/08/2019 9:33","Gato",1,2019-08-21 09:33:00,2019-08-21 10:00:00,10
"419","POST","E09","22/08/2019 2:31","Gato",1,2019-08-22 02:31:00,2019-08-22 03:00:00,3
"420","POST","E09","22/08/2019 5:52","Gato",1,2019-08-22 05:52:00,2019-08-22 06:00:00,6
"421","POST","E09","22/08/2019 9:12","Gato",1,2019-08-22 09:12:00,2019-08-22 09:00:00,9
"422","POST","E09","22/08/2019 11:24","Gato",1,2019-08-22 11:24:00,2019-08-22 11:00:00,11
"423","POST","E09","22/08/2019 12:20","Gato",1,2019-08-22 12:20:00,2019-08-22 12:00:00,12
"424","POST","E09","23/08/2019 15:17","Gato",1,2019-08-23 15:17:00,2019-08-23 15:00:00,15
"425","POST","E09","24/08/2019 9:58","Gato",1,2019-08-24 09:58:00,2019-08-24 10:00:00,10
"426","POST","E11","02/09/2019 20:01","Gato",1,2019-09-02 20:01:00,2019-09-02 20:00:00,20
"427","POST","E11","02/09/2019 22:41","Gato",1,2019-09-02 22:41:00,2019-09-02 23:00:00,23
"428","POST","E11","02/09/2019 23:06","Gato",1,2019-09-02 23:06:00,2019-09-02 23:00:00,23
"429","POST","E11","03/09/2019 10:40","Gato",1,2019-09-03 10:40:00,2019-09-03 11:00:00,11
"430","POST","E11","03/09/2019 23:21","Gato",1,2019-09-03 23:21:00,2019-09-03 23:00:00,23
"431","POST","E11","04/09/2019 3:48","Gato",1,2019-09-04 03:48:00,2019-09-04 04:00:00,4
"432","POST","E11","05/09/2019 19:28","Gato",1,2019-09-05 19:28:00,2019-09-05 19:00:00,19
"433","POST","E11","05/09/2019 19:44","Gato",1,2019-09-05 19:44:00,2019-09-05 20:00:00,20
"434","POST","E11","06/09/2019 1:57","Gato",1,2019-09-06 01:57:00,2019-09-06 02:00:00,2
"435","POST","E11","06/09/2019 2:01","Gato",1,2019-09-06 02:01:00,2019-09-06 02:00:00,2
"436","POST","E11","07/09/2019 3:59","Gato",1,2019-09-07 03:59:00,2019-09-07 04:00:00,4
"437","POST","E11","07/09/2019 6:12","Gato",1,2019-09-07 06:12:00,2019-09-07 06:00:00,6
"438","POST","E12","27/08/2019 10:13","Gato",1,2019-08-27 10:13:00,2019-08-27 10:00:00,10
"439","POST","E12","27/08/2019 11:43","Gato",1,2019-08-27 11:43:00,2019-08-27 12:00:00,12
"440","POST","E12","27/08/2019 18:36","Gato",1,2019-08-27 18:36:00,2019-08-27 19:00:00,19
"441","POST","E12","27/08/2019 19:15","Gato",1,2019-08-27 19:15:00,2019-08-27 19:00:00,19
"442","POST","E12","27/08/2019 19:24","Gato",1,2019-08-27 19:24:00,2019-08-27 19:00:00,19
"443","POST","E12","28/08/2019 1:38","Gato",1,2019-08-28 01:38:00,2019-08-28 02:00:00,2
"444","POST","E12","28/08/2019 9:48","Gato",1,2019-08-28 09:48:00,2019-08-28 10:00:00,10
"445","POST","E12","28/08/2019 14:15","Gato",1,2019-08-28 14:15:00,2019-08-28 14:00:00,14
"446","POST","E12","28/08/2019 16:06","Gato",1,2019-08-28 16:06:00,2019-08-28 16:00:00,16
"447","POST","E12","29/08/2019 19:48","Gato",1,2019-08-29 19:48:00,2019-08-29 20:00:00,20
"448","POST","E12","30/08/2019 12:01","Gato",1,2019-08-30 12:01:00,2019-08-30 12:00:00,12
"449","POST","E12","30/08/2019 15:41","Gato",1,2019-08-30 15:41:00,2019-08-30 16:00:00,16
"450","POST","E12","30/08/2019 15:46","Gato",1,2019-08-30 15:46:00,2019-08-30 16:00:00,16
"451","POST","E12","30/08/2019 16:14","Gato",1,2019-08-30 16:14:00,2019-08-30 16:00:00,16
"452","POST","E12","30/08/2019 16:49","Gato",1,2019-08-30 16:49:00,2019-08-30 17:00:00,17
"453","POST","E12","30/08/2019 18:34","Gato",1,2019-08-30 18:34:00,2019-08-30 19:00:00,19
"454","POST","E12","30/08/2019 23:19","Gato",1,2019-08-30 23:19:00,2019-08-30 23:00:00,23
"455","POST","E12","31/08/2019 8:36","Gato",1,2019-08-31 08:36:00,2019-08-31 09:00:00,9
"456","POST","E13","04/09/2019 10:32","Gato",1,2019-09-04 10:32:00,2019-09-04 11:00:00,11
"457","POST","E14","03/09/2019 23:39","Gato",1,2019-09-03 23:39:00,2019-09-04 00:00:00,0
"458","POST","E15","27/08/2019 17:14","Gato",1,2019-08-27 17:14:00,2019-08-27 17:00:00,17
"459","POST","E15","29/08/2019 17:49","Gato",1,2019-08-29 17:49:00,2019-08-29 18:00:00,18
"460","POST","E19","27/08/2019 20:29","Gato",1,2019-08-27 20:29:00,2019-08-27 20:00:00,20
"461","POST","E19","29/08/2019 23:32","Gato",1,2019-08-29 23:32:00,2019-08-30 00:00:00,0
"462","POST","E19","31/08/2019 5:13","Gato",1,2019-08-31 05:13:00,2019-08-31 05:00:00,5
"463","POST","E19","31/08/2019 5:13","Gato",1,2019-08-31 05:13:00,2019-08-31 05:00:00,5
"464","POST","E20","02/09/2019 20:59","Gato",1,2019-09-02 20:59:00,2019-09-02 21:00:00,21
"465","POST","E20","04/09/2019 19:00","Gato",1,2019-09-04 19:00:00,2019-09-04 19:00:00,19
"466","POST","E20","05/09/2019 6:36","Gato",1,2019-09-05 06:36:00,2019-09-05 07:00:00,7
"467","POST","E20","05/09/2019 18:38","Gato",1,2019-09-05 18:38:00,2019-09-05 19:00:00,19
"468","POST","E20","06/09/2019 7:33","Gato",1,2019-09-06 07:33:00,2019-09-06 08:00:00,8
"469","POST","E20","06/09/2019 18:03","Gato",1,2019-09-06 18:03:00,2019-09-06 18:00:00,18
"470","POST","E20","06/09/2019 20:09","Gato",1,2019-09-06 20:09:00,2019-09-06 20:00:00,20
"471","POST","E20","07/09/2019 7:16","Gato",1,2019-09-07 07:16:00,2019-09-07 07:00:00,7
"472","POST","E22","27/08/2019 0:37","Gato",1,2019-08-27 00:37:00,2019-08-27 01:00:00,1
"473","POST","E22","27/08/2019 22:11","Gato",1,2019-08-27 22:11:00,2019-08-27 22:00:00,22
"474","POST","E22","27/08/2019 22:11","Gato",1,2019-08-27 22:11:00,2019-08-27 22:00:00,22
"475","POST","E23","28/08/2019 6:55","Gato",1,2019-08-28 06:55:00,2019-08-28 07:00:00,7
"476","POST","E27","28/08/2019 4:20","Gato",1,2019-08-28 04:20:00,2019-08-28 04:00:00,4
"477","POST","E27","28/08/2019 7:15","Gato",1,2019-08-28 07:15:00,2019-08-28 07:00:00,7
"478","POST","E27","28/08/2019 20:59","Gato",1,2019-08-28 20:59:00,2019-08-28 21:00:00,21
"479","POST","E28","19/08/2019 20:07","Gato",1,2019-08-19 20:07:00,2019-08-19 20:00:00,20
"480","POST","E30","28/08/2019 18:34","Gato",1,2019-08-28 18:34:00,2019-08-28 19:00:00,19
"481","POST","E30","31/08/2019 5:40","Gato",1,2019-08-31 05:40:00,2019-08-31 06:00:00,6
"482","POST","E31","11/09/2019 11:08","Gato",1,2019-09-11 11:08:00,2019-09-11 11:00:00,11
"483","POST","E31","12/09/2019 11:11","Gato",1,2019-09-12 11:11:00,2019-09-12 11:00:00,11
"484","POST","E32","11/09/2019 14:57","Gato",1,2019-09-11 14:57:00,2019-09-11 15:00:00,15
"485","POST","E33","10/09/2019 9:51","Gato",1,2019-09-10 09:51:00,2019-09-10 10:00:00,10
"486","POST","E33","10/09/2019 9:58","Gato",1,2019-09-10 09:58:00,2019-09-10 10:00:00,10
"487","POST","E33","10/09/2019 10:08","Gato",1,2019-09-10 10:08:00,2019-09-10 10:00:00,10
"488","POST","E33","10/09/2019 10:10","Gato",1,2019-09-10 10:10:00,2019-09-10 10:00:00,10
"489","POST","E33","10/09/2019 10:13","Gato",1,2019-09-10 10:13:00,2019-09-10 10:00:00,10
"490","POST","E33","10/09/2019 10:17","Gato",1,2019-09-10 10:17:00,2019-09-10 10:00:00,10
"491","POST","E33","10/09/2019 10:24","Gato",1,2019-09-10 10:24:00,2019-09-10 10:00:00,10
"492","POST","E33","10/09/2019 10:30","Gato",1,2019-09-10 10:30:00,2019-09-10 11:00:00,11
"493","POST","E33","10/09/2019 10:44","Gato",1,2019-09-10 10:44:00,2019-09-10 11:00:00,11
"494","POST","E33","10/09/2019 10:48","Gato",1,2019-09-10 10:48:00,2019-09-10 11:00:00,11
"495","POST","E33","10/09/2019 10:52","Gato",1,2019-09-10 10:52:00,2019-09-10 11:00:00,11
"496","POST","E33","10/09/2019 11:00","Gato",1,2019-09-10 11:00:00,2019-09-10 11:00:00,11
"497","POST","E33","10/09/2019 11:19","Gato",1,2019-09-10 11:19:00,2019-09-10 11:00:00,11
"498","POST","E33","10/09/2019 11:31","Gato",1,2019-09-10 11:31:00,2019-09-10 12:00:00,12
"499","POST","E33","10/09/2019 11:34","Gato",1,2019-09-10 11:34:00,2019-09-10 12:00:00,12
"500","POST","E33","10/09/2019 11:41","Gato",1,2019-09-10 11:41:00,2019-09-10 12:00:00,12
"501","POST","E33","10/09/2019 11:49","Gato",1,2019-09-10 11:49:00,2019-09-10 12:00:00,12
"502","POST","E33","10/09/2019 11:52","Gato",1,2019-09-10 11:52:00,2019-09-10 12:00:00,12
"503","POST","E33","10/09/2019 11:52","Gato",1,2019-09-10 11:52:00,2019-09-10 12:00:00,12
"504","POST","E33","10/09/2019 11:55","Gato",1,2019-09-10 11:55:00,2019-09-10 12:00:00,12
