ID;Station;Species;Stage;Cuando;Tiempo;Horas;Minutos;Minutos_decimales;Horas_decimales
1;E01;Gato_2018;PRE;30/08/2018 11:22;11:22:00;11;22;0,366666667;11,37
2;E01;Gato_2018;PRE;31/08/2018 11:57;11:57:00;12;57;0,95;12,95
3;E01;Gato_2018;PRE;01/09/2018 9:14;9:14:00;9;14;0,233333333;9,23
4;E02;Gato_2018;PRE;14/08/2018 21:29;21:29:00;21;29;0,483333333;21,48
5;E03;Gato_2018;PRE;20/08/2018 20:24;20:24:00;20;24;0,4;20,40
6;E03;Gato_2018;PRE;20/08/2018 21:20;21:20:00;21;20;0,333333333;21,33
7;E03;Gato_2018;PRE;21/08/2018 1:07;1:07:00;1;7;0,116666667;1,12
8;E03;Gato_2018;PRE;21/08/2018 2:21;2:21:00;2;21;0,35;2,35
9;E03;Gato_2018;PRE;21/08/2018 3:12;3:12:00;3;12;0,2;3,20
10;E03;Gato_2018;PRE;21/08/2018 3:51;3:51:00;4;51;0,85;4,85
11;E03;Gato_2018;PRE;21/08/2018 4:00;4:00:00;4;0;0;4,00
12;E03;Gato_2018;PRE;21/08/2018 10:11;10:11:00;10;11;0,183333333;10,18
13;E03;Gato_2018;PRE;21/08/2018 14:15;14:15:00;14;15;0,25;14,25
14;E03;Gato_2018;PRE;21/08/2018 14:53;14:53:00;15;53;0,883333333;15,88
15;E03;Gato_2018;PRE;21/08/2018 14:59;14:59:00;15;59;0,983333333;15,98
16;E03;Gato_2018;PRE;21/08/2018 20:14;20:14:00;20;14;0,233333333;20,23
17;E03;Gato_2018;PRE;21/08/2018 20:19;20:19:00;20;19;0,316666667;20,32
18;E03;Gato_2018;PRE;21/08/2018 20:38;20:38:00;21;38;0,633333333;21,63
19;E03;Gato_2018;PRE;22/08/2018 2:29;2:29:00;2;29;0,483333333;2,48
20;E03;Gato_2018;PRE;22/08/2018 3:02;3:02:00;3;2;0,033333333;3,03
21;E03;Gato_2018;PRE;22/08/2018 3:45;3:45:00;4;45;0,75;4,75
22;E03;Gato_2018;PRE;22/08/2018 9:52;9:52:00;10;52;0,866666667;10,87
23;E03;Gato_2018;PRE;22/08/2018 12:41;12:41:00;13;41;0,683333333;13,68
24;E03;Gato_2018;PRE;22/08/2018 13:15;13:15:00;13;15;0,25;13,25
25;E03;Gato_2018;PRE;22/08/2018 18:44;18:44:00;19;44;0,733333333;19,73
26;E03;Gato_2018;PRE;22/08/2018 18:48;18:48:00;19;48;0,8;19,80
27;E03;Gato_2018;PRE;23/08/2018 3:16;3:16:00;3;16;0,266666667;3,27
28;E03;Gato_2018;PRE;23/08/2018 4:08;4:08:00;4;8;0,133333333;4,13
29;E03;Gato_2018;PRE;23/08/2018 9:17;9:17:00;9;17;0,283333333;9,28
30;E03;Gato_2018;PRE;23/08/2018 14:07;14:07:00;14;7;0,116666667;14,12
31;E03;Gato_2018;PRE;23/08/2018 14:30;14:30:00;15;30;0,5;15,50
32;E03;Gato_2018;PRE;23/08/2018 15:58;15:58:00;16;58;0,966666667;16,97
33;E03;Gato_2018;PRE;23/08/2018 16:20;16:20:00;16;20;0,333333333;16,33
34;E03;Gato_2018;PRE;23/08/2018 18:27;18:27:00;18;27;0,45;18,45
35;E03;Gato_2018;PRE;24/08/2018 2:23;2:23:00;2;23;0,383333333;2,38
36;E03;Gato_2018;PRE;24/08/2018 6:31;6:31:00;7;31;0,516666667;7,52
37;E03;Gato_2018;PRE;24/08/2018 7:41;7:41:00;8;41;0,683333333;8,68
38;E03;Gato_2018;PRE;24/08/2018 7:52;7:52:00;8;52;0,866666667;8,87
39;E03;Gato_2018;PRE;24/08/2018 10:54;10:54:00;11;54;0,9;11,90
40;E03;Gato_2018;PRE;24/08/2018 11:17;11:17:00;11;17;0,283333333;11,28
41;E03;Gato_2018;PRE;24/08/2018 12:06;12:06:00;12;6;0,1;12,10
42;E03;Gato_2018;PRE;24/08/2018 13:21;13:21:00;13;21;0,35;13,35
43;E03;Gato_2018;PRE;24/08/2018 13:29;13:29:00;13;29;0,483333333;13,48
44;E03;Gato_2018;PRE;24/08/2018 21:38;21:38:00;22;38;0,633333333;22,63
45;E03;Gato_2018;PRE;25/08/2018 6:30;6:30:00;7;30;0,5;7,50
46;E03;Gato_2018;PRE;25/08/2018 9:29;9:29:00;9;29;0,483333333;9,48
47;E04;Gato_2018;PRE;13/08/2018 18:26;18:26:00;18;26;0,433333333;18,43
48;E04;Gato_2018;PRE;15/08/2018 15:04;15:04:00;15;4;0,066666667;15,07
49;E04;Gato_2018;PRE;16/08/2018 9:42;9:42:00;10;42;0,7;10,70
50;E04;Gato_2018;PRE;18/08/2018 6:39;6:39:00;7;39;0,65;7,65
51;E05;Gato_2018;PRE;14/08/2018 7:36;7:36:00;8;36;0,6;8,60
52;E05;Gato_2018;PRE;14/08/2018 11:28;11:28:00;11;28;0,466666667;11,47
53;E05;Gato_2018;PRE;15/08/2018 16:54;16:54:00;17;54;0,9;17,90
54;E06;Gato_2018;PRE;30/08/2018 23:43;23:43:00;0;43;0,716666667;0,72
55;E06;Gato_2018;PRE;31/08/2018 6:48;6:48:00;7;48;0,8;7,80
56;E06;Gato_2018;PRE;31/08/2018 8:35;8:35:00;9;35;0,583333333;9,58
57;E07;Gato_2018;PRE;21/08/2018 18:59;18:59:00;19;59;0,983333333;19,98
58;E07;Gato_2018;PRE;22/08/2018 22:44;22:44:00;23;44;0,733333333;23,73
59;E08;Gato_2018;PRE;17/08/2018 22:39;22:39:00;23;39;0,65;23,65
60;E08;Gato_2018;PRE;18/08/2018 6:36;6:36:00;7;36;0,6;7,60
61;E08;Gato_2018;PRE;18/08/2018 10:34;10:34:00;11;34;0,566666667;11,57
62;E08;Gato_2018;PRE;19/08/2018 15:04;15:04:00;15;4;0,066666667;15,07
63;E08;Gato_2018;PRE;19/08/2018 15:51;15:51:00;16;51;0,85;16,85
64;E08;Gato_2018;PRE;19/08/2018 21:11;21:11:00;21;11;0,183333333;21,18
65;E08;Gato_2018;PRE;20/08/2018 1:35;1:35:00;2;35;0,583333333;2,58
66;E08;Gato_2018;PRE;20/08/2018 21:36;21:36:00;22;36;0,6;22,60
67;E08;Gato_2018;PRE;22/08/2018 1:48;1:48:00;2;48;0,8;2,80
68;E08;Gato_2018;PRE;22/08/2018 2:40;2:40:00;3;40;0,666666667;3,67
69;E08;Gato_2018;PRE;22/08/2018 3:48;3:48:00;4;48;0,8;4,80
70;E09;Gato_2018;PRE;14/08/2018 13:57;13:57:00;14;57;0,95;14,95
71;E09;Gato_2018;PRE;14/08/2018 16:53;16:53:00;17;53;0,883333333;17,88
72;E10;Gato_2018;PRE;30/08/2018 8:11;8:11:00;8;11;0,183333333;8,18
73;E10;Gato_2018;PRE;30/08/2018 8:14;8:14:00;8;14;0,233333333;8,23
74;E11;Gato_2018;PRE;27/08/2018 18:28;18:28:00;18;28;0,466666667;18,47
75;E11;Gato_2018;PRE;28/08/2018 0:13;0:13:00;0;13;0,216666667;0,22
76;E11;Gato_2018;PRE;28/08/2018 5:49;5:49:00;6;49;0,816666667;6,82
77;E11;Gato_2018;PRE;28/08/2018 10:03;10:03:00;10;3;0,05;10,05
78;E11;Gato_2018;PRE;28/08/2018 15:52;15:52:00;16;52;0,866666667;16,87
79;E11;Gato_2018;PRE;28/08/2018 19:55;19:55:00;20;55;0,916666667;20,92
80;E11;Gato_2018;PRE;29/08/2018 2:33;2:33:00;3;33;0,55;3,55
81;E11;Gato_2018;PRE;31/08/2018 13:08;13:08:00;13;8;0,133333333;13,13
82;E11;Gato_2018;PRE;31/08/2018 15:17;15:17:00;15;17;0,283333333;15,28
83;E12;Gato_2018;PRE;20/08/2018 14:24;14:24:00;14;24;0,4;14,40
84;E12;Gato_2018;PRE;20/08/2018 15:03;15:03:00;15;3;0,05;15,05
85;E12;Gato_2018;PRE;20/08/2018 17:43;17:43:00;18;43;0,716666667;18,72
86;E12;Gato_2018;PRE;21/08/2018 9:00;9:00:00;9;0;0;9,00
87;E12;Gato_2018;PRE;21/08/2018 10:37;10:37:00;11;37;0,616666667;11,62
88;E12;Gato_2018;PRE;21/08/2018 11:31;11:31:00;12;31;0,516666667;12,52
89;E12;Gato_2018;PRE;21/08/2018 12:53;12:53:00;13;53;0,883333333;13,88
90;E12;Gato_2018;PRE;21/08/2018 14:03;14:03:00;14;3;0,05;14,05
91;E12;Gato_2018;PRE;21/08/2018 14:15;14:15:00;14;15;0,25;14,25
92;E12;Gato_2018;PRE;21/08/2018 15:52;15:52:00;16;52;0,866666667;16,87
93;E12;Gato_2018;PRE;21/08/2018 16:39;16:39:00;17;39;0,65;17,65
94;E12;Gato_2018;PRE;21/08/2018 17:10;17:10:00;17;10;0,166666667;17,17
95;E12;Gato_2018;PRE;21/08/2018 18:11;18:11:00;18;11;0,183333333;18,18
96;E12;Gato_2018;PRE;22/08/2018 10:31;10:31:00;11;31;0,516666667;11,52
97;E12;Gato_2018;PRE;22/08/2018 13:28;13:28:00;13;28;0,466666667;13,47
98;E12;Gato_2018;PRE;22/08/2018 15:18;15:18:00;15;18;0,3;15,30
99;E12;Gato_2018;PRE;22/08/2018 15:37;15:37:00;16;37;0,616666667;16,62
100;E12;Gato_2018;PRE;23/08/2018 0:07;0:07:00;0;7;0,116666667;0,12
101;E12;Gato_2018;PRE;23/08/2018 8:37;8:37:00;9;37;0,616666667;9,62
102;E12;Gato_2018;PRE;23/08/2018 12:33;12:33:00;13;33;0,55;13,55
103;E12;Gato_2018;PRE;23/08/2018 17:18;17:18:00;17;18;0,3;17,30
104;E12;Gato_2018;PRE;23/08/2018 17:41;17:41:00;18;41;0,683333333;18,68
105;E12;Gato_2018;PRE;23/08/2018 18:23;18:23:00;18;23;0,383333333;18,38
106;E12;Gato_2018;PRE;23/08/2018 19:37;19:37:00;20;37;0,616666667;20,62
107;E12;Gato_2018;PRE;23/08/2018 19:49;19:49:00;20;49;0,816666667;20,82
108;E12;Gato_2018;PRE;23/08/2018 23:21;23:21:00;23;21;0,35;23,35
109;E12;Gato_2018;PRE;24/08/2018 1:42;1:42:00;2;42;0,7;2,70
110;E12;Gato_2018;PRE;24/08/2018 13:56;13:56:00;14;56;0,933333333;14,93
111;E12;Gato_2018;PRE;24/08/2018 19:24;19:24:00;19;24;0,4;19,40
112;E14;Gato_2018;PRE;27/08/2018 14:55;14:55:00;15;55;0,916666667;15,92
113;E14;Gato_2018;PRE;27/08/2018 15:04;15:04:00;15;4;0,066666667;15,07
114;E14;Gato_2018;PRE;27/08/2018 17:15;17:15:00;17;15;0,25;17,25
115;E14;Gato_2018;PRE;28/08/2018 0:52;0:52:00;1;52;0,866666667;1,87
116;E14;Gato_2018;PRE;28/08/2018 8:37;8:37:00;9;37;0,616666667;9,62
117;E14;Gato_2018;PRE;28/08/2018 9:08;9:08:00;9;8;0,133333333;9,13
118;E14;Gato_2018;PRE;28/08/2018 9:08;9:08:00;9;8;0,133333333;9,13
119;E14;Gato_2018;PRE;28/08/2018 18:01;18:01:00;18;1;0,016666667;18,02
120;E14;Gato_2018;PRE;28/08/2018 19:31;19:31:00;20;31;0,516666667;20,52
121;E14;Gato_2018;PRE;29/08/2018 12:37;12:37:00;13;37;0,616666667;13,62
122;E14;Gato_2018;PRE;29/08/2018 14:10;14:10:00;14;10;0,166666667;14,17
123;E14;Gato_2018;PRE;29/08/2018 16:49;16:49:00;17;49;0,816666667;17,82
124;E14;Gato_2018;PRE;29/08/2018 17:48;17:48:00;18;48;0,8;18,80
125;E14;Gato_2018;PRE;30/08/2018 1:33;1:33:00;2;33;0,55;2,55
126;E14;Gato_2018;PRE;30/08/2018 21:09;21:09:00;21;9;0,15;21,15
127;E14;Gato_2018;PRE;30/08/2018 23:46;23:46:00;0;46;0,766666667;0,77
128;E14;Gato_2018;PRE;31/08/2018 3:21;3:21:00;3;21;0,35;3,35
129;E14;Gato_2018;PRE;31/08/2018 19:39;19:39:00;20;39;0,65;20,65
130;E14;Gato_2018;PRE;31/08/2018 19:39;19:39:00;20;39;0,65;20,65
131;E14;Gato_2018;PRE;01/09/2018 0:15;0:15:00;0;15;0,25;0,25
132;E14;Gato_2018;PRE;01/09/2018 0:53;0:53:00;1;53;0,883333333;1,88
133;E15;Gato_2018;PRE;21/08/2018 19:53;19:53:00;20;53;0,883333333;20,88
134;E15;Gato_2018;PRE;24/08/2018 0:04;0:04:00;0;4;0,066666667;0,07
135;E15;Gato_2018;PRE;24/08/2018 23:06;23:06:00;23;6;0,1;23,10
136;E20;Gato_2018;PRE;29/08/2018 0:59;0:59:00;1;59;0,983333333;1,98
137;E21;Gato_2018;PRE;18/08/2018 3:07;3:07:00;3;7;0,116666667;3,12
138;E22;Gato_2018;PRE;21/08/2018 13:21;13:21:00;13;21;0,35;13,35
139;E23;Gato_2018;PRE;22/08/2018 16:59;16:59:00;17;59;0,983333333;17,98
140;E23;Gato_2018;PRE;22/08/2018 21:59;21:59:00;22;59;0,983333333;22,98
141;E23;Gato_2018;PRE;24/08/2018 7:52;7:52:00;8;52;0,866666667;8,87
142;E27;Gato_2018;PRE;24/08/2018 9:40;9:40:00;10;40;0,666666667;10,67
143;E27;Gato_2018;PRE;24/08/2018 23:35;23:35:00;0;35;0,583333333;0,58
144;E30;Gato_2018;PRE;23/08/2018 14:49;14:49:00;15;49;0,816666667;15,82
145;E32;Gato_2018;PRE;03/09/2018 13:14;13:14:00;13;14;0,233333333;13,23
146;E32;Gato_2018;PRE;04/09/2018 14:31;14:31:00;15;31;0,516666667;15,52
147;E32;Gato_2018;PRE;05/09/2018 12:11;12:11:00;12;11;0,183333333;12,18
148;E33;Gato_2018;PRE;03/09/2018 11:36;11:36:00;12;36;0,6;12,60
149;E33;Gato_2018;PRE;03/09/2018 11:44;11:44:00;12;44;0,733333333;12,73
150;E33;Gato_2018;PRE;03/09/2018 11:53;11:53:00;12;53;0,883333333;12,88
151;E33;Gato_2018;PRE;03/09/2018 12:04;12:04:00;12;4;0,066666667;12,07
152;E33;Gato_2018;PRE;03/09/2018 12:09;12:09:00;12;9;0,15;12,15
153;E33;Gato_2018;PRE;03/09/2018 12:30;12:30:00;13;30;0,5;13,50
154;E33;Gato_2018;PRE;03/09/2018 12:40;12:40:00;13;40;0,666666667;13,67
155;E33;Gato_2018;PRE;03/09/2018 13:16;13:16:00;13;16;0,266666667;13,27
156;E33;Gato_2018;PRE;03/09/2018 13:47;13:47:00;14;47;0,783333333;14,78
157;E33;Gato_2018;PRE;03/09/2018 14:25;14:25:00;14;25;0,416666667;14,42
158;E33;Gato_2018;PRE;03/09/2018 15:28;15:28:00;15;28;0,466666667;15,47
159;E33;Gato_2018;PRE;03/09/2018 15:28;15:28:00;15;28;0,466666667;15,47
160;E33;Gato_2018;PRE;03/09/2018 15:50;15:50:00;16;50;0,833333333;16,83
161;E33;Gato_2018;PRE;03/09/2018 15:50;15:50:00;16;50;0,833333333;16,83
162;E33;Gato_2018;PRE;03/09/2018 17:38;17:38:00;18;38;0,633333333;18,63
163;E33;Gato_2018;PRE;03/09/2018 18:15;18:15:00;18;15;0,25;18,25
164;E33;Gato_2018;PRE;03/09/2018 18:15;18:15:00;18;15;0,25;18,25
165;E33;Gato_2018;PRE;03/09/2018 18:24;18:24:00;18;24;0,4;18,40
166;E33;Gato_2018;PRE;03/09/2018 18:24;18:24:00;18;24;0,4;18,40
167;E33;Gato_2018;PRE;03/09/2018 18:37;18:37:00;19;37;0,616666667;19,62
168;E33;Gato_2018;PRE;03/09/2018 18:44;18:44:00;19;44;0,733333333;19,73
169;E33;Gato_2018;PRE;03/09/2018 18:44;18:44:00;19;44;0,733333333;19,73
170;E33;Gato_2018;PRE;03/09/2018 18:47;18:47:00;19;47;0,783333333;19,78
171;E33;Gato_2018;PRE;03/09/2018 18:55;18:55:00;19;55;0,916666667;19,92
172;E33;Gato_2018;PRE;03/09/2018 19:09;19:09:00;19;9;0,15;19,15
173;E33;Gato_2018;PRE;03/09/2018 19:09;19:09:00;19;9;0,15;19,15
174;E33;Gato_2018;PRE;03/09/2018 19:11;19:11:00;19;11;0,183333333;19,18
175;E33;Gato_2018;PRE;03/09/2018 19:11;19:11:00;19;11;0,183333333;19,18
176;E33;Gato_2018;PRE;03/09/2018 19:44;19:44:00;20;44;0,733333333;20,73
177;E33;Gato_2018;PRE;03/09/2018 22:49;22:49:00;23;49;0,816666667;23,82
178;E33;Gato_2018;PRE;03/09/2018 23:14;23:14:00;23;14;0,233333333;23,23
179;E33;Gato_2018;PRE;04/09/2018 10:03;10:03:00;10;3;0,05;10,05
180;E33;Gato_2018;PRE;04/09/2018 10:06;10:06:00;10;6;0,1;10,10
181;E33;Gato_2018;PRE;04/09/2018 10:10;10:10:00;10;10;0,166666667;10,17
182;E33;Gato_2018;PRE;04/09/2018 10:21;10:21:00;10;21;0,35;10,35
183;E33;Gato_2018;PRE;04/09/2018 10:23;10:23:00;10;23;0,383333333;10,38
184;E33;Gato_2018;PRE;04/09/2018 10:35;10:35:00;11;35;0,583333333;11,58
185;E33;Gato_2018;PRE;04/09/2018 10:38;10:38:00;11;38;0,633333333;11,63
186;E33;Gato_2018;PRE;04/09/2018 10:44;10:44:00;11;44;0,733333333;11,73
187;E33;Gato_2018;PRE;04/09/2018 10:47;10:47:00;11;47;0,783333333;11,78
188;E33;Gato_2018;PRE;04/09/2018 11:01;11:01:00;11;1;0,016666667;11,02
189;E33;Gato_2018;PRE;04/09/2018 11:10;11:10:00;11;10;0,166666667;11,17
190;E33;Gato_2018;PRE;04/09/2018 11:17;11:17:00;11;17;0,283333333;11,28
191;E33;Gato_2018;PRE;04/09/2018 11:17;11:17:00;11;17;0,283333333;11,28
192;E33;Gato_2018;PRE;04/09/2018 11:17;11:17:00;11;17;0,283333333;11,28
193;E33;Gato_2018;PRE;04/09/2018 11:57;11:57:00;12;57;0,95;12,95
194;E33;Gato_2018;PRE;04/09/2018 13:36;13:36:00;14;36;0,6;14,60
195;E33;Gato_2018;PRE;04/09/2018 13:36;13:36:00;14;36;0,6;14,60
196;E33;Gato_2018;PRE;04/09/2018 13:36;13:36:00;14;36;0,6;14,60
197;E33;Gato_2018;PRE;04/09/2018 13:45;13:45:00;14;45;0,75;14,75
198;E33;Gato_2018;PRE;04/09/2018 14:36;14:36:00;15;36;0,6;15,60
199;E33;Gato_2018;PRE;04/09/2018 14:48;14:48:00;15;48;0,8;15,80
200;E33;Gato_2018;PRE;04/09/2018 15:12;15:12:00;15;12;0,2;15,20
201;E33;Gato_2018;PRE;04/09/2018 17:07;17:07:00;17;7;0,116666667;17,12
202;E33;Gato_2018;PRE;04/09/2018 17:13;17:13:00;17;13;0,216666667;17,22
203;E33;Gato_2018;PRE;04/09/2018 17:13;17:13:00;17;13;0,216666667;17,22
204;E33;Gato_2018;PRE;04/09/2018 17:28;17:28:00;17;28;0,466666667;17,47
205;E33;Gato_2018;PRE;04/09/2018 17:41;17:41:00;18;41;0,683333333;18,68
206;E33;Gato_2018;PRE;04/09/2018 17:51;17:51:00;18;51;0,85;18,85
207;E33;Gato_2018;PRE;04/09/2018 18:03;18:03:00;18;3;0,05;18,05
208;E33;Gato_2018;PRE;04/09/2018 18:08;18:08:00;18;8;0,133333333;18,13
209;E33;Gato_2018;PRE;04/09/2018 18:08;18:08:00;18;8;0,133333333;18,13
210;E33;Gato_2018;PRE;04/09/2018 19:48;19:48:00;20;48;0,8;20,80
211;E33;Gato_2018;PRE;04/09/2018 22:16;22:16:00;22;16;0,266666667;22,27
212;E33;Gato_2018;PRE;04/09/2018 23:00;23:00:00;23;0;0;23,00
213;E33;Gato_2018;PRE;05/09/2018 7:20;7:20:00;7;20;0,333333333;7,33
214;E33;Gato_2018;PRE;05/09/2018 9:41;9:41:00;10;41;0,683333333;10,68
215;E33;Gato_2018;PRE;05/09/2018 10:38;10:38:00;11;38;0,633333333;11,63
216;E33;Gato_2018;PRE;05/09/2018 10:55;10:55:00;11;55;0,916666667;11,92
217;E33;Gato_2018;PRE;05/09/2018 10:58;10:58:00;11;58;0,966666667;11,97
218;E33;Gato_2018;PRE;05/09/2018 11:03;11:03:00;11;3;0,05;11,05
219;E33;Gato_2018;PRE;05/09/2018 11:16;11:16:00;11;16;0,266666667;11,27
220;E33;Gato_2018;PRE;05/09/2018 11:55;11:55:00;12;55;0,916666667;12,92
221;E33;Gato_2018;PRE;05/09/2018 13:57;13:57:00;14;57;0,95;14,95
222;E34;Gato_2018;PRE;06/09/2018 13:57;13:57:00;14;57;0,95;14,95
223;E33;Gato_2018;PRE;05/09/2018 14:10;14:10:00;14;10;0,166666667;14,17
224;E33;Gato_2018;PRE;05/09/2018 14:25;14:25:00;14;25;0,416666667;14,42
225;E33;Gato_2018;PRE;05/09/2018 14:30;14:30:00;15;30;0,5;15,50
226;E34;Gato_2018;PRE;06/09/2018 14:30;14:30:00;15;30;0,5;15,50
227;E33;Gato_2018;PRE;05/09/2018 17:04;17:04:00;17;4;0,066666667;17,07
228;E33;Gato_2018;PRE;05/09/2018 17:54;17:54:00;18;54;0,9;18,90
229;E33;Gato_2018;PRE;05/09/2018 17:54;17:54:00;18;54;0,9;18,90
230;E33;Gato_2018;PRE;05/09/2018 17:54;17:54:00;18;54;0,9;18,90
231;E33;Gato_2018;PRE;05/09/2018 17:56;17:56:00;18;56;0,933333333;18,93
232;E33;Gato_2018;PRE;05/09/2018 18:05;18:05:00;18;5;0,083333333;18,08
233;E33;Gato_2018;PRE;05/09/2018 18:05;18:05:00;18;5;0,083333333;18,08
234;E33;Gato_2018;PRE;05/09/2018 18:05;18:05:00;18;5;0,083333333;18,08
235;E33;Gato_2018;PRE;06/09/2018 9:23;9:23:00;9;23;0,383333333;9,38
236;E33;Gato_2018;PRE;06/09/2018 10:05;10:05:00;10;5;0,083333333;10,08
237;E33;Gato_2018;PRE;06/09/2018 10:13;10:13:00;10;13;0,216666667;10,22
238;E33;Gato_2018;PRE;06/09/2018 10:30;10:30:00;11;30;0,5;11,50
239;E33;Gato_2018;PRE;06/09/2018 10:35;10:35:00;11;35;0,583333333;11,58
240;E33;Gato_2018;PRE;06/09/2018 10:39;10:39:00;11;39;0,65;11,65
241;E33;Gato_2018;PRE;06/09/2018 10:39;10:39:00;11;39;0,65;11,65
242;E33;Gato_2018;PRE;06/09/2018 10:49;10:49:00;11;49;0,816666667;11,82
243;E33;Gato_2018;PRE;06/09/2018 10:54;10:54:00;11;54;0,9;11,90
244;E33;Gato_2018;PRE;06/09/2018 10:54;10:54:00;11;54;0,9;11,90
245;E33;Gato_2018;PRE;06/09/2018 11:08;11:08:00;11;8;0,133333333;11,13
246;E33;Gato_2018;PRE;06/09/2018 11:14;11:14:00;11;14;0,233333333;11,23
247;E33;Gato_2018;PRE;06/09/2018 11:17;11:17:00;11;17;0,283333333;11,28
248;E33;Gato_2018;PRE;06/09/2018 11:29;11:29:00;11;29;0,483333333;11,48
249;E33;Gato_2018;PRE;06/09/2018 11:34;11:34:00;12;34;0,566666667;12,57
250;E33;Gato_2018;PRE;06/09/2018 13:29;13:29:00;13;29;0,483333333;13,48
251;E33;Gato_2018;PRE;06/09/2018 14:08;14:08:00;14;8;0,133333333;14,13
252;E33;Gato_2018;PRE;06/09/2018 14:52;14:52:00;15;52;0,866666667;15,87
253;E33;Gato_2018;PRE;06/09/2018 14:55;14:55:00;15;55;0,916666667;15,92
254;E33;Gato_2018;PRE;06/09/2018 14:57;14:57:00;15;57;0,95;15,95
255;E33;Gato_2018;PRE;06/09/2018 15:27;15:27:00;15;27;0,45;15,45
256;E33;Gato_2018;PRE;06/09/2018 16:28;16:28:00;16;28;0,466666667;16,47
257;E33;Gato_2018;PRE;06/09/2018 16:38;16:38:00;17;38;0,633333333;17,63
258;E33;Gato_2018;PRE;06/09/2018 18:45;18:45:00;19;45;0,75;19,75
259;E33;Gato_2018;PRE;06/09/2018 18:45;18:45:00;19;45;0,75;19,75
260;E33;Gato_2018;PRE;06/09/2018 18:45;18:45:00;19;45;0,75;19,75
261;E33;Gato_2018;PRE;06/09/2018 18:45;18:45:00;19;45;0,75;19,75
262;E33;Gato_2018;PRE;06/09/2018 18:45;18:45:00;19;45;0,75;19,75
263;E33;Gato_2018;PRE;06/09/2018 18:45;18:45:00;19;45;0,75;19,75
264;E33;Gato_2018;PRE;07/09/2018 7:48;7:48:00;8;48;0,8;8,80
265;E33;Gato_2018;PRE;07/09/2018 7:52;7:52:00;8;52;0,866666667;8,87
266;E33;Gato_2018;PRE;07/09/2018 10:01;10:01:00;10;1;0,016666667;10,02
267;E33;Gato_2018;PRE;07/09/2018 10:23;10:23:00;10;23;0,383333333;10,38
268;E33;Gato_2018;PRE;07/09/2018 10:48;10:48:00;11;48;0,8;11,80
269;E33;Gato_2018;PRE;07/09/2018 12:11;12:11:00;12;11;0,183333333;12,18
270;E33;Gato_2018;PRE;07/09/2018 12:29;12:29:00;12;29;0,483333333;12,48
271;E33;Gato_2018;PRE;07/09/2018 12:46;12:46:00;13;46;0,766666667;13,77
272;E33;Gato_2018;PRE;07/09/2018 19:08;19:08:00;19;8;0,133333333;19,13
273;E33;Gato_2018;PRE;08/09/2018 5:19;5:19:00;5;19;0,316666667;5,32
274;E33;Gato_2018;PRE;08/09/2018 8:35;8:35:00;9;35;0,583333333;9,58
275;E33;Gato_2018;PRE;08/09/2018 8:55;8:55:00;9;55;0,916666667;9,92
276;E34;Gato_2018;PRE;03/09/2018 11:04;11:04:00;11;4;0,066666667;11,07
277;E34;Gato_2018;PRE;03/09/2018 11:15;11:15:00;11;15;0,25;11,25
278;E34;Gato_2018;PRE;03/09/2018 12:27;12:27:00;12;27;0,45;12,45
279;E34;Gato_2018;PRE;03/09/2018 15:40;15:40:00;16;40;0,666666667;16,67
280;E34;Gato_2018;PRE;03/09/2018 15:45;15:45:00;16;45;0,75;16,75
281;E34;Gato_2018;PRE;03/09/2018 16:08;16:08:00;16;8;0,133333333;16,13
282;E34;Gato_2018;PRE;03/09/2018 16:08;16:08:00;16;8;0,133333333;16,13
283;E34;Gato_2018;PRE;03/09/2018 16:52;16:52:00;17;52;0,866666667;17,87
284;E34;Gato_2018;PRE;03/09/2018 17:52;17:52:00;18;52;0,866666667;18,87
285;E34;Gato_2018;PRE;03/09/2018 19:15;19:15:00;19;15;0,25;19,25
286;E34;Gato_2018;PRE;04/09/2018 6:36;6:36:00;7;36;0,6;7,60
287;E34;Gato_2018;PRE;04/09/2018 9:32;9:32:00;10;32;0,533333333;10,53
288;E34;Gato_2018;PRE;04/09/2018 13:21;13:21:00;13;21;0,35;13,35
289;E34;Gato_2018;PRE;04/09/2018 13:34;13:34:00;14;34;0,566666667;14,57
290;E34;Gato_2018;PRE;04/09/2018 13:50;13:50:00;14;50;0,833333333;14,83
291;E34;Gato_2018;PRE;04/09/2018 14:47;14:47:00;15;47;0,783333333;15,78
292;E34;Gato_2018;PRE;04/09/2018 14:56;14:56:00;15;56;0,933333333;15,93
293;E34;Gato_2018;PRE;04/09/2018 15:38;15:38:00;16;38;0,633333333;16,63
294;E34;Gato_2018;PRE;04/09/2018 16:07;16:07:00;16;7;0,116666667;16,12
295;E34;Gato_2018;PRE;04/09/2018 16:11;16:11:00;16;11;0,183333333;16,18
296;E34;Gato_2018;PRE;04/09/2018 16:33;16:33:00;17;33;0,55;17,55
297;E34;Gato_2018;PRE;04/09/2018 17:02;17:02:00;17;2;0,033333333;17,03
298;E34;Gato_2018;PRE;04/09/2018 17:21;17:21:00;17;21;0,35;17,35
299;E34;Gato_2018;PRE;04/09/2018 18:29;18:29:00;18;29;0,483333333;18,48
300;E34;Gato_2018;PRE;04/09/2018 18:54;18:54:00;19;54;0,9;19,90
301;E34;Gato_2018;PRE;05/09/2018 5:15;5:15:00;5;15;0,25;5,25
