ID;Station;Species;Stage;Cuando;Tiempo;Horas;Minutos;Minutos_decimales;Horas_decimales
1288;E34;Gato_2019;POST_18;14/09/2019 0:45;0:45:00;1;45;0,75;1,75
1289;E34;Gato_2019;POST_18;14/09/2019 1:33;1:33:00;2;33;0,55;2,55
1290;E34;Gato_2019;POST_18;14/09/2019 2:36;2:36:00;3;36;0,6;3,60
1291;E34;Gato_2019;POST_18;14/09/2019 3:01;3:01:00;3;1;0,016666667;3,02
1292;E34;Gato_2019;POST_18;14/09/2019 5:29;5:29:00;5;29;0,483333333;5,48
1293;E34;Gato_2019;POST_18;14/09/2019 6:17;6:17:00;6;17;0,283333333;6,28
1294;E34;Gato_2019;POST_18;14/09/2019 6:28;6:28:00;6;28;0,466666667;6,47
1295;E34;Gato_2019;POST_18;14/09/2019 7:06;7:06:00;7;6;0,1;7,10
1296;E34;Gato_2019;POST_18;14/09/2019 8:02;8:02:00;8;2;0,033333333;8,03
1297;E34;Gato_2019;POST_18;14/09/2019 8:20;8:20:00;8;20;0,333333333;8,33
1298;E34;Gato_2019;POST_18;14/09/2019 8:37;8:37:00;9;37;0,616666667;9,62
1299;E34;Gato_2019;POST_18;14/09/2019 8:42;8:42:00;9;42;0,7;9,70
1300;E34;Gato_2019;POST_18;14/09/2019 9:29;9:29:00;9;29;0,483333333;9,48
1301;E34;Gato_2019;POST_18;14/09/2019 10:26;10:26:00;10;26;0,433333333;10,43
1302;E34;Gato_2019;POST_18;14/09/2019 11:55;11:55:00;12;55;0,916666667;12,92
1303;E34;Gato_2019;POST_18;14/09/2019 12:51;12:51:00;13;51;0,85;13,85
1304;E34;Gato_2019;POST_18;14/09/2019 13:05;13:05:00;13;5;0,083333333;13,08
1305;E34;Gato_2019;POST_18;14/09/2019 13:18;13:18:00;13;18;0,3;13,30
1306;E34;Gato_2019;POST_18;14/09/2019 14:08;14:08:00;14;8;0,133333333;14,13
1307;E34;Gato_2019;POST_18;14/09/2019 14:35;14:35:00;15;35;0,583333333;15,58
1308;E34;Gato_2019;POST_18;14/09/2019 14:41;14:41:00;15;41;0,683333333;15,68
1309;E34;Gato_2019;POST_18;14/09/2019 14:45;14:45:00;15;45;0,75;15,75
1310;E34;Gato_2019;POST_18;14/09/2019 15:31;15:31:00;16;31;0,516666667;16,52
1311;E34;Gato_2019;POST_18;14/09/2019 16:58;16:58:00;17;58;0,966666667;17,97
1312;E34;Gato_2019;POST_18;14/09/2019 18:12;18:12:00;18;12;0,2;18,20
1313;E34;Gato_2019;POST_18;14/09/2019 18:25;18:25:00;18;25;0,416666667;18,42
1314;E34;Gato_2019;POST_18;14/09/2019 19:08;19:08:00;19;8;0,133333333;19,13
1315;E34;Gato_2019;POST_18;14/09/2019 19:16;19:16:00;19;16;0,266666667;19,27
1316;E34;Gato_2019;POST_18;14/09/2019 19:18;19:18:00;19;18;0,3;19,30
1317;E34;Gato_2019;POST_18;14/09/2019 19:21;19:21:00;19;21;0,35;19,35
1318;E34;Gato_2019;POST_18;14/09/2019 19:38;19:38:00;20;38;0,633333333;20,63
1319;E34;Gato_2019;POST_18;14/09/2019 20:44;20:44:00;21;44;0,733333333;21,73
1320;E34;Gato_2019;POST_18;14/09/2019 20:56;20:56:00;21;56;0,933333333;21,93
1321;E34;Gato_2019;POST_18;14/09/2019 21:54;21:54:00;22;54;0,9;22,90
1322;E34;Gato_2019;POST_18;15/09/2019 0:18;0:18:00;0;18;0,3;0,30
1323;E34;Gato_2019;POST_18;15/09/2019 0:37;0:37:00;1;37;0,616666667;1,62
1324;E34;Gato_2019;POST_18;15/09/2019 0:57;0:57:00;1;57;0,95;1,95
1325;E34;Gato_2019;POST_18;15/09/2019 4:57;4:57:00;5;57;0,95;5,95
1326;E34;Gato_2019;POST_18;15/09/2019 6:14;6:14:00;6;14;0,233333333;6,23
1327;E02;Gato_2021;POST_21;25/08/2021;10:00:45;10;0;0;10,00
1328;E16;Gato_2021;POST_21;21/08/2021;12:06:19;12;6;0,1;12,10
1329;E16;Gato_2021;POST_21;24/08/2021;22:28:08;22;28;0,466666667;22,47
1330;E16;Gato_2021;POST_21;28/08/2021;19:14:17;19;14;0,233333333;19,23
1331;E06;Gato_2021;POST_21;16/09/2021;6:40:42;7;40;0,666666667;7,67
1332;E06;Gato_2021;POST_21;16/09/2021;6:40:42;7;40;0,666666667;7,67
1333;E06;Gato_2021;POST_21;16/09/2021;7:00:05;7;0;0;7,00
1334;E06;Gato_2021;POST_21;16/09/2021;7:00:05;7;0;0;7,00
1335;E06;Gato_2021;POST_21;16/09/2021;7:49:03;8;49;0,816666667;8,82
1336;E06;Gato_2021;POST_21;16/09/2021;7:49:03;8;49;0,816666667;8,82
1337;E06;Gato_2021;POST_21;16/09/2021;18:01:08;18;1;0,016666667;18,02
1338;E06;Gato_2021;POST_21;16/09/2021;18:01:08;18;1;0,016666667;18,02
1339;E06;Gato_2021;POST_21;16/09/2021;18:37:51;19;37;0,616666667;19,62
1340;E06;Gato_2021;POST_21;16/09/2021;18:37:51;19;37;0,616666667;19,62
1341;E06;Gato_2021;POST_21;15/09/2021;7:14:19;7;14;0,233333333;7,23
1342;E06;Gato_2021;POST_21;15/09/2021;7:14:19;7;14;0,233333333;7,23
1343;E06;Gato_2021;POST_21;15/09/2021;9:03:49;9;3;0,05;9,05
1344;E06;Gato_2021;POST_21;15/09/2021;9:03:49;9;3;0,05;9,05
1345;E06;Gato_2021;POST_21;15/09/2021;9:50:27;10;50;0,833333333;10,83
1346;E06;Gato_2021;POST_21;15/09/2021;9:50:27;10;50;0,833333333;10,83
1347;E06;Gato_2021;POST_21;15/09/2021;10:02:57;10;2;0,033333333;10,03
1348;E06;Gato_2021;POST_21;15/09/2021;10:02:57;10;2;0,033333333;10,03
1349;E06;Gato_2021;POST_21;15/09/2021;10:07:01;10;7;0,116666667;10,12
1350;E06;Gato_2021;POST_21;15/09/2021;10:07:01;10;7;0,116666667;10,12
1351;E06;Gato_2021;POST_21;15/09/2021;10:09:00;10;9;0,15;10,15
1352;E06;Gato_2021;POST_21;15/09/2021;10:11:23;10;11;0,183333333;10,18
1353;E06;Gato_2021;POST_21;15/09/2021;10:13:41;10;13;0,216666667;10,22
1354;E06;Gato_2021;POST_21;15/09/2021;14:11:40;14;11;0,183333333;14,18
1355;E06;Gato_2021;POST_21;15/09/2021;14:11:40;14;11;0,183333333;14,18
1356;E06;Gato_2021;POST_21;15/09/2021;18:39:57;19;39;0,65;19,65
1357;E06;Gato_2021;POST_21;15/09/2021;18:42:03;19;42;0,7;19,70
1358;E06;Gato_2021;POST_21;15/09/2021;18:45:16;19;45;0,75;19,75
1359;E06;Gato_2021;POST_21;15/09/2021;18:47:48;19;47;0,783333333;19,78
1360;E06;Gato_2021;POST_21;15/09/2021;18:49:18;19;49;0,816666667;19,82
1361;E06;Gato_2021;POST_21;14/09/2021;16:38:39;17;38;0,633333333;17,63
1362;E06;Gato_2021;POST_21;14/09/2021;16:40:55;17;40;0,666666667;17,67
1363;E06;Gato_2021;POST_21;14/09/2021;16:42:57;17;42;0,7;17,70
1364;E06;Gato_2021;POST_21;14/09/2021;16:45:06;17;45;0,75;17,75
1365;E06;Gato_2021;POST_21;14/09/2021;16:47:47;17;47;0,783333333;17,78
1366;E06;Gato_2021;POST_21;14/09/2021;16:49:55;17;49;0,816666667;17,82
1367;E06;Gato_2021;POST_21;14/09/2021;17:18:20;17;18;0,3;17,30
1368;E06;Gato_2021;POST_21;14/09/2021;20:06:15;20;6;0,1;20,10
1369;E06;Gato_2021;POST_21;14/09/2021;20:13:57;20;13;0,216666667;20,22
1370;E06;Gato_2021;POST_21;23/08/2021;15:45:46;16;45;0,75;16,75
1371;E06;Gato_2021;POST_21;21/08/2021;18:29:47;18;29;0,483333333;18,48
1372;E06;Gato_2021;POST_21;20/08/2021;14:49:04;15;49;0,816666667;15,82
1373;E06;Gato_2021;POST_21;19/08/2021;19:52:21;20;52;0,866666667;20,87
1374;E13;Gato_2021;POST_21;28/08/2021;0:13:07;0;13;0,216666667;0,22
1375;E13;Gato_2021;POST_21;23/08/2021;15:07:59;15;7;0,116666667;15,12
1376;E21;Gato_2021;POST_21;30/09/2021;21:36:08;22;36;0,6;22,60
1377;E21;Gato_2021;POST_21;25/09/2021;17:41:05;18;41;0,683333333;18,68
1378;E21;Gato_2021;POST_21;23/08/2021;21:22:27;21;22;0,366666667;21,37
1379;E21;Gato_2021;POST_21;06/09/2021;2:54:47;3;54;0,9;3,90
1380;E25;Gato_2021;POST_21;31/08/2021;23:22:01;23;22;0,366666667;23,37
1381;E25;Gato_2021;POST_21;26/09/2021;20:35:42;21;35;0,583333333;21,58
