Column1;Station;Camera;Species;utm_y;utm_x;DateTimeOriginal;Date;Time;delta.time.secs;delta.time.mins;delta.time.hours;delta.time.days;Directory;FileName;metadata_SP;metadata_Observador_gato;n_images;metadata_Grupo;metadata_ID_gato;metadata_Gato;HierarchicalSubject
61;E08;E08;Gato;6216444;384620;18/08/2018 6:36;18/08/2018;6:36:41 a. m.;28637;4773;8;3;CamarasIMG18/E08;08180103.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
62;E08;E08;Gato;6216444;384620;18/08/2018 10:34;18/08/2018;10:34:14 a. m.;14251;2375;4;2;CamarasIMG18/E08;08180127.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
63;E08;E08;Gato;6216444;384620;19/08/2018 15:04;19/08/2018;3:04:32 p. m.;102616;17103;285;12;CamarasIMG18/E08;08190292.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
64;E08;E08;Gato;6216444;384620;19/08/2018 15:51;19/08/2018;3:51:15 p. m.;2801;467;8;0;CamarasIMG18/E08;08190295.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
65;E08;E08;Gato;6216444;384620;19/08/2018 21:11;19/08/2018;9:11:59 p. m.;19242;3207;53;2;CamarasIMG18/E08;08190379.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
66;E08;E08;Gato;6216444;384620;20/08/2018 1:35;20/08/2018;1:35:05 a. m.;15784;2631;44;2;CamarasIMG18/E08;08200391.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
67;E08;E08;Gato;6216444;384620;20/08/2018 21:36;20/08/2018;9:36:24 p. m.;72077;12013;20;8;CamarasIMG18/E08;08200460.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
68;E08;E08;Gato;6216444;384620;22/08/2018 1:48;22/08/2018;1:48:18 a. m.;101512;16919;282;12;CamarasIMG18/E08;08220532.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
69;E08;E08;Gato;6216444;384620;22/08/2018 2:40;22/08/2018;2:40:30 a. m.;3130;522;9;0;CamarasIMG18/E08;08220535.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
70;E08;E08;Gato;6216444;384620;22/08/2018 3:48;22/08/2018;3:48:32 a. m.;4080;68;11;0;CamarasIMG18/E08;08220538.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
71;E08;E08;Persona;6216444;384620;17/08/2018 21:01;17/08/2018;9:01:01 p. m.;0;0;0;0;CamarasIMG18/E08;08170094.JPG;Persona;NA;3;NA;NA;NA;SP|Persona
72;E08;E08;Persona;6216444;384620;18/08/2018 18:33;18/08/2018;6:33:08 p. m.;77525;12921;215;9;CamarasIMG18/E08;08180205.JPG;Persona;NA;2;NA;NA;NA;SP|Persona
73;E08;E08;Persona;6216444;384620;18/08/2018 19:19;18/08/2018;7:19:56 p. m.;2807;468;8;0;CamarasIMG18/E08;08180208.JPG;Persona;NA;3;NA;NA;NA;SP|Persona
74;E08;E08;Persona;6216444;384620;19/08/2018 0:01;19/08/2018;12:01:37 a. m.;16899;2816;47;2;CamarasIMG18/E08;08190217.JPG;Persona;NA;3;NA;NA;NA;SP|Persona
75;E08;E08;Persona;6216444;384620;19/08/2018 23:16;19/08/2018;11:16:17 p. m.;83678;13946;232;1;CamarasIMG18/E08;08190385.JPG;Persona;NA;3;NA;NA;NA;SP|Persona
76;E08;E08;Persona;6216444;384620;21/08/2018 14:06;21/08/2018;2:06:48 p. m.;139829;23305;388;16;CamarasIMG18/E08;08210505.JPG;Persona;NA;3;NA;NA;NA;SP|Persona
77;E08;E08;Persona;6216444;384620;21/08/2018 18:20;21/08/2018;6:20:40 p. m.;15230;2538;42;2;CamarasIMG18/E08;08210529.JPG;Persona;NA;3;NA;NA;NA;SP|Persona
78;E09;E09;Gato;6216306;384276;14/08/2018 13:57;14/08/2018;1:57:53 p. m.;0;0;0;0;CamarasIMG18/E09;08140067.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
79;E09;E09;Gato;6216306;384276;14/08/2018 16:53;14/08/2018;4:53:32 p. m.;10537;1756;29;1;CamarasIMG18/E09;08140076.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
80;E10;E10;Gato;6216611;384850;30/08/2018 8:11;30/08/2018;8:11:40 a. m.;0;0;0;0;CamarasIMG18/E10;08300367.JPG;Gato;Ian;6;NA;NA;NA;SP|Gato, Observador_gato|Ian
81;E10;E10;Gato;6216611;384850;30/08/2018 8:14;30/08/2018;8:14:34 a. m.;155;26;0;0;CamarasIMG18/E10;08300382.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
82;E11;E11;Gato;6216680;384632;27/08/2018 18:28;27/08/2018;6:28:22 p. m.;0;0;0;0;CamarasIMG18/E11;08270118.JPG;Gato;Ian;2;NA;NA;NA;SP|Gato, Observador_gato|Ian
83;E11;E11;Gato;6216680;384632;28/08/2018 0:13;28/08/2018;12:13:07 a. m.;20684;3447;57;2;CamarasIMG18/E11;08280130.JPG;Gato;Ian;2;NA;NA;NA;SP|Gato, Observador_gato|Ian
84;E11;E11;Gato;6216680;384632;28/08/2018 5:49;28/08/2018;5:49:24 a. m.;20176;3363;56;2;CamarasIMG18/E11;08280133.JPG;Gato;Ian;2;NA;NA;NA;SP|Gato, Observador_gato|Ian
85;E11;E11;Gato;6216680;384632;28/08/2018 10:03;28/08/2018;10:03:24 a. m.;15239;254;42;2;CamarasIMG18/E11;08280163.JPG;Gato;Ian;2;NA;NA;NA;SP|Gato, Observador_gato|Ian
86;E11;E11;Gato;6216680;384632;28/08/2018 15:52;28/08/2018;3:52:57 p. m.;20972;3495;58;2;CamarasIMG18/E11;08280265.JPG;Gato;Ian;5;NA;NA;NA;SP|Gato, Observador_gato|Ian
87;E11;E11;Gato;6216680;384632;28/08/2018 19:55;28/08/2018;7:55:35 p. m.;14546;2424;4;2;CamarasIMG18/E11;08280283.JPG;Gato;Ian;7;NA;NA;NA;SP|Gato, Observador_gato|Ian
88;E11;E11;Gato;6216680;384632;29/08/2018 2:33;29/08/2018;2:33:49 a. m.;23851;3975;66;3;CamarasIMG18/E11;08290292.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
89;E11;E11;Gato;6216680;384632;31/08/2018 13:08;31/08/2018;1:08:37 p. m.;210886;35148;586;24;CamarasIMG18/E11;08310565.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
90;E11;E11;Gato;6216680;384632;31/08/2018 15:17;31/08/2018;3:17:21 p. m.;7722;1287;21;1;CamarasIMG18/E11;08310595.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
91;E11;E11;Perro;6216680;384632;27/08/2018 18:28;27/08/2018;6:28:03 p. m.;0;0;0;0;CamarasIMG18/E11;08270112.JPG;Perro;NA;2;NA;NA;NA;SP|Perro
92;E11;E11;Perro;6216680;384632;27/08/2018 18:31;27/08/2018;6:31:52 p. m.;228;38;1;0;CamarasIMG18/E11;08270121.JPG;Perro;NA;2;NA;NA;NA;SP|Perro
93;E11;E11;Perro;6216680;384632;31/08/2018 14:28;31/08/2018;2:28:30 p. m.;330997;55166;919;38;CamarasIMG18/E11;08310583.JPG;Perro;NA;2;NA;NA;NA;SP|Perro
94;E12;E12;Gato;6216631;384393;20/08/2018 14:24;20/08/2018;2:24:34 p. m.;0;0;0;0;CamarasIMG18/E12;08200072.JPG;Gato;Ian;9;NA;adoptado;NA;SP|Gato, ID_gato|adoptado, Observador_gato|Ian
95;E12;E12;Gato;6216631;384393;20/08/2018 15:03;20/08/2018;3:03:53 p. m.;2333;389;6;0;CamarasIMG18/E12;08200129.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
96;E12;E12;Gato;6216631;384393;20/08/2018 17:43;20/08/2018;5:43:41 p. m.;9586;1598;27;1;CamarasIMG18/E12;08200153.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
97;E12;E12;Gato;6216631;384393;21/08/2018 9:00;21/08/2018;9:00:04 a. m.;54981;9164;153;6;CamarasIMG18/E12;08210159.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
98;E12;E12;Gato;6216631;384393;21/08/2018 10:37;21/08/2018;10:37:25 a. m.;5839;973;16;1;CamarasIMG18/E12;08210180.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
99;E12;E12;Gato;6216631;384393;21/08/2018 11:31;21/08/2018;11:31:48 a. m.;3261;544;9;0;CamarasIMG18/E12;08210195.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
100;E12;E12;Gato;6216631;384393;21/08/2018 12:53;21/08/2018;12:53:44 p. m.;4914;819;14;1;CamarasIMG18/E12;08210219.JPG;Gato;Ian;9;NA;NA;NA;SP|Gato, Observador_gato|Ian
101;E12;E12;Gato;6216631;384393;21/08/2018 14:03;21/08/2018;2:03:14 p. m.;4144;691;12;0;CamarasIMG18/E12;08210237_v1.JPG;Gato;Ian;3;NA;mutante;NA;SP|Gato, Observador_gato|Ian, ID_gato|mutante
102;E12;E12;Gato;6216631;384393;21/08/2018 14:15;21/08/2018;2:15:22 p. m.;726;121;2;0;CamarasIMG18/E12;08210240.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
103;E12;E12;Gato;6216631;384393;21/08/2018 15:52;21/08/2018;3:52:14 p. m.;5810;968;16;1;CamarasIMG18/E12;08210255.JPG;Gato;Ian;2;NA;NA;NA;SP|Gato, Observador_gato|Ian
104;E12;E12;Gato;6216631;384393;21/08/2018 16:39;21/08/2018;4:39:14 p. m.;2819;47;8;0;CamarasIMG18/E12;08210300.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
105;E12;E12;Gato;6216631;384393;21/08/2018 17:10;21/08/2018;5:10:11 p. m.;1855;309;5;0;CamarasIMG18/E12;08210306.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
106;E12;E12;Gato;6216631;384393;21/08/2018 18:11;21/08/2018;6:11:48 p. m.;3695;616;1;0;CamarasIMG18/E12;08210318.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
107;E12;E12;Gato;6216631;384393;22/08/2018 10:31;22/08/2018;10:31:58 a. m.;58808;9801;163;7;CamarasIMG18/E12;08220354.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
108;E12;E12;Gato;6216631;384393;22/08/2018 13:28;22/08/2018;1:28:48 p. m.;10608;1768;29;1;CamarasIMG18/E12;08220387.JPG;Gato;Ian;3;NA;adoptado;NA;SP|Gato, ID_gato|adoptado, Observador_gato|Ian
109;E12;E12;Gato;6216631;384393;22/08/2018 15:18;22/08/2018;3:18:26 p. m.;6576;1096;18;1;CamarasIMG18/E12;08220417.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
110;E12;E12;Gato;6216631;384393;22/08/2018 15:37;22/08/2018;3:37:30 p. m.;1142;19;3;0;CamarasIMG18/E12;08220420.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
111;E12;E12;Gato;6216631;384393;23/08/2018 0:07;23/08/2018;12:07:55 a. m.;30623;5104;85;4;CamarasIMG18/E12;08230450.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
112;E12;E12;Gato;6216631;384393;23/08/2018 8:37;23/08/2018;8:37:26 a. m.;30569;5095;85;4;CamarasIMG18/E12;08230459.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
113;E12;E12;Gato;6216631;384393;23/08/2018 12:33;23/08/2018;12:33:54 p. m.;14186;2364;39;2;CamarasIMG18/E12;08230492.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
114;E12;E12;Gato;6216631;384393;23/08/2018 17:18;23/08/2018;5:18:50 p. m.;17094;2849;47;2;CamarasIMG18/E12;08230552.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
115;E12;E12;Gato;6216631;384393;23/08/2018 17:41;23/08/2018;5:41:22 p. m.;1350;225;4;0;CamarasIMG18/E12;08230555.JPG;Gato;Ian;3;NA;mutante;NA;SP|Gato, Observador_gato|Ian, ID_gato|mutante
116;E12;E12;Gato;6216631;384393;23/08/2018 18:23;23/08/2018;6:23:27 p. m.;2523;42;7;0;CamarasIMG18/E12;08230558.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
117;E12;E12;Gato;6216631;384393;23/08/2018 19:37;23/08/2018;7:37:55 p. m.;4466;744;12;0;CamarasIMG18/E12;08230561.JPG;Gato;Ian;3;NA;adoptado;NA;SP|Gato, ID_gato|adoptado, Observador_gato|Ian
118;E12;E12;Gato;6216631;384393;23/08/2018 19:49;23/08/2018;7:49:08 p. m.;671;112;2;0;CamarasIMG18/E12;08230570.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
119;E12;E12;Gato;6216631;384393;23/08/2018 23:21;23/08/2018;11:21:00 p. m.;12710;2118;35;1;CamarasIMG18/E12;08230573.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
120;E12;E12;Gato;6216631;384393;24/08/2018 1:42;24/08/2018;1:42:57 a. m.;8515;1419;24;1;CamarasIMG18/E12;08240591.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
