Column1;Station;Camera;Species;utm_y;utm_x;DateTimeOriginal;Date;Time;delta.time.secs;delta.time.mins;delta.time.hours;delta.time.days;Directory;FileName;metadata_SP;metadata_Observador_gato;n_images;metadata_Grupo;metadata_ID_gato;metadata_Gato;HierarchicalSubject
121;E12;E12;Gato;6216631;384393;24/08/2018 13:56;24/08/2018;1:56:33 p. m.;44014;7336;122;5;CamarasIMG18/E12;08240660.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
122;E12;E12;Gato;6216631;384393;24/08/2018 19:24;24/08/2018;7:24:20 p. m.;19665;3278;55;2;CamarasIMG18/E12;08240702.JPG;Gato;Ian;6;NA;NA;NA;SP|Gato, Observador_gato|Ian
123;E13;E13;Ave;6216622;384283;28/08/2018 9:23;28/08/2018;9:23:11 a. m.;0;0;0;0;CamarasIMG18/E13;08280109.JPG;Ave;Ian;3;NA;NA;NA;Observador_gato|Ian, SP|Ave
124;E14;E14;Gato;6216762;384384;27/08/2018 14:55;27/08/2018;2:55:37 p. m.;0;0;0;0;CamarasIMG18/E14;08270049.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
125;E14;E14;Gato;6216762;384384;27/08/2018 15:04;27/08/2018;3:04:06 p. m.;507;84;1;0;CamarasIMG18/E14;08270052.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
126;E14;E14;Gato;6216762;384384;27/08/2018 17:15;27/08/2018;5:15:05 p. m.;7857;1309;22;1;CamarasIMG18/E14;08270073.JPG;Gato;Ian;2;NA;mutante;NA;SP|Gato, Observador_gato|Ian, ID_gato|mutante
127;E14;E14;Gato;6216762;384384;28/08/2018 0:52;28/08/2018;12:52:23 a. m.;27437;4573;76;3;CamarasIMG18/E14;08280079.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
128;E14;E14;Gato;6216762;384384;28/08/2018 8:37;28/08/2018;8:37:08 a. m.;27883;4647;77;3;CamarasIMG18/E14;08280085.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
129;E14;E14;Gato;6216762;384384;28/08/2018 9:08;28/08/2018;9:08:14 a. m.;1864;311;5;0;CamarasIMG18/E14;08280088.JPG;Gato;Ian;3;2;NA;NA;SP|Gato, Grupo|2, Observador_gato|Ian
130;E14;E14;Gato;6216762;384384;28/08/2018 18:01;28/08/2018;6:01:03 p. m.;31967;5328;89;4;CamarasIMG18/E14;08280136.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
131;E14;E14;Gato;6216762;384384;28/08/2018 19:31;28/08/2018;7:31:20 p. m.;5415;902;15;1;CamarasIMG18/E14;08280139.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
132;E14;E14;Gato;6216762;384384;29/08/2018 12:37;29/08/2018;12:37:19 p. m.;61557;1026;171;7;CamarasIMG18/E14;08290184.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
133;E14;E14;Gato;6216762;384384;29/08/2018 14:10;29/08/2018;2:10:58 p. m.;5617;936;16;1;CamarasIMG18/E14;08290202.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
134;E14;E14;Gato;6216762;384384;29/08/2018 16:49;29/08/2018;4:49:45 p. m.;9525;1588;26;1;CamarasIMG18/E14;08290217.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
135;E14;E14;Gato;6216762;384384;29/08/2018 17:48;29/08/2018;5:48:19 p. m.;3512;585;1;0;CamarasIMG18/E14;08290223.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
136;E14;E14;Gato;6216762;384384;30/08/2018 1:33;30/08/2018;1:33:38 a. m.;27917;4653;78;3;CamarasIMG18/E14;08300229.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
137;E14;E14;Gato;6216762;384384;30/08/2018 21:09;30/08/2018;9:09:05 p. m.;70525;11754;196;8;CamarasIMG18/E14;08300250.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
138;E14;E14;Gato;6216762;384384;30/08/2018 23:46;30/08/2018;11:46:10 p. m.;9423;1571;26;1;CamarasIMG18/E14;08300253.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
139;E14;E14;Gato;6216762;384384;31/08/2018 3:21;31/08/2018;3:21:23 a. m.;12911;2152;36;2;CamarasIMG18/E14;08310256.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
140;E14;E14;Gato;6216762;384384;31/08/2018 19:39;31/08/2018;7:39:10 p. m.;58665;9778;163;7;CamarasIMG18/E14;08310310.JPG;Gato;Ian;3;2;NA;NA;SP|Gato, Grupo|2, Observador_gato|Ian
141;E14;E14;Gato;6216762;384384;01/09/2018 0:15;01/09/2018;12:15:03 a. m.;16551;2759;46;2;CamarasIMG18/E14;09010313.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
142;E14;E14;Gato;6216762;384384;01/09/2018 0:53;01/09/2018;12:53:40 a. m.;2315;386;6;0;CamarasIMG18/E14;09010316.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
143;E15;E15;Gato;6216787;384588;21/08/2018 19:53;21/08/2018;7:53:12 p. m.;0;0;0;0;CamarasIMG18/E15;08210202.JPG;Gato;Ian;2;NA;NA;NA;SP|Gato, Observador_gato|Ian
144;E15;E15;Gato;6216787;384588;24/08/2018 0:04;24/08/2018;12:04:58 a. m.;187905;31318;522;22;CamarasIMG18/E15;08240328.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
145;E15;E15;Gato;6216787;384588;24/08/2018 23:06;24/08/2018;11:06:40 p. m.;82900;13817;23;1;CamarasIMG18/E15;08240367.JPG;Gato;Ian;2;NA;NA;NA;SP|Gato, Observador_gato|Ian
146;E16;E16;Ave;6216853;384271;13/08/2018 15:28;13/08/2018;3:28:47 p. m.;0;0;0;0;CamarasIMG18/E16;08130052.JPG;Ave;Ian;2;NA;NA;NA;Observador_gato|Ian, SP|Ave
147;E17;E17;Coipo;6217218;384600;25/08/2018 3:48;25/08/2018;3:48:09 a. m.;0;0;0;0;CamarasIMG18/E17;08250134.JPG;Coipo;NA;2;NA;NA;NA;SP|Coipo
148;E18;E18;Ave;6217169;384850;18/08/2018 7:26;18/08/2018;7:26:11 a. m.;0;0;0;0;CamarasIMG18/E18;08180103.JPG;Ave;Ian;3;NA;NA;NA;Observador_gato|Ian, SP|Ave
149;E19;E19;Ave;6217168;384786;25/08/2018 7:20;25/08/2018;7:20:02 a. m.;0;0;0;0;CamarasIMG18/E19;08250523.JPG;Ave;Ian;3;NA;NA;NA;Observador_gato|Ian, SP|Ave
150;E20;E20;Gato;6217114;384764;29/08/2018 0:59;29/08/2018;12:59:32 a. m.;0;0;0;0;CamarasIMG18/E20;08290067.JPG;Gato;NA;3;NA;NA;Ian;Gato|Ian, SP|Gato
151;E21;E21;Gato;6217007;384180;18/08/2018 3:07;18/08/2018;3:07:27 a. m.;0;0;0;0;CamarasIMG18/E21;08180481.JPG;Gato;NA;3;NA;NA;Ian;Gato|Ian, SP|Gato
152;E22;E22;Carpincho;6216991;384214;25/08/2018 6:25;25/08/2018;6:25:46 a. m.;0;0;0;0;CamarasIMG18/E22;08250159.JPG;Carpincho;NA;3;2;NA;NA;Grupo|2, SP|Carpincho
153;E22;E22;Gato;6216991;384214;21/08/2018 13:21;21/08/2018;1:21:19 p. m.;0;0;0;0;CamarasIMG18/E22;08210066.JPG;Gato;NA;3;NA;mutante;Ian;Gato|Ian, SP|Gato, ID_gato|mutante
154;E23;E23;Gato;6217085;384230;22/08/2018 16:59;22/08/2018;4:59:30 p. m.;0;0;0;0;CamarasIMG18/E23;08220091.JPG;Gato;Ian;3;NA;NA;NA;Observador_gato|Ian, SP|Gato
155;E23;E23;Gato;6217085;384230;22/08/2018 21:59;22/08/2018;9:59:09 p. m.;17977;2996;5;2;CamarasIMG18/E23;08220094.JPG;Gato;Ian;3;NA;NA;NA;Observador_gato|Ian, SP|Gato
156;E23;E23;Gato;6217085;384230;24/08/2018 7:52;24/08/2018;7:52:57 a. m.;122026;20338;339;14;CamarasIMG18/E23;08240097.JPG;Gato;Ian;2;NA;mutante;NA;Observador_gato|Ian, SP|Gato, ID_gato|mutante
157;E24;E24;Ave;6217140;384408;14/08/2018 14:01;14/08/2018;2:01:09 p. m.;0;0;0;0;CamarasIMG18/E24;08140055.JPG;Ave;Ian;3;NA;NA;NA;Observador_gato|Ian, SP|Ave
158;E24;E24;Persona;6217140;384408;15/08/2018 15:55;15/08/2018;3:55:48 p. m.;0;0;0;0;CamarasIMG18/E24;08150088.JPG;Persona;NA;2;NA;NA;NA;SP|Persona
159;E25;E25;Carpincho;6217647;384510;30/08/2018 18:58;30/08/2018;6:58:40 p. m.;0;0;0;0;CamarasIMG18/E25;08300055.JPG;Carpincho;NA;12;2;NA;NA;Grupo|2, SP|Carpincho
160;E25;E25;Carpincho;6217647;384510;30/08/2018 19:02;30/08/2018;7:02:39 p. m.;133;22;0;0;CamarasIMG18/E25;08300067.JPG;Carpincho;NA;3;2;NA;NA;Grupo|2, SP|Carpincho
161;E26;E26;Ave;6217417;384722;13/08/2018 18:18;13/08/2018;6:18:27 p. m.;0;0;0;0;CamarasIMG18/E26;08130035.JPG;Ave;Ian;2;NA;NA;NA;Observador_gato|Ian, SP|Ave
162;E27;E27;Carpincho;6217568;384846;25/08/2018 3:17;25/08/2018;3:17:10 a. m.;0;0;0;0;CamarasIMG18/E27;08250168.JPG;Carpincho;NA;9;NA;NA;NA;SP|Carpincho
163;E27;E27;Gato;6217568;384846;24/08/2018 9:40;24/08/2018;9:40:14 a. m.;0;0;0;0;CamarasIMG18/E27;08240138.JPG;Gato;Ian;3;NA;mutante;NA;SP|Gato, Observador_gato|Ian, ID_gato|mutante
164;E27;E27;Gato;6217568;384846;24/08/2018 23:35;24/08/2018;11:35:14 p. m.;50098;835;139;6;CamarasIMG18/E27;08240165.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
165;E28;E28;Ave;6217559;385005;13/08/2018 11:30;13/08/2018;11:30:22 a. m.;0;0;0;0;CamarasIMG18/E28;08130049.JPG;Ave;Ian;3;NA;NA;NA;Observador_gato|Ian, SP|Ave
166;E28;E28;Carpincho;6217559;385005;14/08/2018 19:57;14/08/2018;7:57:41 p. m.;0;0;0;0;CamarasIMG18/E28;08140097.JPG;Carpincho;NA;3;NA;NA;NA;SP|Carpincho
167;E29;E29;Ave;6217491;385037;27/08/2018 10:25;27/08/2018;10:25:10 a. m.;0;0;0;0;CamarasIMG18/E29;08270091.JPG;Ave;Ian;3;NA;NA;NA;Observador_gato|Ian, SP|Ave
168;E29;E29;Colilargo;6217491;385037;29/08/2018 22:14;29/08/2018;10:14:04 p. m.;0;0;0;0;CamarasIMG18/E29;08290265_v1.JPG;Colilargo;NA;3;NA;NA;NA;SP|Colilargo
169;E30;E30;Gato;6216919;384957;23/08/2018 14:49;23/08/2018;2:49:38 p. m.;0;0;0;0;CamarasIMG18/E30;08230136.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
170;E31;E31;Ave;6217025;385133;05/09/2018 17:28;05/09/2018;5:28:30 p. m.;0;0;0;0;CamarasIMG18/E31;09050091.JPG;Ave;Ian;3;NA;NA;NA;Observador_gato|Ian, SP|Ave
171;E31;E31;Colilargo;6217025;385133;04/09/2018 0:55;04/09/2018;12:55:46 a. m.;0;0;0;0;CamarasIMG18/E31;09040049_v1.JPG;Colilargo;NA;2;NA;NA;NA;SP|Colilargo
172;E31;E31;Colilargo;6217025;385133;05/09/2018 1:26;05/09/2018;1:26:56 a. m.;88269;14712;245;1;CamarasIMG18/E31;09050073_v1.JPG;Colilargo;NA;6;NA;NA;NA;SP|Colilargo
173;E31;E31;Colilargo;6217025;385133;06/09/2018 22:35;06/09/2018;10:35:48 p. m.;162484;27081;451;19;CamarasIMG18/E31;09060121_v1.JPG;Colilargo;NA;3;NA;NA;NA;SP|Colilargo
174;E31;E31;Colilargo;6217025;385133;06/09/2018 22:48;06/09/2018;10:48:59 p. m.;789;132;2;0;CamarasIMG18/E31;09060130_v1.JPG;Colilargo;NA;3;NA;NA;NA;SP|Colilargo
175;E31;E31;Colilargo;6217025;385133;07/09/2018 3:53;07/09/2018;3:53:01 a. m.;18240;304;51;2;CamarasIMG18/E31;09070148_v1.JPG;Colilargo;NA;3;NA;NA;NA;SP|Colilargo
176;E31;E31;Colilargo;6217025;385133;07/09/2018 4:06;07/09/2018;4:06:50 a. m.;827;138;2;0;CamarasIMG18/E31;09070157_v1.JPG;Colilargo;NA;3;NA;NA;NA;SP|Colilargo
177;E31;E31;Colilargo;6217025;385133;07/09/2018 21:03;07/09/2018;9:03:17 p. m.;60985;10164;169;7;CamarasIMG18/E31;09070247.JPG;Colilargo;NA;3;NA;NA;NA;SP|Colilargo
178;E32;E32;Gato;6216394;384921;03/09/2018 13:14;03/09/2018;1:14:37 p. m.;0;0;0;0;CamarasIMG18/E32;09030083.JPG;Gato;Ian;3;NA;NA;NA;Observador_gato|Ian, SP|Gato
179;E32;E32;Gato;6216394;384921;04/09/2018 14:31;04/09/2018;2:31:09 p. m.;90990;15165;253;11;CamarasIMG18/E32;09040131.JPG;Gato;Ian;3;NA;NA;NA;Observador_gato|Ian, SP|Gato
180;E32;E32;Gato;6216394;384921;05/09/2018 12:11;05/09/2018;12:11:27 p. m.;78016;13003;217;9;CamarasIMG18/E32;09050155.JPG;Gato;Ian;3;NA;NA;NA;Observador_gato|Ian, SP|Gato
181;E33;E33;Gato;6216342;384334;03/09/2018 11:36;03/09/2018;11:36:20 a. m.;0;0;0;0;CamarasIMG18/E33;09030061.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
182;E33;E33;Gato;6216342;384334;03/09/2018 11:44;03/09/2018;11:44:04 a. m.;462;77;1;0;CamarasIMG18/E33;09030064.JPG;Gato;Ian;6;NA;NA;NA;SP|Gato, Observador_gato|Ian
183;E33;E33;Gato;6216342;384334;03/09/2018 11:53;03/09/2018;11:53:58 a. m.;575;96;2;0;CamarasIMG18/E33;09030070.JPG;Gato;Ian;6;NA;NA;NA;SP|Gato, Observador_gato|Ian
184;E33;E33;Gato;6216342;384334;03/09/2018 12:04;03/09/2018;12:04:33 p. m.;621;103;2;0;CamarasIMG18/E33;09030079.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
185;E33;E33;Gato;6216342;384334;03/09/2018 12:09;03/09/2018;12:09:22 p. m.;287;48;1;0;CamarasIMG18/E33;09030082.JPG;Gato;Ian;6;NA;NA;NA;SP|Gato, Observador_gato|Ian
186;E33;E33;Gato;6216342;384334;03/09/2018 12:30;03/09/2018;12:30:31 p. m.;1251;209;3;0;CamarasIMG18/E33;09030088.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
187;E33;E33;Gato;6216342;384334;03/09/2018 12:40;03/09/2018;12:40:54 p. m.;621;103;2;0;CamarasIMG18/E33;09030091.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
188;E33;E33;Gato;6216342;384334;03/09/2018 13:16;03/09/2018;1:16:35 p. m.;2139;356;6;0;CamarasIMG18/E33;09030094.JPG;Gato;Ian;6;NA;NA;NA;SP|Gato, Observador_gato|Ian
189;E33;E33;Gato;6216342;384334;03/09/2018 13:47;03/09/2018;1:47:29 p. m.;1829;305;5;0;CamarasIMG18/E33;09030103.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
190;E33;E33;Gato;6216342;384334;03/09/2018 14:25;03/09/2018;2:25:05 p. m.;2254;376;6;0;CamarasIMG18/E33;09030109.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
191;E33;E33;Gato;6216342;384334;03/09/2018 15:28;03/09/2018;3:28:51 p. m.;3824;637;11;0;CamarasIMG18/E33;09030118.JPG;Gato;Ian;3;2;NA;NA;SP|Gato, Grupo|2, Observador_gato|Ian
192;E33;E33;Gato;6216342;384334;03/09/2018 15:50;03/09/2018;3:50:29 p. m.;1296;216;4;0;CamarasIMG18/E33;09030121.JPG;Gato;Ian;2;2;NA;NA;SP|Gato, Grupo|2, Observador_gato|Ian
193;E33;E33;Gato;6216342;384334;03/09/2018 17:38;03/09/2018;5:38:21 p. m.;6471;1078;18;1;CamarasIMG18/E33;09030136.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
194;E33;E33;Gato;6216342;384334;03/09/2018 18:15;03/09/2018;6:15:04 p. m.;2201;367;6;0;CamarasIMG18/E33;09030139.JPG;Gato;Ian;2;2;NA;NA;SP|Gato, Grupo|2, Observador_gato|Ian
195;E33;E33;Gato;6216342;384334;03/09/2018 18:24;03/09/2018;6:24:51 p. m.;586;98;2;0;CamarasIMG18/E33;09030142.JPG;Gato;Ian;9;2;NA;NA;SP|Gato, Grupo|2, Observador_gato|Ian
196;E33;E33;Gato;6216342;384334;03/09/2018 18:37;03/09/2018;6:37:20 p. m.;628;105;2;0;CamarasIMG18/E33;09030151.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
197;E33;E33;Gato;6216342;384334;03/09/2018 18:44;03/09/2018;6:44:17 p. m.;415;69;1;0;CamarasIMG18/E33;09030154.JPG;Gato;Ian;3;2;NA;NA;SP|Gato, Grupo|2, Observador_gato|Ian
198;E33;E33;Gato;6216342;384334;03/09/2018 18:47;03/09/2018;6:47:57 p. m.;218;36;1;0;CamarasIMG18/E33;09030157.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
199;E33;E33;Gato;6216342;384334;03/09/2018 18:55;03/09/2018;6:55:55 p. m.;476;79;1;0;CamarasIMG18/E33;09030160.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
200;E33;E33;Gato;6216342;384334;03/09/2018 19:09;03/09/2018;7:09:25 p. m.;808;135;2;0;CamarasIMG18/E33;09030163.JPG;Gato;Ian;3;2;NA;NA;SP|Gato, Grupo|2, Observador_gato|Ian
201;E33;E33;Gato;6216342;384334;03/09/2018 19:11;03/09/2018;7:11:45 p. m.;138;23;0;0;CamarasIMG18/E33;09030166.JPG;Gato;Ian;6;2;NA;NA;SP|Gato, Grupo|2, Observador_gato|Ian
202;E33;E33;Gato;6216342;384334;03/09/2018 19:44;03/09/2018;7:44:07 p. m.;1906;318;5;0;CamarasIMG18/E33;09030172.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
203;E33;E33;Gato;6216342;384334;03/09/2018 22:49;03/09/2018;10:49:34 p. m.;11125;1854;31;1;CamarasIMG18/E33;09030181.JPG;Gato;Ian;6;NA;NA;NA;SP|Gato, Observador_gato|Ian
204;E33;E33;Gato;6216342;384334;03/09/2018 23:14;03/09/2018;11:14:34 p. m.;1426;238;4;0;CamarasIMG18/E33;09030187.JPG;Gato;Ian;2;NA;NA;NA;SP|Gato, Observador_gato|Ian
205;E33;E33;Gato;6216342;384334;04/09/2018 10:03;04/09/2018;10:03:32 a. m.;38936;6489;108;4;CamarasIMG18/E33;09040208.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
206;E33;E33;Gato;6216342;384334;04/09/2018 10:06;04/09/2018;10:06:53 a. m.;199;33;1;0;CamarasIMG18/E33;09040211.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
207;E33;E33;Gato;6216342;384334;04/09/2018 10:10;04/09/2018;10:10:12 a. m.;197;33;1;0;CamarasIMG18/E33;09040214.JPG;Gato;Ian;6;NA;NA;NA;SP|Gato, Observador_gato|Ian
208;E33;E33;Gato;6216342;384334;04/09/2018 10:21;04/09/2018;10:21:27 a. m.;617;103;2;0;CamarasIMG18/E33;09040220.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
209;E33;E33;Gato;6216342;384334;04/09/2018 10:23;04/09/2018;10:23:29 a. m.;120;2;0;0;CamarasIMG18/E33;09040223.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
210;E33;E33;Gato;6216342;384334;04/09/2018 10:35;04/09/2018;10:35:01 a. m.;690;115;2;0;CamarasIMG18/E33;09040229.JPG;Gato;Ian;5;NA;NA;NA;SP|Gato, Observador_gato|Ian
211;E33;E33;Gato;6216342;384334;04/09/2018 10:38;04/09/2018;10:38:13 a. m.;173;29;0;0;CamarasIMG18/E33;09040235.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
212;E33;E33;Gato;6216342;384334;04/09/2018 10:44;04/09/2018;10:44:36 a. m.;381;63;1;0;CamarasIMG18/E33;09040238.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
213;E33;E33;Gato;6216342;384334;04/09/2018 10:47;04/09/2018;10:47:44 a. m.;186;31;1;0;CamarasIMG18/E33;09040244.JPG;Gato;Ian;12;NA;NA;NA;SP|Gato, Observador_gato|Ian
214;E33;E33;Gato;6216342;384334;04/09/2018 11:01;04/09/2018;11:01:59 a. m.;609;102;2;0;CamarasIMG18/E33;09040256.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
215;E33;E33;Gato;6216342;384334;04/09/2018 11:10;04/09/2018;11:10:58 a. m.;537;89;1;0;CamarasIMG18/E33;09040259.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
216;E33;E33;Gato;6216342;384334;04/09/2018 11:17;04/09/2018;11:17:43 a. m.;403;67;1;0;CamarasIMG18/E33;09040262.JPG;Gato;Ian;3;3;NA;NA;SP|Gato, Grupo|3, Observador_gato|Ian
217;E33;E33;Gato;6216342;384334;04/09/2018 11:57;04/09/2018;11:57:25 a. m.;2380;397;7;0;CamarasIMG18/E33;09040265.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
218;E33;E33;Gato;6216342;384334;04/09/2018 13:36;04/09/2018;1:36:44 p. m.;5957;993;17;1;CamarasIMG18/E33;09040271.JPG;Gato;Ian;3;3;NA;NA;SP|Gato, Grupo|3, Observador_gato|Ian
219;E33;E33;Gato;6216342;384334;04/09/2018 13:45;04/09/2018;1:45:57 p. m.;551;92;2;0;CamarasIMG18/E33;09040277.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
220;E33;E33;Gato;6216342;384334;04/09/2018 14:36;04/09/2018;2:36:03 p. m.;3004;501;8;0;CamarasIMG18/E33;09040283.JPG;Gato;Ian;9;NA;NA;NA;SP|Gato, Observador_gato|Ian
221;E33;E33;Gato;6216342;384334;04/09/2018 14:48;04/09/2018;2:48:46 p. m.;732;122;2;0;CamarasIMG18/E33;09040295.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
222;E33;E33;Gato;6216342;384334;04/09/2018 15:12;04/09/2018;3:12:36 p. m.;1428;238;4;0;CamarasIMG18/E33;09040298.JPG;Gato;Ian;6;NA;NA;NA;SP|Gato, Observador_gato|Ian
223;E33;E33;Gato;6216342;384334;04/09/2018 17:07;04/09/2018;5:07:53 p. m.;6900;115;19;1;CamarasIMG18/E33;09040316.JPG;Gato;Ian;2;NA;NA;NA;SP|Gato, Observador_gato|Ian
224;E33;E33;Gato;6216342;384334;04/09/2018 17:13;04/09/2018;5:13:22 p. m.;328;55;1;0;CamarasIMG18/E33;09040322.JPG;Gato;Ian;3;2;NA;NA;SP|Gato, Grupo|2, Observador_gato|Ian
225;E33;E33;Gato;6216342;384334;04/09/2018 17:28;04/09/2018;5:28:17 p. m.;893;149;2;0;CamarasIMG18/E33;09040325.JPG;Gato;Ian;2;NA;NA;NA;SP|Gato, Observador_gato|Ian
226;E33;E33;Gato;6216342;384334;04/09/2018 17:41;04/09/2018;5:41:47 p. m.;809;135;2;0;CamarasIMG18/E33;09040328.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
227;E33;E33;Gato;6216342;384334;04/09/2018 17:51;04/09/2018;5:51:59 p. m.;610;102;2;0;CamarasIMG18/E33;09040331.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
228;E33;E33;Gato;6216342;384334;04/09/2018 18:03;04/09/2018;6:03:10 p. m.;669;112;2;0;CamarasIMG18/E33;09040334.JPG;Gato;Ian;12;NA;NA;NA;SP|Gato, Observador_gato|Ian
229;E33;E33;Gato;6216342;384334;04/09/2018 18:08;04/09/2018;6:08:33 p. m.;213;35;1;0;CamarasIMG18/E33;09040346.JPG;Gato;Ian;3;2;NA;NA;SP|Gato, Grupo|2, Observador_gato|Ian
230;E33;E33;Gato;6216342;384334;04/09/2018 19:48;04/09/2018;7:48:12 p. m.;5977;996;17;1;CamarasIMG18/E33;09040361.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
231;E33;E33;Gato;6216342;384334;04/09/2018 22:16;04/09/2018;10:16:22 p. m.;8888;1481;25;1;CamarasIMG18/E33;09040367.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
232;E33;E33;Gato;6216342;384334;04/09/2018 23:00;04/09/2018;11:00:14 p. m.;2630;438;7;0;CamarasIMG18/E33;09040370.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
233;E33;E33;Gato;6216342;384334;05/09/2018 7:20;05/09/2018;7:20:44 a. m.;30028;5005;83;3;CamarasIMG18/E33;09050376.JPG;Gato;Ian;6;NA;NA;NA;SP|Gato, Observador_gato|Ian
234;E33;E33;Gato;6216342;384334;05/09/2018 9:41;05/09/2018;9:41:41 a. m.;8438;1406;23;1;CamarasIMG18/E33;09050388.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
235;E33;E33;Gato;6216342;384334;05/09/2018 10:38;05/09/2018;10:38:06 a. m.;3383;564;9;0;CamarasIMG18/E33;09050394.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
236;E33;E33;Gato;6216342;384334;05/09/2018 10:55;05/09/2018;10:55:24 a. m.;1036;173;3;0;CamarasIMG18/E33;09050400.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
237;E33;E33;Gato;6216342;384334;05/09/2018 10:58;05/09/2018;10:58:10 a. m.;164;27;0;0;CamarasIMG18/E33;09050403.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
238;E33;E33;Gato;6216342;384334;05/09/2018 11:03;05/09/2018;11:03:19 a. m.;307;51;1;0;CamarasIMG18/E33;09050406.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
239;E33;E33;Gato;6216342;384334;05/09/2018 11:16;05/09/2018;11:16:03 a. m.;762;127;2;0;CamarasIMG18/E33;09050409.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
240;E33;E33;Gato;6216342;384334;05/09/2018 11:55;05/09/2018;11:55:07 a. m.;2342;39;6;0;CamarasIMG18/E33;09050418.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
241;E33;E33;Gato;6216342;384334;05/09/2018 13:57;05/09/2018;1:57:02 p. m.;7313;1219;2;1;CamarasIMG18/E33;09050430.JPG;Gato;Ian;3;2;NA;NA;SP|Gato, Grupo|2, Observador_gato|Ian
