PRE_POST;Station;Species;DateTimeOriginal;Date;Time;n_images;metadata_Grupo
POST;E34;Gato;11/09/2019 23:33;11/09/2019;11:33:18 p. m.;;
POST;E34;Gato;11/09/2019 23:38;11/09/2019;11:38:18 p. m.;;
POST;E34;Gato;12/09/2019 0:32;12/09/2019;12:32:23 a. m.;;
POST;E34;Gato;12/09/2019 1:10;12/09/2019;1:10:00 a. m.;;
POST;E34;Gato;12/09/2019 1:12;12/09/2019;1:12:03 a. m.;;
POST;E34;Gato;12/09/2019 1:15;12/09/2019;1:15:51 a. m.;;
POST;E34;Gato;12/09/2019 2:14;12/09/2019;2:14:17 a. m.;;
POST;E34;Gato;12/09/2019 3:14;12/09/2019;3:14:46 a. m.;;
POST;E34;Gato;12/09/2019 3:51;12/09/2019;3:51:52 a. m.;;
POST;E34;Gato;12/09/2019 4:31;12/09/2019;4:31:27 a. m.;;
POST;E34;Gato;12/09/2019 8:11;12/09/2019;8:11:15 a. m.;;
POST;E34;Gato;12/09/2019 8:52;12/09/2019;8:52:19 a. m.;;
POST;E34;Gato;12/09/2019 9:13;12/09/2019;9:13:13 a. m.;;
POST;E34;Gato;12/09/2019 10:14;12/09/2019;10:14:04 a. m.;;
POST;E34;Gato;12/09/2019 10:50;12/09/2019;10:50:10 a. m.;;
POST;E34;Gato;12/09/2019 11:40;12/09/2019;11:40:52 a. m.;;
POST;E34;Gato;12/09/2019 11:44;12/09/2019;11:44:39 a. m.;;
POST;E34;Gato;12/09/2019 11:48;12/09/2019;11:48:36 a. m.;;
POST;E34;Gato;12/09/2019 12:48;12/09/2019;12:48:58 p. m.;;
POST;E34;Gato;12/09/2019 13:21;12/09/2019;1:21:32 p. m.;;
POST;E34;Gato;12/09/2019 13:58;12/09/2019;1:58:05 p. m.;;
POST;E34;Gato;12/09/2019 14:00;12/09/2019;2:00:08 p. m.;;
POST;E34;Gato;12/09/2019 14:27;12/09/2019;2:27:53 p. m.;;
POST;E34;Gato;12/09/2019 14:35;12/09/2019;2:35:21 p. m.;;
POST;E34;Gato;12/09/2019 14:56;12/09/2019;2:56:34 p. m.;;
POST;E34;Gato;12/09/2019 15:04;12/09/2019;3:04:57 p. m.;;
POST;E34;Gato;12/09/2019 15:11;12/09/2019;3:11:33 p. m.;;
POST;E34;Gato;12/09/2019 15:19;12/09/2019;3:19:01 p. m.;;
POST;E34;Gato;12/09/2019 15:40;12/09/2019;3:40:01 p. m.;;
POST;E34;Gato;12/09/2019 15:42;12/09/2019;3:42:29 p. m.;;
POST;E34;Gato;12/09/2019 15:50;12/09/2019;3:50:39 p. m.;;
POST;E34;Gato;12/09/2019 16:03;12/09/2019;4:03:19 p. m.;;
POST;E34;Gato;12/09/2019 16:46;12/09/2019;4:46:44 p. m.;;
POST;E34;Gato;12/09/2019 17:17;12/09/2019;5:17:15 p. m.;;
POST;E34;Gato;12/09/2019 17:22;12/09/2019;5:22:30 p. m.;;
POST;E34;Gato;12/09/2019 19:19;12/09/2019;7:19:21 p. m.;;
POST;E34;Gato;12/09/2019 20:00;12/09/2019;8:00:12 p. m.;;
POST;E34;Gato;12/09/2019 20:24;12/09/2019;8:24:00 p. m.;;
POST;E34;Gato;12/09/2019 21:08;12/09/2019;9:08:22 p. m.;;
POST;E34;Gato;12/09/2019 21:18;12/09/2019;9:18:10 p. m.;;
POST;E34;Gato;12/09/2019 21:44;12/09/2019;9:44:02 p. m.;;
POST;E34;Gato;12/09/2019 21:59;12/09/2019;9:59:06 p. m.;;
POST;E34;Gato;12/09/2019 22:26;12/09/2019;10:26:07 p. m.;;
POST;E34;Gato;12/09/2019 22:32;12/09/2019;10:32:01 p. m.;;
POST;E34;Gato;12/09/2019 22:35;12/09/2019;10:35:20 p. m.;;
POST;E34;Gato;12/09/2019 22:39;12/09/2019;10:39:10 p. m.;;
POST;E34;Gato;13/09/2019 1:50;13/09/2019;1:50:34 a. m.;;
POST;E34;Gato;13/09/2019 5:01;13/09/2019;5:01:19 a. m.;;
POST;E34;Gato;13/09/2019 5:33;13/09/2019;5:33:58 a. m.;;
POST;E34;Gato;13/09/2019 5:52;13/09/2019;5:52:14 a. m.;;
POST;E34;Gato;13/09/2019 6:15;13/09/2019;6:15:05 a. m.;;
POST;E34;Gato;13/09/2019 7:35;13/09/2019;7:35:12 a. m.;;
POST;E34;Gato;13/09/2019 9:34;13/09/2019;9:34:01 a. m.;;
POST;E34;Gato;13/09/2019 9:49;13/09/2019;9:49:08 a. m.;;
POST;E34;Gato;13/09/2019 10:07;13/09/2019;10:07:31 a. m.;;
POST;E34;Gato;13/09/2019 12:47;13/09/2019;12:47:28 p. m.;;
POST;E34;Gato;13/09/2019 12:57;13/09/2019;12:57:59 p. m.;;
POST;E34;Gato;13/09/2019 13:04;13/09/2019;1:04:05 p. m.;;
POST;E34;Gato;13/09/2019 13:10;13/09/2019;1:10:34 p. m.;;
POST;E34;Gato;13/09/2019 13:13;13/09/2019;1:13:06 p. m.;;
POST;E34;Gato;13/09/2019 13:26;13/09/2019;1:26:14 p. m.;;
POST;E34;Gato;13/09/2019 13:35;13/09/2019;1:35:18 p. m.;;
POST;E34;Gato;13/09/2019 13:48;13/09/2019;1:48:48 p. m.;;
POST;E34;Gato;13/09/2019 14:03;13/09/2019;2:03:07 p. m.;;
POST;E34;Gato;13/09/2019 14:45;13/09/2019;2:45:07 p. m.;;
POST;E34;Gato;13/09/2019 14:52;13/09/2019;2:52:42 p. m.;;
POST;E34;Gato;13/09/2019 15:25;13/09/2019;3:25:45 p. m.;;
POST;E34;Gato;13/09/2019 16:53;13/09/2019;4:53:34 p. m.;;
POST;E34;Gato;13/09/2019 16:59;13/09/2019;4:59:42 p. m.;;
POST;E34;Gato;13/09/2019 17:23;13/09/2019;5:23:41 p. m.;;
POST;E34;Gato;13/09/2019 17:30;13/09/2019;5:30:07 p. m.;;
POST;E34;Gato;13/09/2019 17:54;13/09/2019;5:54:44 p. m.;;
POST;E34;Gato;13/09/2019 18:26;13/09/2019;6:26:22 p. m.;;
POST;E34;Gato;13/09/2019 18:45;13/09/2019;6:45:19 p. m.;;
POST;E34;Gato;13/09/2019 19:14;13/09/2019;7:14:33 p. m.;;
POST;E34;Gato;13/09/2019 19:49;13/09/2019;7:49:36 p. m.;;
POST;E34;Gato;13/09/2019 19:55;13/09/2019;7:55:43 p. m.;;
POST;E34;Gato;13/09/2019 20:00;13/09/2019;8:00:01 p. m.;;
POST;E34;Gato;13/09/2019 20:27;13/09/2019;8:27:40 p. m.;;
POST;E34;Gato;13/09/2019 20:55;13/09/2019;8:55:45 p. m.;;
POST;E34;Gato;13/09/2019 21:29;13/09/2019;9:29:02 p. m.;;
POST;E34;Gato;13/09/2019 21:48;13/09/2019;9:48:34 p. m.;;
POST;E34;Gato;13/09/2019 22:25;13/09/2019;10:25:46 p. m.;;
POST;E34;Gato;13/09/2019 22:51;13/09/2019;10:51:39 p. m.;;
POST;E34;Gato;13/09/2019 23:34;13/09/2019;11:34:32 p. m.;;
POST;E34;Gato;13/09/2019 23:38;13/09/2019;11:38:28 p. m.;;
POST;E34;Gato;13/09/2019 23:53;13/09/2019;11:53:44 p. m.;;
POST;E34;Gato;14/09/2019 0:45;14/09/2019;12:45:38 a. m.;;
POST;E34;Gato;14/09/2019 1:33;14/09/2019;1:33:56 a. m.;;
POST;E34;Gato;14/09/2019 2:36;14/09/2019;2:36:17 a. m.;;
POST;E34;Gato;14/09/2019 3:01;14/09/2019;3:01:59 a. m.;;
POST;E34;Gato;14/09/2019 5:29;14/09/2019;5:29:15 a. m.;;
POST;E34;Gato;14/09/2019 6:17;14/09/2019;6:17:46 a. m.;;
POST;E34;Gato;14/09/2019 6:28;14/09/2019;6:28:10 a. m.;;
POST;E34;Gato;14/09/2019 7:06;14/09/2019;7:06:50 a. m.;;
POST;E34;Gato;14/09/2019 8:02;14/09/2019;8:02:57 a. m.;;
POST;E34;Gato;14/09/2019 8:20;14/09/2019;8:20:43 a. m.;;
POST;E34;Gato;14/09/2019 8:37;14/09/2019;8:37:00 a. m.;;
POST;E34;Gato;14/09/2019 8:42;14/09/2019;8:42:17 a. m.;;
POST;E34;Gato;14/09/2019 9:29;14/09/2019;9:29:53 a. m.;;
POST;E34;Gato;14/09/2019 10:26;14/09/2019;10:26:37 a. m.;;
POST;E34;Gato;14/09/2019 11:55;14/09/2019;11:55:31 a. m.;;
POST;E34;Gato;14/09/2019 12:51;14/09/2019;12:51:53 p. m.;;
POST;E34;Gato;14/09/2019 13:05;14/09/2019;1:05:18 p. m.;;
POST;E34;Gato;14/09/2019 13:18;14/09/2019;1:18:05 p. m.;;
POST;E34;Gato;14/09/2019 14:08;14/09/2019;2:08:51 p. m.;;
POST;E34;Gato;14/09/2019 14:35;14/09/2019;2:35:22 p. m.;;
POST;E34;Gato;14/09/2019 14:41;14/09/2019;2:41:22 p. m.;;
POST;E34;Gato;14/09/2019 14:45;14/09/2019;2:45:01 p. m.;;
POST;E34;Gato;14/09/2019 15:31;14/09/2019;3:31:29 p. m.;;
POST;E34;Gato;14/09/2019 16:58;14/09/2019;4:58:34 p. m.;;
POST;E34;Gato;14/09/2019 18:12;14/09/2019;6:12:52 p. m.;;
POST;E34;Gato;14/09/2019 18:25;14/09/2019;6:25:26 p. m.;;
POST;E34;Gato;14/09/2019 19:08;14/09/2019;7:08:49 p. m.;;
POST;E34;Gato;14/09/2019 19:16;14/09/2019;7:16:03 p. m.;;
POST;E34;Gato;14/09/2019 19:18;14/09/2019;7:18:11 p. m.;;
POST;E34;Gato;14/09/2019 19:21;14/09/2019;7:21:05 p. m.;;
POST;E34;Gato;14/09/2019 19:38;14/09/2019;7:38:55 p. m.;;
POST;E34;Gato;14/09/2019 20:44;14/09/2019;8:44:08 p. m.;;
POST;E34;Gato;14/09/2019 20:56;14/09/2019;8:56:55 p. m.;;
POST;E34;Gato;14/09/2019 21:54;14/09/2019;9:54:52 p. m.;;
POST;E34;Gato;15/09/2019 0:18;15/09/2019;12:18:48 a. m.;;
POST;E34;Gato;15/09/2019 0:37;15/09/2019;12:37:05 a. m.;;
POST;E34;Gato;15/09/2019 0:57;15/09/2019;12:57:12 a. m.;;
POST;E34;Gato;15/09/2019 4:57;15/09/2019;4:57:38 a. m.;;
POST;E34;Gato;15/09/2019 6:14;15/09/2019;6:14:58 a. m.;;
POST;E34;Perro;12/09/2019 6:48;12/09/2019;6:48:40 a. m.;;
POST;E34;Perro;12/09/2019 7:00;12/09/2019;7:00:03 a. m.;;
