Column1;Station;Camera;Species;utm_y;utm_x;DateTimeOriginal;Date;Time;delta.time.secs;delta.time.mins;delta.time.hours;delta.time.days;Directory;FileName;metadata_Observador_gato;metadata_SP;n_images;metadata_Grupo;metadata_ID_gato;metadata_NegroINSUFICIENTE;HierarchicalSubject
554;E33;E33;Gato;6216342;384334;13/09/2019 9:52;13/09/2019;9:52:18 a. m.;196;33;1;0;CamarasIMG19/E33;09130748.JPG;Ian;Gato;9;NA;NA;NA;SP|Gato, Observador_gato|Ian
555;E33;E33;Gato;6216342;384334;13/09/2019 10:09;13/09/2019;10:09:48 a. m.;946;158;3;0;CamarasIMG19/E33;09130757.JPG;Ian;Gato;5;NA;NA;NA;SP|Gato, Observador_gato|Ian
556;E33;E33;Gato;6216342;384334;13/09/2019 10:18;13/09/2019;10:18:04 a. m.;417;7;1;0;CamarasIMG19/E33;09130766.JPG;Ian;Gato;5;2;NA;NA;SP|Gato, Grupo|2, Observador_gato|Ian
557;E33;E33;Gato;6216342;384334;13/09/2019 10:26;13/09/2019;10:26:21 a. m.;471;78;1;0;CamarasIMG19/E33;09130772.JPG;Ian;Gato;5;NA;con dueño;NA;SP|Gato, ID_gato|con dueño, Observador_gato|Ian
558;E33;E33;Gato;6216342;384334;13/09/2019 10:29;13/09/2019;10:29:22 a. m.;121;2;0;0;CamarasIMG19/E33;09130778.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
559;E33;E33;Gato;6216342;384334;13/09/2019 10:44;13/09/2019;10:44:46 a. m.;922;154;3;0;CamarasIMG19/E33;09130781.JPG;Ian;Gato;17;NA;NA;NA;SP|Gato, Observador_gato|Ian
560;E33;E33;Gato;6216342;384334;13/09/2019 10:57;13/09/2019;10:57:04 a. m.;308;51;1;0;CamarasIMG19/E33;09130802.JPG;Ian;Gato;9;NA;NA;NA;SP|Gato, Observador_gato|Ian
561;E33;E33;Gato;6216342;384334;13/09/2019 11:17;13/09/2019;11:17:57 a. m.;1121;187;3;0;CamarasIMG19/E33;09130811.JPG;Ian;Gato;6;NA;NA;NA;SP|Gato, Observador_gato|Ian
562;E33;E33;Gato;6216342;384334;13/09/2019 11:22;13/09/2019;11:22:28 a. m.;203;34;1;0;CamarasIMG19/E33;09130817.JPG;Ian;Gato;10;NA;NA;NA;SP|Gato, Observador_gato|Ian
563;E33;E33;Gato;6216342;384334;13/09/2019 11:39;13/09/2019;11:39:21 a. m.;774;129;2;0;CamarasIMG19/E33;09130829.JPG;Ian;Gato;7;2;NA;NA;SP|Gato, Grupo|2, Observador_gato|Ian
564;E33;E33;Gato;6216342;384334;13/09/2019 11:43;13/09/2019;11:43:11 a. m.;123;2;0;0;CamarasIMG19/E33;09130838.JPG;Ian;Gato;2;NA;NA;NA;SP|Gato, Observador_gato|Ian
565;E33;E33;Gato;6216342;384334;13/09/2019 11:52;13/09/2019;11:52:03 a. m.;531;88;1;0;CamarasIMG19/E33;09130841.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
566;E33;E33;Gato;6216342;384334;13/09/2019 11:58;13/09/2019;11:58:53 a. m.;408;68;1;0;CamarasIMG19/E33;09130844.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
567;E33;E33;Gato;6216342;384334;13/09/2019 12:03;13/09/2019;12:03:23 p. m.;268;45;1;0;CamarasIMG19/E33;09130850.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
568;E33;E33;Gato;6216342;384334;13/09/2019 12:10;13/09/2019;12:10:01 p. m.;395;66;1;0;CamarasIMG19/E33;09130853.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
569;E33;E33;Gato;6216342;384334;13/09/2019 12:15;13/09/2019;12:15:00 p. m.;297;5;1;0;CamarasIMG19/E33;09130856.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
570;E33;E33;Gato;6216342;384334;13/09/2019 12:20;13/09/2019;12:20:31 p. m.;329;55;1;0;CamarasIMG19/E33;09130859.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
571;E33;E33;Gato;6216342;384334;13/09/2019 12:23;13/09/2019;12:23:42 p. m.;189;31;1;0;CamarasIMG19/E33;09130862.JPG;Ian;Gato;2;NA;NA;NA;SP|Gato, Observador_gato|Ian
572;E33;E33;Gato;6216342;384334;13/09/2019 12:45;13/09/2019;12:45:37 p. m.;1314;219;4;0;CamarasIMG19/E33;09130877.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
573;E33;E33;Gato;6216342;384334;13/09/2019 12:47;13/09/2019;12:47:56 p. m.;137;23;0;0;CamarasIMG19/E33;09130880.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
574;E33;E33;Gato;6216342;384334;13/09/2019 12:52;13/09/2019;12:52:45 p. m.;287;48;1;0;CamarasIMG19/E33;09130883.JPG;Ian;Gato;3;NA;asilvestrado conocido;NA;SP|Gato, ID_gato|asilvestrado conocido, Observador_gato|Ian
575;E33;E33;Gato;6216342;384334;13/09/2019 12:55;13/09/2019;12:55:03 p. m.;136;23;0;0;CamarasIMG19/E33;09130886.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
576;E33;E33;Gato;6216342;384334;13/09/2019 13:05;13/09/2019;1:05:26 p. m.;621;103;2;0;CamarasIMG19/E33;09130889.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
577;E33;E33;Gato;6216342;384334;13/09/2019 13:10;13/09/2019;1:10:32 p. m.;304;51;1;0;CamarasIMG19/E33;09130892.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
578;E33;E33;Gato;6216342;384334;13/09/2019 13:13;13/09/2019;1:13:49 p. m.;195;32;1;0;CamarasIMG19/E33;09130895.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
579;E33;E33;Gato;6216342;384334;13/09/2019 13:28;13/09/2019;1:28:36 p. m.;885;148;2;0;CamarasIMG19/E33;09130901.JPG;Ian;Gato;2;2;NA;NA;SP|Gato, Grupo|2, Observador_gato|Ian
580;E33;E33;Gato;6216342;384334;13/09/2019 13:30;13/09/2019;1:30:47 p. m.;130;22;0;0;CamarasIMG19/E33;09130904.JPG;Ian;Gato;6;NA;NA;NA;SP|Gato, Observador_gato|Ian
581;E33;E33;Gato;6216342;384334;13/09/2019 13:33;13/09/2019;1:33:27 p. m.;132;22;0;0;CamarasIMG19/E33;09130910.JPG;Ian;Gato;6;NA;NA;NA;SP|Gato, Observador_gato|Ian
582;E33;E33;Gato;6216342;384334;13/09/2019 13:36;13/09/2019;1:36:15 p. m.;140;23;0;0;CamarasIMG19/E33;09130916.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
583;E33;E33;Gato;6216342;384334;13/09/2019 13:47;13/09/2019;1:47:25 p. m.;668;111;2;0;CamarasIMG19/E33;09130919.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
584;E33;E33;Gato;6216342;384334;13/09/2019 13:52;13/09/2019;1:52:07 p. m.;280;47;1;0;CamarasIMG19/E33;09130922.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
585;E33;E33;Gato;6216342;384334;13/09/2019 13:54;13/09/2019;1:54:26 p. m.;137;23;0;0;CamarasIMG19/E33;09130925.JPG;Ian;Gato;15;NA;NA;NA;SP|Gato, Observador_gato|Ian
586;E33;E33;Gato;6216342;384334;13/09/2019 13:59;13/09/2019;1:59:19 p. m.;133;22;0;0;CamarasIMG19/E33;09130946.JPG;Ian;Gato;6;NA;NA;NA;SP|Gato, Observador_gato|Ian
587;E33;E33;Gato;6216342;384334;13/09/2019 14:02;13/09/2019;2:02:35 p. m.;175;29;0;0;CamarasIMG19/E33;09130952.JPG;Ian;Gato;6;NA;NA;NA;SP|Gato, Observador_gato|Ian
588;E33;E33;Gato;6216342;384334;13/09/2019 14:14;13/09/2019;2:14:06 p. m.;581;97;2;0;CamarasIMG19/E33;09130958.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
589;E33;E33;Gato;6216342;384334;13/09/2019 14:22;13/09/2019;2:22:13 p. m.;485;81;1;0;CamarasIMG19/E33;09130961.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
590;E33;E33;Gato;6216342;384334;13/09/2019 14:25;13/09/2019;2:25:34 p. m.;199;33;1;0;CamarasIMG19/E33;09130964.JPG;Ian;Gato;2;NA;NA;NA;SP|Gato, Observador_gato|Ian
591;E33;E33;Gato;6216342;384334;13/09/2019 14:27;13/09/2019;2:27:41 p. m.;126;21;0;0;CamarasIMG19/E33;09130967.JPG;Ian;Gato;5;NA;NA;NA;SP|Gato, Observador_gato|Ian
592;E33;E33;Gato;6216342;384334;13/09/2019 15:07;13/09/2019;3:07:57 p. m.;2361;394;7;0;CamarasIMG19/E33;09130991.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
593;E33;E33;Gato;6216342;384334;13/09/2019 15:11;13/09/2019;3:11:08 p. m.;189;31;1;0;CamarasIMG19/E33;09130994.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
594;E33;E33;Gato;6216342;384334;13/09/2019 15:16;13/09/2019;3:16:37 p. m.;327;55;1;0;CamarasIMG19/E33;09130997.JPG;Ian;Gato;11;NA;con dueño;NA;SP|Gato, ID_gato|con dueño, Observador_gato|Ian
595;E33;E33;Gato;6216342;384334;13/09/2019 15:50;13/09/2019;3:50:22 p. m.;1972;329;5;0;CamarasIMG19/E33;09130013.JPG;Ian;Gato;5;2;NA;NA;SP|Gato, Grupo|2, Observador_gato|Ian
596;E33;E33;Gato;6216342;384334;13/09/2019 15:52;13/09/2019;3:52:51 p. m.;122;2;0;0;CamarasIMG19/E33;09130019.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
597;E33;E33;Gato;6216342;384334;13/09/2019 16:00;13/09/2019;4:00:39 p. m.;466;78;1;0;CamarasIMG19/E33;09130022.JPG;Ian;Gato;2;NA;NA;NA;SP|Gato, Observador_gato|Ian
598;E33;E33;Gato;6216342;384334;13/09/2019 16:04;13/09/2019;4:04:50 p. m.;250;42;1;0;CamarasIMG19/E33;09130025.JPG;Ian;Gato;5;NA;NA;NA;SP|Gato, Observador_gato|Ian
599;E33;E33;Gato;6216342;384334;13/09/2019 16:10;13/09/2019;4:10:50 p. m.;348;58;1;0;CamarasIMG19/E33;09130031.JPG;Ian;Gato;6;NA;NA;NA;SP|Gato, Observador_gato|Ian
600;E33;E33;Gato;6216342;384334;13/09/2019 16:38;13/09/2019;4:38:53 p. m.;1566;261;4;0;CamarasIMG19/E33;09130037.JPG;Ian;Gato;2;NA;NA;NA;SP|Gato, Observador_gato|Ian
601;E33;E33;Gato;6216342;384334;13/09/2019 17:17;13/09/2019;5:17:07 p. m.;2293;382;6;0;CamarasIMG19/E33;09130043.JPG;Ian;Gato;6;NA;NA;NA;SP|Gato, Observador_gato|Ian
602;E33;E33;Gato;6216342;384334;13/09/2019 17:39;13/09/2019;5:39:12 p. m.;1255;209;3;0;CamarasIMG19/E33;09130052.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
603;E33;E33;Gato;6216342;384334;13/09/2019 17:42;13/09/2019;5:42:09 p. m.;175;29;0;0;CamarasIMG19/E33;09130055.JPG;Ian;Gato;8;NA;NA;NA;SP|Gato, Observador_gato|Ian
604;E33;E33;Gato;6216342;384334;13/09/2019 17:46;13/09/2019;5:46:26 p. m.;193;32;1;0;CamarasIMG19/E33;09130067.JPG;Ian;Gato;4;NA;NA;NA;SP|Gato, Observador_gato|Ian
605;E33;E33;Gato;6216342;384334;13/09/2019 17:54;13/09/2019;5:54:01 p. m.;412;69;1;0;CamarasIMG19/E33;09130073.JPG;Ian;Gato;2;NA;NA;NA;SP|Gato, Observador_gato|Ian
606;E33;E33;Gato;6216342;384334;13/09/2019 18:13;13/09/2019;6:13:49 p. m.;1187;198;3;0;CamarasIMG19/E33;09130076.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
607;E33;E33;Gato;6216342;384334;13/09/2019 18:41;13/09/2019;6:41:41 p. m.;1670;278;5;0;CamarasIMG19/E33;09130079.JPG;Ian;Gato;2;NA;NA;NA;SP|Gato, Observador_gato|Ian
608;E33;E33;Gato;6216342;384334;13/09/2019 18:55;13/09/2019;6:55:23 p. m.;821;137;2;0;CamarasIMG19/E33;09130082.JPG;Ian;Gato;4;NA;NA;NA;SP|Gato, Observador_gato|Ian
609;E33;E33;Gato;6216342;384334;13/09/2019 19:00;13/09/2019;7:00:03 p. m.;244;41;1;0;CamarasIMG19/E33;09130088.JPG;Ian;Gato;11;NA;NA;NA;SP|Gato, Observador_gato|Ian
610;E33;E33;Gato;6216342;384334;13/09/2019 19:06;13/09/2019;7:06:45 p. m.;327;55;1;0;CamarasIMG19/E33;09130100.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
611;E33;E33;Gato;6216342;384334;13/09/2019 19:11;13/09/2019;7:11:14 p. m.;267;45;1;0;CamarasIMG19/E33;09130103.JPG;Ian;Gato;2;NA;NA;NA;SP|Gato, Observador_gato|Ian
612;E33;E33;Gato;6216342;384334;13/09/2019 19:32;13/09/2019;7:32:24 p. m.;1269;211;4;0;CamarasIMG19/E33;09130106.JPG;Ian;Gato;2;NA;NA;NA;SP|Gato, Observador_gato|Ian
613;E33;E33;Gato;6216342;384334;13/09/2019 19:37;13/09/2019;7:37:28 p. m.;303;5;1;0;CamarasIMG19/E33;09130109.JPG;Ian;Gato;7;NA;NA;NA;SP|Gato, Observador_gato|Ian
614;E33;E33;Gato;6216342;384334;13/09/2019 19:45;13/09/2019;7:45:18 p. m.;423;7;1;0;CamarasIMG19/E33;09130118.JPG;Ian;Gato;2;NA;NA;NA;SP|Gato, Observador_gato|Ian
615;E33;E33;Gato;6216342;384334;13/09/2019 19:57;13/09/2019;7:57:41 p. m.;742;124;2;0;CamarasIMG19/E33;09130121.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
616;E33;E33;Gato;6216342;384334;13/09/2019 20:04;13/09/2019;8:04:05 p. m.;382;64;1;0;CamarasIMG19/E33;09130124.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
617;E33;E33;Gato;6216342;384334;13/09/2019 20:06;13/09/2019;8:06:25 p. m.;138;23;0;0;CamarasIMG19/E33;09130127.JPG;Ian;Gato;8;NA;NA;NA;SP|Gato, Observador_gato|Ian
618;E33;E33;Gato;6216342;384334;13/09/2019 20:11;13/09/2019;8:11:28 p. m.;175;29;0;0;CamarasIMG19/E33;09130136.JPG;Ian;Gato;6;NA;NA;NA;SP|Gato, Observador_gato|Ian
619;E33;E33;Gato;6216342;384334;13/09/2019 20:19;13/09/2019;8:19:32 p. m.;448;75;1;0;CamarasIMG19/E33;09130142.JPG;Ian;Gato;26;NA;NA;NA;SP|Gato, Observador_gato|Ian
620;E33;E33;Gato;6216342;384334;13/09/2019 20:30;13/09/2019;8:30:01 p. m.;123;2;0;0;CamarasIMG19/E33;09130175.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
621;E33;E33;Gato;6216342;384334;13/09/2019 20:33;13/09/2019;8:33:18 p. m.;195;32;1;0;CamarasIMG19/E33;09130178.JPG;Ian;Gato;9;NA;NA;NA;SP|Gato, Observador_gato|Ian
622;E33;E33;Gato;6216342;384334;13/09/2019 20:40;13/09/2019;8:40:43 p. m.;275;46;1;0;CamarasIMG19/E33;09130190.JPG;Ian;Gato;9;NA;NA;NA;SP|Gato, Observador_gato|Ian
623;E33;E33;Gato;6216342;384334;13/09/2019 20:46;13/09/2019;8:46:11 p. m.;219;36;1;0;CamarasIMG19/E33;09130202.JPG;Ian;Gato;2;NA;NA;NA;SP|Gato, Observador_gato|Ian
624;E33;E33;Gato;6216342;384334;13/09/2019 20:48;13/09/2019;8:48:45 p. m.;153;25;0;0;CamarasIMG19/E33;09130208.JPG;Ian;Gato;6;NA;NA;NA;SP|Gato, Observador_gato|Ian
625;E33;E33;Gato;6216342;384334;13/09/2019 20:51;13/09/2019;8:51:19 p. m.;142;24;0;0;CamarasIMG19/E33;09130214.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
626;E33;E33;Gato;6216342;384334;13/09/2019 20:54;13/09/2019;8:54:59 p. m.;218;36;1;0;CamarasIMG19/E33;09130220.JPG;Ian;Gato;22;NA;NA;NA;SP|Gato, Observador_gato|Ian
627;E33;E33;Gato;6216342;384334;13/09/2019 21:02;13/09/2019;9:02:04 p. m.;208;35;1;0;CamarasIMG19/E33;09130247.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
628;E33;E33;Gato;6216342;384334;13/09/2019 21:05;13/09/2019;9:05:31 p. m.;205;34;1;0;CamarasIMG19/E33;09130250.JPG;Ian;Gato;6;3;NA;NA;SP|Gato, Grupo|3, Observador_gato|Ian
629;E33;E33;Gato;6216342;384334;13/09/2019 21:07;13/09/2019;9:07:47 p. m.;122;2;0;0;CamarasIMG19/E33;09130259.JPG;Ian;Gato;8;NA;NA;NA;SP|Gato, Observador_gato|Ian
630;E33;E33;Gato;6216342;384334;13/09/2019 21:50;13/09/2019;9:50:47 p. m.;2415;402;7;0;CamarasIMG19/E33;09130271.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
631;E33;E33;Gato;6216342;384334;13/09/2019 22:09;13/09/2019;10:09:10 p. m.;1101;184;3;0;CamarasIMG19/E33;09130274.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
632;E33;E33;Gato;6216342;384334;13/09/2019 22:11;13/09/2019;10:11:56 p. m.;164;27;0;0;CamarasIMG19/E33;09130277.JPG;Ian;Gato;2;NA;NA;NA;SP|Gato, Observador_gato|Ian
633;E33;E33;Gato;6216342;384334;13/09/2019 22:25;13/09/2019;10:25:01 p. m.;784;131;2;0;CamarasIMG19/E33;09130283.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
634;E33;E33;Gato;6216342;384334;13/09/2019 22:28;13/09/2019;10:28:11 p. m.;188;31;1;0;CamarasIMG19/E33;09130286.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
635;E33;E33;Gato;6216342;384334;13/09/2019 22:31;13/09/2019;10:31:08 p. m.;175;29;0;0;CamarasIMG19/E33;09130289.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
636;E33;E33;Gato;6216342;384334;13/09/2019 22:33;13/09/2019;10:33:55 p. m.;165;28;0;0;CamarasIMG19/E33;09130292.JPG;Ian;Gato;2;NA;NA;NA;SP|Gato, Observador_gato|Ian
637;E33;E33;Gato;6216342;384334;13/09/2019 22:43;13/09/2019;10:43:04 p. m.;548;91;2;0;CamarasIMG19/E33;09130295.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
638;E33;E33;Gato;6216342;384334;13/09/2019 23:05;13/09/2019;11:05:46 p. m.;1360;227;4;0;CamarasIMG19/E33;09130298.JPG;Ian;Gato;2;NA;NA;NA;SP|Gato, Observador_gato|Ian
639;E33;E33;Gato;6216342;384334;13/09/2019 23:09;13/09/2019;11:09:40 p. m.;233;39;1;0;CamarasIMG19/E33;09130301.JPG;Ian;Gato;8;NA;NA;NA;SP|Gato, Observador_gato|Ian
640;E33;E33;Gato;6216342;384334;13/09/2019 23:17;13/09/2019;11:17:24 p. m.;352;59;1;0;CamarasIMG19/E33;09130310.JPG;Ian;Gato;2;NA;NA;NA;SP|Gato, Observador_gato|Ian
641;E33;E33;Gato;6216342;384334;13/09/2019 23:19;13/09/2019;11:19:59 p. m.;154;26;0;0;CamarasIMG19/E33;09130313.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
642;E33;E33;Gato;6216342;384334;13/09/2019 23:46;13/09/2019;11:46:44 p. m.;1603;267;4;0;CamarasIMG19/E33;09130316.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
643;E33;E33;Gato;6216342;384334;14/09/2019 0:06;14/09/2019;12:06:34 a. m.;1188;198;3;0;CamarasIMG19/E33;09140319.JPG;Ian;Gato;2;NA;NA;NA;SP|Gato, Observador_gato|Ian
644;E33;E33;Gato;6216342;384334;14/09/2019 0:11;14/09/2019;12:11:51 a. m.;316;53;1;0;CamarasIMG19/E33;09140322.JPG;Ian;Gato;4;NA;NA;NA;SP|Gato, Observador_gato|Ian
645;E33;E33;Gato;6216342;384334;14/09/2019 2:57;14/09/2019;2:57:29 a. m.;9929;1655;28;1;CamarasIMG19/E33;09140331.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
646;E33;E33;Gato;6216342;384334;14/09/2019 4:33;14/09/2019;4:33:15 a. m.;5744;957;16;1;CamarasIMG19/E33;09140334.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
647;E33;E33;Gato;6216342;384334;14/09/2019 4:54;14/09/2019;4:54:12 a. m.;1255;209;3;0;CamarasIMG19/E33;09140337.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
648;E33;E33;Gato;6216342;384334;14/09/2019 5:58;14/09/2019;5:58:51 a. m.;3877;646;11;0;CamarasIMG19/E33;09140340.JPG;Ian;Gato;2;NA;NA;NA;SP|Gato, Observador_gato|Ian
649;E33;E33;Gato;6216342;384334;14/09/2019 6:07;14/09/2019;6:07:05 a. m.;493;82;1;0;CamarasIMG19/E33;09140343.JPG;Ian;Gato;2;NA;NA;NA;SP|Gato, Observador_gato|Ian
650;E33;E33;Gato;6216342;384334;14/09/2019 6:24;14/09/2019;6:24:52 a. m.;1066;178;3;0;CamarasIMG19/E33;09140346.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
651;E33;E33;Gato;6216342;384334;14/09/2019 7:22;14/09/2019;7:22:03 a. m.;3429;571;1;0;CamarasIMG19/E33;09140358.JPG;Ian;Gato;2;NA;NA;NA;SP|Gato, Observador_gato|Ian
652;E33;E33;Gato;6216342;384334;14/09/2019 7:48;14/09/2019;7:48:09 a. m.;1565;261;4;0;CamarasIMG19/E33;09140364.JPG;Ian;Gato;2;NA;NA;NA;SP|Gato, Observador_gato|Ian
653;E33;E33;Gato;6216342;384334;14/09/2019 8:08;14/09/2019;8:08:48 a. m.;1238;206;3;0;CamarasIMG19/E33;09140367.JPG;Ian;Gato;2;NA;NA;NA;SP|Gato, Observador_gato|Ian
654;E33;E33;Gato;6216342;384334;14/09/2019 8:43;14/09/2019;8:43:49 a. m.;2100;35;6;0;CamarasIMG19/E33;09140373.JPG;Ian;Gato;2;NA;NA;NA;SP|Gato, Observador_gato|Ian
655;E33;E33;Gato;6216342;384334;14/09/2019 8:52;14/09/2019;8:52:56 a. m.;546;91;2;0;CamarasIMG19/E33;09140376.JPG;Ian;Gato;4;NA;NA;NA;SP|Gato, Observador_gato|Ian
656;E33;E33;Gato;6216342;384334;14/09/2019 9:17;14/09/2019;9:17:08 a. m.;1443;241;4;0;CamarasIMG19/E33;09140382.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
657;E33;E33;Gato;6216342;384334;14/09/2019 9:29;14/09/2019;9:29:27 a. m.;737;123;2;0;CamarasIMG19/E33;09140385.JPG;Ian;Gato;5;NA;NA;NA;SP|Gato, Observador_gato|Ian
658;E33;E33;Gato;6216342;384334;14/09/2019 9:35;14/09/2019;9:35:57 a. m.;359;6;1;0;CamarasIMG19/E33;09140397.JPG;Ian;Gato;2;NA;NA;NA;SP|Gato, Observador_gato|Ian
659;E33;E33;Gato;6216342;384334;14/09/2019 9:48;14/09/2019;9:48:03 a. m.;725;121;2;0;CamarasIMG19/E33;09140400.JPG;Ian;Gato;18;NA;NA;NA;SP|Gato, Observador_gato|Ian
660;E33;E33;Gato;6216342;384334;14/09/2019 9:52;14/09/2019;9:52:34 a. m.;127;21;0;0;CamarasIMG19/E33;09140421.JPG;Ian;Gato;5;NA;NA;NA;SP|Gato, Observador_gato|Ian
661;E33;E33;Gato;6216342;384334;14/09/2019 10:05;14/09/2019;10:05:55 a. m.;784;131;2;0;CamarasIMG19/E33;09140430.JPG;Ian;Gato;12;NA;NA;NA;SP|Gato, Observador_gato|Ian
662;E33;E33;Gato;6216342;384334;14/09/2019 10:11;14/09/2019;10:11:38 a. m.;208;35;1;0;CamarasIMG19/E33;09140445.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
663;E33;E33;Gato;6216342;384334;14/09/2019 10:14;14/09/2019;10:14:21 a. m.;161;27;0;0;CamarasIMG19/E33;09140448.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
664;E33;E33;Gato;6216342;384334;14/09/2019 10:17;14/09/2019;10:17:44 a. m.;201;34;1;0;CamarasIMG19/E33;09140451.JPG;Ian;Gato;11;NA;con dueño;NA;SP|Gato, ID_gato|con dueño, Observador_gato|Ian
665;E33;E33;Gato;6216342;384334;14/09/2019 10:23;14/09/2019;10:23:18 a. m.;138;23;0;0;CamarasIMG19/E33;09140466.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
666;E33;E33;Gato;6216342;384334;14/09/2019 10:27;14/09/2019;10:27:33 a. m.;253;42;1;0;CamarasIMG19/E33;09140472.JPG;Ian;Gato;2;NA;NA;NA;SP|Gato, Observador_gato|Ian
667;E33;E33;Gato;6216342;384334;14/09/2019 10:34;14/09/2019;10:34:00 a. m.;385;64;1;0;CamarasIMG19/E33;09140475.JPG;Ian;Gato;2;NA;NA;NA;SP|Gato, Observador_gato|Ian
668;E33;E33;Gato;6216342;384334;14/09/2019 10:49;14/09/2019;10:49:10 a. m.;909;152;3;0;CamarasIMG19/E33;09140478.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
669;E33;E33;Gato;6216342;384334;14/09/2019 10:53;14/09/2019;10:53:11 a. m.;239;4;1;0;CamarasIMG19/E33;09140481.JPG;Ian;Gato;4;NA;NA;NA;SP|Gato, Observador_gato|Ian
670;E33;E33;Gato;6216342;384334;14/09/2019 11:00;14/09/2019;11:00:29 a. m.;427;71;1;0;CamarasIMG19/E33;09140487.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
671;E33;E33;Gato;6216342;384334;14/09/2019 11:04;14/09/2019;11:04:29 a. m.;238;4;1;0;CamarasIMG19/E33;09140490.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
672;E33;E33;Gato;6216342;384334;14/09/2019 11:06;14/09/2019;11:06:39 a. m.;128;21;0;0;CamarasIMG19/E33;09140493.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
673;E33;E33;Gato;6216342;384334;14/09/2019 11:19;14/09/2019;11:19:32 a. m.;770;128;2;0;CamarasIMG19/E33;09140496.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
674;E33;E33;Gato;6216342;384334;14/09/2019 11:34;14/09/2019;11:34:05 a. m.;871;145;2;0;CamarasIMG19/E33;09140499.JPG;Ian;Gato;2;NA;NA;NA;SP|Gato, Observador_gato|Ian
