Column1;Station;Camera;Species;utm_y;utm_x;DateTimeOriginal;Date;Time;delta.time.secs;delta.time.mins;delta.time.hours;delta.time.days;Directory;FileName;metadata_Observador_gato;metadata_SP;n_images;metadata_Grupo;metadata_ID_gato;metadata_NegroINSUFICIENTE;HierarchicalSubject
796;E33;E33;Persona;6216342;384334;12/09/2019 0:45;12/09/2019;12:45:52 a. m.;23084;3847;64;3;CamarasIMG19/E33;09120943.JPG;NA;Persona;3;NA;NA;NA;SP|Persona
797;E33;E33;Persona;6216342;384334;12/09/2019 7:01;12/09/2019;7:01:53 a. m.;22559;376;63;3;CamarasIMG19/E33;09120985.JPG;Ian;Gato_&_Persona;3;NA;NA;NA;SP|Gato, SP|Persona, Observador_gato|Ian
798;E33;E33;Persona;6216342;384334;12/09/2019 16:34;12/09/2019;4:34:50 p. m.;34375;5729;95;4;CamarasIMG19/E33;09120400.JPG;NA;Persona;2;NA;NA;NA;SP|Persona
799;E33;E33;Persona;6216342;384334;12/09/2019 17:29;12/09/2019;5:29:10 p. m.;3259;543;9;0;CamarasIMG19/E33;09120427.JPG;NA;Persona;3;NA;NA;NA;SP|Persona
800;E33;E33;Persona;6216342;384334;12/09/2019 17:45;12/09/2019;5:45:49 p. m.;997;166;3;0;CamarasIMG19/E33;09120439.JPG;Ian;Gato_&_Persona;2;2;con dueño;NA;SP|Gato, Grupo|2, ID_gato|con dueño, SP|Persona, Observador_gato|Ian
801;E33;E33;Persona;6216342;384334;13/09/2019 6:49;13/09/2019;6:49:39 a. m.;47029;7838;131;5;CamarasIMG19/E33;09130658.JPG;NA;Persona;3;NA;NA;NA;SP|Persona
802;E33;E33;Persona;6216342;384334;13/09/2019 12:42;13/09/2019;12:42:15 p. m.;21154;3526;59;2;CamarasIMG19/E33;09130874.JPG;NA;Persona;3;NA;NA;NA;SP|Persona
803;E33;E33;Persona;6216342;384334;13/09/2019 15:49;13/09/2019;3:49:58 p. m.;11261;1877;31;1;CamarasIMG19/E33;09130010.JPG;NA;Perro_&_Persona;2;NA;NA;NA;SP|Perro, SP|Persona
804;E33;E33;Persona;6216342;384334;13/09/2019 20:48;13/09/2019;8:48:36 p. m.;17917;2986;5;2;CamarasIMG19/E33;09130205.JPG;NA;Persona;2;NA;NA;NA;SP|Persona
805;E33;E33;Persona;6216342;384334;14/09/2019 10:04;14/09/2019;10:04:10 a. m.;47733;7955;133;6;CamarasIMG19/E33;09140427.JPG;NA;Persona;3;NA;NA;NA;SP|Persona
806;E33;E33;Persona;6216342;384334;14/09/2019 10:26;14/09/2019;10:26:39 a. m.;1347;224;4;0;CamarasIMG19/E33;09140469.JPG;NA;Persona;3;NA;NA;NA;SP|Persona
807;E34;E34;Gato;6216318;384497;10/09/2019 9:53;10/09/2019;9:53:14 a. m.;0;0;0;0;CamarasIMG19/E34;09100022.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
808;E34;E34;Gato;6216318;384497;10/09/2019 10:05;10/09/2019;10:05:16 a. m.;720;12;2;0;CamarasIMG19/E34;09100025.JPG;Ian;Gato;3;NA;asilvestrado conocido;NA;SP|Gato, ID_gato|asilvestrado conocido, Observador_gato|Ian
809;E34;E34;Gato;6216318;384497;10/09/2019 10:11;10/09/2019;10:11:49 a. m.;391;65;1;0;CamarasIMG19/E34;09100028.JPG;Ian;Gato;3;NA;asilvestrado conocido;NA;SP|Gato, ID_gato|asilvestrado conocido, Observador_gato|Ian
810;E34;E34;Gato;6216318;384497;10/09/2019 10:18;10/09/2019;10:18:12 a. m.;381;63;1;0;CamarasIMG19/E34;09100031.JPG;Ian;Gato;3;NA;asilvestrado conocido;NA;SP|Gato, ID_gato|asilvestrado conocido, Observador_gato|Ian
811;E34;E34;Gato;6216318;384497;10/09/2019 10:28;10/09/2019;10:28:41 a. m.;627;104;2;0;CamarasIMG19/E34;09100034.JPG;Ian;Gato;2;NA;asilvestrado conocido;NA;SP|Gato, ID_gato|asilvestrado conocido, Observador_gato|Ian
812;E34;E34;Gato;6216318;384497;10/09/2019 11:09;10/09/2019;11:09:38 a. m.;2456;409;7;0;CamarasIMG19/E34;09100037.JPG;Ian;Gato;3;NA;asilvestrado conocido;NA;SP|Gato, ID_gato|asilvestrado conocido, Observador_gato|Ian
813;E34;E34;Gato;6216318;384497;10/09/2019 11:23;10/09/2019;11:23:40 a. m.;840;14;2;0;CamarasIMG19/E34;09100043.JPG;Ian;Gato;2;NA;asilvestrado conocido;NA;SP|Gato, ID_gato|asilvestrado conocido, Observador_gato|Ian
814;E34;E34;Gato;6216318;384497;10/09/2019 12:50;10/09/2019;12:50:54 p. m.;5233;872;15;1;CamarasIMG19/E34;09100055.JPG;Ian;Gato;2;NA;asilvestrado conocido;NA;SP|Gato, ID_gato|asilvestrado conocido, Observador_gato|Ian
815;E34;E34;Gato;6216318;384497;10/09/2019 13:07;10/09/2019;1:07:14 p. m.;979;163;3;0;CamarasIMG19/E34;09100058.JPG;Ian;Gato;3;NA;asilvestrado conocido;NA;SP|Gato, ID_gato|asilvestrado conocido, Observador_gato|Ian
816;E34;E34;Gato;6216318;384497;10/09/2019 13:10;10/09/2019;1:10:11 p. m.;175;29;0;0;CamarasIMG19/E34;09100061.JPG;Ian;Gato;3;NA;asilvestrado conocido;NA;SP|Gato, ID_gato|asilvestrado conocido, Observador_gato|Ian
817;E34;E34;Gato;6216318;384497;10/09/2019 13:32;10/09/2019;1:32:48 p. m.;1355;226;4;0;CamarasIMG19/E34;09100064.JPG;Ian;Gato;6;NA;con dueño;NA;SP|Gato, ID_gato|con dueño, Observador_gato|Ian
818;E34;E34;Gato;6216318;384497;10/09/2019 13:44;10/09/2019;1:44:41 p. m.;667;111;2;0;CamarasIMG19/E34;09100070.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
819;E34;E34;Gato;6216318;384497;10/09/2019 13:53;10/09/2019;1:53:50 p. m.;547;91;2;0;CamarasIMG19/E34;09100073.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
820;E34;E34;Gato;6216318;384497;10/09/2019 13:58;10/09/2019;1:58:05 p. m.;253;42;1;0;CamarasIMG19/E34;09100076.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
821;E34;E34;Gato;6216318;384497;10/09/2019 14:00;10/09/2019;2:00:48 p. m.;161;27;0;0;CamarasIMG19/E34;09100079.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
822;E34;E34;Gato;6216318;384497;10/09/2019 14:23;10/09/2019;2:23:26 p. m.;1356;226;4;0;CamarasIMG19/E34;09100082.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
823;E34;E34;Gato;6216318;384497;10/09/2019 14:44;10/09/2019;2:44:53 p. m.;1285;214;4;0;CamarasIMG19/E34;09100085.JPG;Ian;Gato;3;NA;asilvestrado conocido;NA;SP|Gato, ID_gato|asilvestrado conocido, Observador_gato|Ian
824;E34;E34;Gato;6216318;384497;10/09/2019 15:02;10/09/2019;3:02:48 p. m.;1073;179;3;0;CamarasIMG19/E34;09100088.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
825;E34;E34;Gato;6216318;384497;10/09/2019 15:07;10/09/2019;3:07:45 p. m.;295;49;1;0;CamarasIMG19/E34;09100091.JPG;Ian;Gato;2;NA;NA;NA;SP|Gato, Observador_gato|Ian
826;E34;E34;Gato;6216318;384497;10/09/2019 15:51;10/09/2019;3:51:35 p. m.;2629;438;7;0;CamarasIMG19/E34;09100094.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
827;E34;E34;Gato;6216318;384497;10/09/2019 16:29;10/09/2019;4:29:07 p. m.;2250;375;6;0;CamarasIMG19/E34;09100097.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
828;E34;E34;Gato;6216318;384497;10/09/2019 17:06;10/09/2019;5:06:54 p. m.;2265;378;6;0;CamarasIMG19/E34;09100100.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
829;E34;E34;Gato;6216318;384497;10/09/2019 17:15;10/09/2019;5:15:20 p. m.;504;84;1;0;CamarasIMG19/E34;09100106.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
830;E34;E34;Gato;6216318;384497;10/09/2019 18:05;10/09/2019;6:05:20 p. m.;2998;50;8;0;CamarasIMG19/E34;09100109.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
831;E34;E34;Gato;6216318;384497;10/09/2019 18:20;10/09/2019;6:20:44 p. m.;922;154;3;0;CamarasIMG19/E34;09100112.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
832;E34;E34;Gato;6216318;384497;10/09/2019 18:33;10/09/2019;6:33:01 p. m.;735;122;2;0;CamarasIMG19/E34;09100115.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
833;E34;E34;Gato;6216318;384497;10/09/2019 18:37;10/09/2019;6:37:34 p. m.;271;45;1;0;CamarasIMG19/E34;09100118.JPG;Ian;Gato;2;NA;NA;NA;SP|Gato, Observador_gato|Ian
834;E34;E34;Gato;6216318;384497;10/09/2019 18:44;10/09/2019;6:44:09 p. m.;394;66;1;0;CamarasIMG19/E34;09100121.JPG;Ian;Gato;2;NA;NA;NA;SP|Gato, Observador_gato|Ian
835;E34;E34;Gato;6216318;384497;10/09/2019 18:56;10/09/2019;6:56:53 p. m.;763;127;2;0;CamarasIMG19/E34;09100124.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
836;E34;E34;Gato;6216318;384497;10/09/2019 19:00;10/09/2019;7:00:21 p. m.;206;34;1;0;CamarasIMG19/E34;09100127.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
837;E34;E34;Gato;6216318;384497;10/09/2019 19:28;10/09/2019;7:28:30 p. m.;1687;281;5;0;CamarasIMG19/E34;09100133.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
838;E34;E34;Gato;6216318;384497;10/09/2019 19:37;10/09/2019;7:37:22 p. m.;530;88;1;0;CamarasIMG19/E34;09100136.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
839;E34;E34;Gato;6216318;384497;10/09/2019 19:41;10/09/2019;7:41:54 p. m.;270;45;1;0;CamarasIMG19/E34;09100139.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
840;E34;E34;Gato;6216318;384497;10/09/2019 20:03;10/09/2019;8:03:34 p. m.;1298;216;4;0;CamarasIMG19/E34;09100142.JPG;Ian;Gato;6;NA;NA;NA;SP|Gato, Observador_gato|Ian
841;E34;E34;Gato;6216318;384497;10/09/2019 20:26;10/09/2019;8:26:14 p. m.;1340;223;4;0;CamarasIMG19/E34;09100148.JPG;Ian;Gato;6;NA;NA;NA;SP|Gato, Observador_gato|Ian
842;E34;E34;Gato;6216318;384497;10/09/2019 22:25;10/09/2019;10:25:48 p. m.;7145;1191;2;1;CamarasIMG19/E34;09100157.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
843;E34;E34;Gato;6216318;384497;10/09/2019 22:37;10/09/2019;10:37:34 p. m.;704;117;2;0;CamarasIMG19/E34;09100160.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
844;E34;E34;Gato;6216318;384497;11/09/2019 0:18;11/09/2019;12:18:54 a. m.;6078;1013;17;1;CamarasIMG19/E34;09110175.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
845;E34;E34;Gato;6216318;384497;11/09/2019 1:45;11/09/2019;1:45:39 a. m.;5203;867;14;1;CamarasIMG19/E34;09110178.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
846;E34;E34;Gato;6216318;384497;11/09/2019 2:57;11/09/2019;2:57:58 a. m.;4337;723;12;0;CamarasIMG19/E34;09110181.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
847;E34;E34;Gato;6216318;384497;11/09/2019 4:14;11/09/2019;4:14:22 a. m.;4582;764;13;1;CamarasIMG19/E34;09110184.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
848;E34;E34;Gato;6216318;384497;11/09/2019 4:16;11/09/2019;4:16:48 a. m.;144;24;0;0;CamarasIMG19/E34;09110187.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
849;E34;E34;Gato;6216318;384497;11/09/2019 5:06;11/09/2019;5:06:35 a. m.;2985;498;8;0;CamarasIMG19/E34;09110190.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
850;E34;E34;Gato;6216318;384497;11/09/2019 5:48;11/09/2019;5:48:53 a. m.;2535;422;7;0;CamarasIMG19/E34;09110193.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
851;E34;E34;Gato;6216318;384497;11/09/2019 6:22;11/09/2019;6:22:48 a. m.;2033;339;6;0;CamarasIMG19/E34;09110196.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
852;E34;E34;Gato;6216318;384497;11/09/2019 9:04;11/09/2019;9:04:19 a. m.;9689;1615;27;1;CamarasIMG19/E34;09110211.JPG;Ian;Gato;6;NA;NA;NA;SP|Gato, Observador_gato|Ian
853;E34;E34;Gato;6216318;384497;11/09/2019 9:11;11/09/2019;9:11:32 a. m.;418;7;1;0;CamarasIMG19/E34;09110220.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
854;E34;E34;Gato;6216318;384497;11/09/2019 9:31;11/09/2019;9:31:09 a. m.;1175;196;3;0;CamarasIMG19/E34;09110223.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
855;E34;E34;Gato;6216318;384497;11/09/2019 9:33;11/09/2019;9:33:46 a. m.;155;26;0;0;CamarasIMG19/E34;09110226.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
856;E34;E34;Gato;6216318;384497;11/09/2019 9:45;11/09/2019;9:45:45 a. m.;717;119;2;0;CamarasIMG19/E34;09110229.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
857;E34;E34;Gato;6216318;384497;11/09/2019 10:52;11/09/2019;10:52:01 a. m.;3974;662;11;0;CamarasIMG19/E34;09110241.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
858;E34;E34;Gato;6216318;384497;11/09/2019 11:08;11/09/2019;11:08:36 a. m.;993;166;3;0;CamarasIMG19/E34;09110247.JPG;Ian;Gato;3;NA;asilvestrado conocido;NA;SP|Gato, ID_gato|asilvestrado conocido, Observador_gato|Ian
859;E34;E34;Gato;6216318;384497;11/09/2019 11:30;11/09/2019;11:30:31 a. m.;1313;219;4;0;CamarasIMG19/E34;09110256.JPG;Ian;Gato;2;NA;asilvestrado conocido;NA;SP|Gato, ID_gato|asilvestrado conocido, Observador_gato|Ian
860;E34;E34;Gato;6216318;384497;11/09/2019 11:54;11/09/2019;11:54:05 a. m.;1413;236;4;0;CamarasIMG19/E34;09110259.JPG;Ian;Gato;2;NA;asilvestrado conocido;NA;SP|Gato, ID_gato|asilvestrado conocido, Observador_gato|Ian
861;E34;E34;Gato;6216318;384497;11/09/2019 13:03;11/09/2019;1:03:12 p. m.;4146;691;12;0;CamarasIMG19/E34;09110262.JPG;Ian;Gato;3;NA;asilvestrado conocido;NA;SP|Gato, ID_gato|asilvestrado conocido, Observador_gato|Ian
862;E34;E34;Gato;6216318;384497;11/09/2019 13:10;11/09/2019;1:10:14 p. m.;420;7;1;0;CamarasIMG19/E34;09110265.JPG;Ian;Gato;5;2;NA;NA;SP|Gato, Grupo|2, Observador_gato|Ian
863;E34;E34;Gato;6216318;384497;11/09/2019 13:15;11/09/2019;1:15:44 p. m.;301;5;1;0;CamarasIMG19/E34;09110271.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
864;E34;E34;Gato;6216318;384497;11/09/2019 14:19;11/09/2019;2:19:36 p. m.;3830;638;11;0;CamarasIMG19/E34;09110280.JPG;Ian;Gato;3;NA;asilvestrado conocido;NA;SP|Gato, ID_gato|asilvestrado conocido, Observador_gato|Ian
865;E34;E34;Gato;6216318;384497;11/09/2019 14:51;11/09/2019;2:51:45 p. m.;1927;321;5;0;CamarasIMG19/E34;09110283.JPG;Ian;Gato;3;NA;asilvestrado conocido;NA;SP|Gato, ID_gato|asilvestrado conocido, Observador_gato|Ian
866;E34;E34;Gato;6216318;384497;11/09/2019 15:03;11/09/2019;3:03:45 p. m.;718;12;2;0;CamarasIMG19/E34;09110286.JPG;Ian;Gato;3;NA;asilvestrado conocido;NA;SP|Gato, ID_gato|asilvestrado conocido, Observador_gato|Ian
867;E34;E34;Gato;6216318;384497;11/09/2019 16:07;11/09/2019;4:07:55 p. m.;3848;641;11;0;CamarasIMG19/E34;09110292.JPG;Ian;Gato;3;NA;asilvestrado conocido;NA;SP|Gato, ID_gato|asilvestrado conocido, Observador_gato|Ian
868;E34;E34;Gato;6216318;384497;11/09/2019 16:16;11/09/2019;4:16:39 p. m.;522;87;1;0;CamarasIMG19/E34;09110295.JPG;Ian;Gato;6;NA;asilvestrado conocido;NA;SP|Gato, ID_gato|asilvestrado conocido, Observador_gato|Ian
869;E34;E34;Gato;6216318;384497;11/09/2019 16:20;11/09/2019;4:20:51 p. m.;132;22;0;0;CamarasIMG19/E34;09110301.JPG;Ian;Gato;6;NA;NA;NA;SP|Gato, Observador_gato|Ian
870;E34;E34;Gato;6216318;384497;11/09/2019 16:25;11/09/2019;4:25:43 p. m.;258;43;1;0;CamarasIMG19/E34;09110307.JPG;Ian;Gato;3;NA;asilvestrado conocido;NA;SP|Gato, ID_gato|asilvestrado conocido, Observador_gato|Ian
871;E34;E34;Gato;6216318;384497;11/09/2019 16:43;11/09/2019;4:43:33 p. m.;1068;178;3;0;CamarasIMG19/E34;09110313.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
872;E34;E34;Gato;6216318;384497;11/09/2019 17:31;11/09/2019;5:31:09 p. m.;2854;476;8;0;CamarasIMG19/E34;09110316.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
873;E34;E34;Gato;6216318;384497;11/09/2019 18:28;11/09/2019;6:28:33 p. m.;3442;574;1;0;CamarasIMG19/E34;09110319.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
874;E34;E34;Gato;6216318;384497;11/09/2019 18:33;11/09/2019;6:33:22 p. m.;287;48;1;0;CamarasIMG19/E34;09110322.JPG;Ian;Gato;9;NA;NA;NA;SP|Gato, Observador_gato|Ian
875;E34;E34;Gato;6216318;384497;11/09/2019 18:38;11/09/2019;6:38:07 p. m.;149;25;0;0;CamarasIMG19/E34;09110331.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
876;E34;E34;Gato;6216318;384497;11/09/2019 18:45;11/09/2019;6:45:08 p. m.;419;7;1;0;CamarasIMG19/E34;09110334.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
877;E34;E34;Gato;6216318;384497;11/09/2019 19:06;11/09/2019;7:06:10 p. m.;1260;21;4;0;CamarasIMG19/E34;09110337.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
878;E34;E34;Gato;6216318;384497;11/09/2019 19:17;11/09/2019;7:17:33 p. m.;681;113;2;0;CamarasIMG19/E34;09110340.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
879;E34;E34;Gato;6216318;384497;11/09/2019 19:39;11/09/2019;7:39:30 p. m.;1315;219;4;0;CamarasIMG19/E34;09110343.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
880;E34;E34;Gato;6216318;384497;11/09/2019 19:55;11/09/2019;7:55:22 p. m.;950;158;3;0;CamarasIMG19/E34;09110346.JPG;Ian;Gato;6;NA;NA;NA;SP|Gato, Observador_gato|Ian
881;E34;E34;Gato;6216318;384497;11/09/2019 19:59;11/09/2019;7:59:10 p. m.;170;28;0;0;CamarasIMG19/E34;09110352.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
882;E34;E34;Gato;6216318;384497;11/09/2019 21:16;11/09/2019;9:16:12 p. m.;4620;77;13;1;CamarasIMG19/E34;09110355.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
883;E34;E34;Gato;6216318;384497;11/09/2019 22:11;11/09/2019;10:11:03 p. m.;3288;548;9;0;CamarasIMG19/E34;09110358.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
884;E34;E34;Gato;6216318;384497;11/09/2019 22:33;11/09/2019;10:33:46 p. m.;1361;227;4;0;CamarasIMG19/E34;09110361.JPG;Ian;Gato;6;NA;NA;NA;SP|Gato, Observador_gato|Ian
885;E34;E34;Gato;6216318;384497;11/09/2019 22:37;11/09/2019;10:37:52 p. m.;149;25;0;0;CamarasIMG19/E34;09110367.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
886;E34;E34;Gato;6216318;384497;11/09/2019 23:22;11/09/2019;11:22:20 p. m.;2666;444;7;0;CamarasIMG19/E34;09110370.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
887;E34;E34;Gato;6216318;384497;11/09/2019 23:33;11/09/2019;11:33:18 p. m.;656;109;2;0;CamarasIMG19/E34;09110373.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
888;E34;E34;Gato;6216318;384497;11/09/2019 23:38;11/09/2019;11:38:18 p. m.;298;5;1;0;CamarasIMG19/E34;09110376.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
889;E34;E34;Gato;6216318;384497;12/09/2019 0:32;12/09/2019;12:32:23 a. m.;3243;54;9;0;CamarasIMG19/E34;09120379.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
890;E34;E34;Gato;6216318;384497;12/09/2019 1:10;12/09/2019;1:10:00 a. m.;2255;376;6;0;CamarasIMG19/E34;09120382.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
891;E34;E34;Gato;6216318;384497;12/09/2019 1:12;12/09/2019;1:12:03 a. m.;121;2;0;0;CamarasIMG19/E34;09120385.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
892;E34;E34;Gato;6216318;384497;12/09/2019 1:15;12/09/2019;1:15:51 a. m.;226;38;1;0;CamarasIMG19/E34;09120388.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
893;E34;E34;Gato;6216318;384497;12/09/2019 2:14;12/09/2019;2:14:17 a. m.;3504;584;1;0;CamarasIMG19/E34;09120394.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
894;E34;E34;Gato;6216318;384497;12/09/2019 3:14;12/09/2019;3:14:46 a. m.;3627;605;1;0;CamarasIMG19/E34;09120400.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
895;E34;E34;Gato;6216318;384497;12/09/2019 3:51;12/09/2019;3:51:52 a. m.;2224;371;6;0;CamarasIMG19/E34;09120403.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
896;E34;E34;Gato;6216318;384497;12/09/2019 4:31;12/09/2019;4:31:27 a. m.;2373;395;7;0;CamarasIMG19/E34;09120406.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
897;E34;E34;Gato;6216318;384497;12/09/2019 8:11;12/09/2019;8:11:15 a. m.;13186;2198;37;2;CamarasIMG19/E34;09120418.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
898;E34;E34;Gato;6216318;384497;12/09/2019 8:52;12/09/2019;8:52:19 a. m.;2462;41;7;0;CamarasIMG19/E34;09120421.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
899;E34;E34;Gato;6216318;384497;12/09/2019 9:13;12/09/2019;9:13:13 a. m.;1252;209;3;0;CamarasIMG19/E34;09120427.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
900;E34;E34;Gato;6216318;384497;12/09/2019 10:14;12/09/2019;10:14:04 a. m.;3649;608;1;0;CamarasIMG19/E34;09120433.JPG;Ian;Gato;3;NA;asilvestrado conocido;NA;SP|Gato, ID_gato|asilvestrado conocido, Observador_gato|Ian
901;E34;E34;Gato;6216318;384497;12/09/2019 10:50;12/09/2019;10:50:10 a. m.;2164;361;6;0;CamarasIMG19/E34;09120439.JPG;Ian;Gato;3;NA;asilvestrado conocido;NA;SP|Gato, ID_gato|asilvestrado conocido, Observador_gato|Ian
902;E34;E34;Gato;6216318;384497;12/09/2019 11:40;12/09/2019;11:40:52 a. m.;3040;507;8;0;CamarasIMG19/E34;09120442.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
903;E34;E34;Gato;6216318;384497;12/09/2019 11:44;12/09/2019;11:44:39 a. m.;225;38;1;0;CamarasIMG19/E34;09120445.JPG;Ian;Gato;3;NA;asilvestrado conocido;NA;SP|Gato, ID_gato|asilvestrado conocido, Observador_gato|Ian
904;E34;E34;Gato;6216318;384497;12/09/2019 11:48;12/09/2019;11:48:36 a. m.;235;39;1;0;CamarasIMG19/E34;09120448.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
905;E34;E34;Gato;6216318;384497;12/09/2019 12:48;12/09/2019;12:48:58 p. m.;3620;603;1;0;CamarasIMG19/E34;09120451.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
906;E34;E34;Gato;6216318;384497;12/09/2019 13:21;12/09/2019;1:21:32 p. m.;1952;325;5;0;CamarasIMG19/E34;09120454.JPG;Ian;Gato;3;NA;asilvestrado conocido;NA;SP|Gato, ID_gato|asilvestrado conocido, Observador_gato|Ian
907;E34;E34;Gato;6216318;384497;12/09/2019 13:58;12/09/2019;1:58:05 p. m.;2191;365;6;0;CamarasIMG19/E34;09120457.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
908;E34;E34;Gato;6216318;384497;12/09/2019 14:00;12/09/2019;2:00:08 p. m.;121;2;0;0;CamarasIMG19/E34;09120460.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
909;E34;E34;Gato;6216318;384497;12/09/2019 14:27;12/09/2019;2:27:53 p. m.;1663;277;5;0;CamarasIMG19/E34;09120463.JPG;Ian;Gato;6;NA;NA;NA;SP|Gato, Observador_gato|Ian
910;E34;E34;Gato;6216318;384497;12/09/2019 14:35;12/09/2019;2:35:21 p. m.;331;55;1;0;CamarasIMG19/E34;09120472.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
911;E34;E34;Gato;6216318;384497;12/09/2019 14:56;12/09/2019;2:56:34 p. m.;1271;212;4;0;CamarasIMG19/E34;09120475.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
912;E34;E34;Gato;6216318;384497;12/09/2019 15:04;12/09/2019;3:04:57 p. m.;501;83;1;0;CamarasIMG19/E34;09120478.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
