Station;zona;etapa;zona_etapa;Species;Cuando;hora_redondeo;time_1;time_2
E33;alta;2018;alta_2018;Gato_2018;06/09/2018 13:29;06/09/2018 13:00;13:29:00;0,56180556
E33;alta;2018;alta_2018;Gato_2018;06/09/2018 14:08;06/09/2018 14:00;14:08:00;0,58888889
E33;alta;2018;alta_2018;Gato_2018;06/09/2018 14:52;06/09/2018 15:00;14:52:00;0,61944444
E33;alta;2018;alta_2018;Gato_2018;06/09/2018 14:55;06/09/2018 15:00;14:55:00;0,62152778
E33;alta;2018;alta_2018;Gato_2018;06/09/2018 14:57;06/09/2018 15:00;14:57:00;0,62291667
E33;alta;2018;alta_2018;Gato_2018;06/09/2018 15:27;06/09/2018 15:00;15:27:00;0,64375
E33;alta;2018;alta_2018;Gato_2018;06/09/2018 16:28;06/09/2018 16:00;16:28:00;0,68611111
E33;alta;2018;alta_2018;Gato_2018;06/09/2018 16:38;06/09/2018 17:00;16:38:00;0,69305556
E33;alta;2018;alta_2018;Gato_2018;06/09/2018 18:45;06/09/2018 19:00;18:45:00;0,78125
E33;alta;2018;alta_2018;Gato_2018;06/09/2018 18:45;06/09/2018 19:00;18:45:00;0,78125
E33;alta;2018;alta_2018;Gato_2018;06/09/2018 18:45;06/09/2018 19:00;18:45:00;0,78125
E33;alta;2018;alta_2018;Gato_2018;06/09/2018 18:45;06/09/2018 19:00;18:45:00;0,78125
E33;alta;2018;alta_2018;Gato_2018;06/09/2018 18:45;06/09/2018 19:00;18:45:00;0,78125
E33;alta;2018;alta_2018;Gato_2018;06/09/2018 18:45;06/09/2018 19:00;18:45:00;0,78125
E33;alta;2018;alta_2018;Gato_2018;07/09/2018 7:48;07/09/2018 8:00;7:48:00;0,325
E33;alta;2018;alta_2018;Gato_2018;07/09/2018 7:52;07/09/2018 8:00;7:52:00;0,32777778
E33;alta;2018;alta_2018;Gato_2018;07/09/2018 10:01;07/09/2018 10:00;10:01:00;0,41736111
E33;alta;2018;alta_2018;Gato_2018;07/09/2018 10:23;07/09/2018 10:00;10:23:00;0,43263889
E33;alta;2018;alta_2018;Gato_2018;07/09/2018 10:48;07/09/2018 11:00;10:48:00;0,45
E33;alta;2018;alta_2018;Gato_2018;07/09/2018 12:11;07/09/2018 12:00;12:11:00;0,50763889
E33;alta;2018;alta_2018;Gato_2018;07/09/2018 12:29;07/09/2018 12:00;12:29:00;0,52013889
E33;alta;2018;alta_2018;Gato_2018;07/09/2018 12:46;07/09/2018 13:00;12:46:00;0,53194444
E33;alta;2018;alta_2018;Gato_2018;07/09/2018 19:08;07/09/2018 19:00;19:08:00;0,79722222
E33;alta;2018;alta_2018;Gato_2018;08/09/2018 5:19;08/09/2018 5:00;5:19:00;0,22152778
E33;alta;2018;alta_2018;Gato_2018;08/09/2018 8:35;08/09/2018 9:00;8:35:00;0,35763889
E33;alta;2018;alta_2018;Gato_2018;08/09/2018 8:55;08/09/2018 9:00;8:55:00;0,37152778
E34;alta;2018;alta_2018;Gato_2018;03/09/2018 11:04;03/09/2018 11:00;11:04:00;0,46111111
E34;alta;2018;alta_2018;Gato_2018;03/09/2018 11:15;03/09/2018 11:00;11:15:00;0,46875
E34;alta;2018;alta_2018;Gato_2018;03/09/2018 12:27;03/09/2018 12:00;12:27:00;0,51875
E34;alta;2018;alta_2018;Gato_2018;03/09/2018 15:40;03/09/2018 16:00;15:40:00;0,65277778
E34;alta;2018;alta_2018;Gato_2018;03/09/2018 15:45;03/09/2018 16:00;15:45:00;0,65625
E34;alta;2018;alta_2018;Gato_2018;03/09/2018 16:08;03/09/2018 16:00;16:08:00;0,67222222
E34;alta;2018;alta_2018;Gato_2018;03/09/2018 16:08;03/09/2018 16:00;16:08:00;0,67222222
E34;alta;2018;alta_2018;Gato_2018;03/09/2018 16:52;03/09/2018 17:00;16:52:00;0,70277778
E34;alta;2018;alta_2018;Gato_2018;03/09/2018 17:52;03/09/2018 18:00;17:52:00;0,74444444
E34;alta;2018;alta_2018;Gato_2018;03/09/2018 19:15;03/09/2018 19:00;19:15:00;0,80208333
E34;alta;2018;alta_2018;Gato_2018;04/09/2018 6:36;04/09/2018 7:00;6:36:00;0,275
E34;alta;2018;alta_2018;Gato_2018;04/09/2018 9:32;04/09/2018 10:00;9:32:00;0,39722222
E34;alta;2018;alta_2018;Gato_2018;04/09/2018 13:21;04/09/2018 13:00;13:21:00;0,55625
E34;alta;2018;alta_2018;Gato_2018;04/09/2018 13:34;04/09/2018 14:00;13:34:00;0,56527778
E34;alta;2018;alta_2018;Gato_2018;04/09/2018 13:50;04/09/2018 14:00;13:50:00;0,57638889
E34;alta;2018;alta_2018;Gato_2018;04/09/2018 14:47;04/09/2018 15:00;14:47:00;0,61597222
E34;alta;2018;alta_2018;Gato_2018;04/09/2018 14:56;04/09/2018 15:00;14:56:00;0,62222222
E34;alta;2018;alta_2018;Gato_2018;04/09/2018 15:38;04/09/2018 16:00;15:38:00;0,65138889
E34;alta;2018;alta_2018;Gato_2018;04/09/2018 16:07;04/09/2018 16:00;16:07:00;0,67152778
E34;alta;2018;alta_2018;Gato_2018;04/09/2018 16:11;04/09/2018 16:00;16:11:00;0,67430556
E34;alta;2018;alta_2018;Gato_2018;04/09/2018 16:33;04/09/2018 17:00;16:33:00;0,68958333
E34;alta;2018;alta_2018;Gato_2018;04/09/2018 17:02;04/09/2018 17:00;17:02:00;0,70972222
E34;alta;2018;alta_2018;Gato_2018;04/09/2018 17:21;04/09/2018 17:00;17:21:00;0,72291667
E34;alta;2018;alta_2018;Gato_2018;04/09/2018 18:29;04/09/2018 18:00;18:29:00;0,77013889
E34;alta;2018;alta_2018;Gato_2018;04/09/2018 18:54;04/09/2018 19:00;18:54:00;0,7875
E34;alta;2018;alta_2018;Gato_2018;05/09/2018 5:15;05/09/2018 5:00;5:15:00;0,21875
E34;alta;2018;alta_2018;Gato_2018;05/09/2018 5:29;05/09/2018 5:00;5:29:00;0,22847222
E34;alta;2018;alta_2018;Gato_2018;05/09/2018 7:00;05/09/2018 7:00;7:00:00;0,29166667
E34;alta;2018;alta_2018;Gato_2018;05/09/2018 10:02;05/09/2018 10:00;10:02:00;0,41805556
E34;alta;2018;alta_2018;Gato_2018;05/09/2018 15:45;05/09/2018 16:00;15:45:00;0,65625
E34;alta;2018;alta_2018;Gato_2018;05/09/2018 15:56;05/09/2018 16:00;15:56:00;0,66388889
E34;alta;2018;alta_2018;Gato_2018;05/09/2018 16:07;05/09/2018 16:00;16:07:00;0,67152778
E34;alta;2018;alta_2018;Gato_2018;05/09/2018 16:11;05/09/2018 16:00;16:11:00;0,67430556
E34;alta;2018;alta_2018;Gato_2018;05/09/2018 16:20;05/09/2018 16:00;16:20:00;0,68055556
E34;alta;2018;alta_2018;Gato_2018;05/09/2018 16:22;05/09/2018 16:00;16:22:00;0,68194444
E34;alta;2018;alta_2018;Gato_2018;05/09/2018 17:16;05/09/2018 17:00;17:16:00;0,71944444
E34;alta;2018;alta_2018;Gato_2018;05/09/2018 19:10;05/09/2018 19:00;19:10:00;0,79861111
E34;alta;2018;alta_2018;Gato_2018;05/09/2018 21:08;05/09/2018 21:00;21:08:00;0,88055556
E34;alta;2018;alta_2018;Gato_2018;05/09/2018 23:38;06/09/2018 0:00;23:38:00;0,98472222
E34;alta;2018;alta_2018;Gato_2018;06/09/2018 0:36;06/09/2018 1:00;0:36:00;0,025
E34;alta;2018;alta_2018;Gato_2018;06/09/2018 7:13;06/09/2018 7:00;7:13:00;0,30069444
E34;alta;2018;alta_2018;Gato_2018;06/09/2018 11:23;06/09/2018 11:00;11:23:00;0,47430556
E34;alta;2018;alta_2018;Gato_2018;06/09/2018 12:40;06/09/2018 13:00;12:40:00;0,52777778
E34;alta;2018;alta_2018;Gato_2018;06/09/2018 13:22;06/09/2018 13:00;13:22:00;0,55694444
E34;alta;2018;alta_2018;Gato_2018;06/09/2018 13:28;06/09/2018 13:00;13:28:00;0,56111111
E34;alta;2018;alta_2018;Gato_2018;06/09/2018 13:37;06/09/2018 14:00;13:37:00;0,56736111
E34;alta;2018;alta_2018;Gato_2018;06/09/2018 14:05;06/09/2018 14:00;14:05:00;0,58680556
E34;alta;2018;alta_2018;Gato_2018;06/09/2018 15:55;06/09/2018 16:00;15:55:00;0,66319444
E34;alta;2018;alta_2018;Gato_2018;06/09/2018 16:23;06/09/2018 16:00;16:23:00;0,68263889
E34;alta;2018;alta_2018;Gato_2018;06/09/2018 16:30;06/09/2018 17:00;16:30:00;0,6875
E34;alta;2018;alta_2018;Gato_2018;06/09/2018 16:35;06/09/2018 17:00;16:35:00;0,69097222
E34;alta;2018;alta_2018;Gato_2018;06/09/2018 17:05;06/09/2018 17:00;17:05:00;0,71180556
E34;alta;2018;alta_2018;Gato_2018;06/09/2018 17:37;06/09/2018 18:00;17:37:00;0,73402778
E34;alta;2018;alta_2018;Gato_2018;06/09/2018 18:42;06/09/2018 19:00;18:42:00;0,77916667
E34;alta;2018;alta_2018;Gato_2018;06/09/2018 18:48;06/09/2018 19:00;18:48:00;0,78333333
E34;alta;2018;alta_2018;Gato_2018;06/09/2018 21:11;06/09/2018 21:00;21:11:00;0,88263889
E34;alta;2018;alta_2018;Gato_2018;06/09/2018 21:39;06/09/2018 22:00;21:39:00;0,90208333
E34;alta;2018;alta_2018;Gato_2018;07/09/2018 0:14;07/09/2018 0:00;0:14:00;0,00972222
E34;alta;2018;alta_2018;Gato_2018;07/09/2018 1:53;07/09/2018 2:00;1:53:00;0,07847222
E34;alta;2018;alta_2018;Gato_2018;07/09/2018 6:15;07/09/2018 6:00;6:15:00;0,26041667
E34;alta;2018;alta_2018;Gato_2018;07/09/2018 11:56;07/09/2018 12:00;11:56:00;0,49722222
E34;alta;2018;alta_2018;Gato_2018;07/09/2018 12:30;07/09/2018 13:00;12:30:00;0,52083333
E34;alta;2018;alta_2018;Gato_2018;07/09/2018 14:59;07/09/2018 15:00;14:59:00;0,62430556
E34;alta;2018;alta_2018;Gato_2018;07/09/2018 15:19;07/09/2018 15:00;15:19:00;0,63819444
E34;alta;2018;alta_2018;Gato_2018;07/09/2018 16:35;07/09/2018 17:00;16:35:00;0,69097222
E34;alta;2018;alta_2018;Gato_2018;07/09/2018 16:43;07/09/2018 17:00;16:43:00;0,69652778
E34;alta;2018;alta_2018;Gato_2018;07/09/2018 16:50;07/09/2018 17:00;16:50:00;0,70138889
E34;alta;2018;alta_2018;Gato_2018;07/09/2018 18:02;07/09/2018 18:00;18:02:00;0,75138889
E34;alta;2018;alta_2018;Gato_2018;07/09/2018 19:19;07/09/2018 19:00;19:19:00;0,80486111
E34;alta;2018;alta_2018;Gato_2018;07/09/2018 23:27;07/09/2018 23:00;23:27:00;0,97708333
E34;alta;2018;alta_2018;Gato_2018;08/09/2018 6:19;08/09/2018 6:00;6:19:00;0,26319444
E34;alta;2018;alta_2018;Gato_2018;08/09/2018 7:51;08/09/2018 8:00;7:51:00;0,32708333
E01;media;2019;media_2019;Gato_2019;03/09/2019 8:01;03/09/2019 8:00;8:01:00;0,33402778
E01;media;2019;media_2019;Gato_2019;03/09/2019 12:08;03/09/2019 12:00;12:08:00;0,50555556
E01;media;2019;media_2019;Gato_2019;03/09/2019 12:11;03/09/2019 12:00;12:11:00;0,50763889
E01;media;2019;media_2019;Gato_2019;05/09/2019 10:22;05/09/2019 10:00;10:22:00;0,43194444
E02;media;2019;media_2019;Gato_2019;22/08/2019 11:31;22/08/2019 12:00;11:31:00;0,47986111
E03;alta;2019;alta_2019;Gato_2019;26/08/2019 20:25;26/08/2019 20:00;20:25:00;0,85069444
E03;alta;2019;alta_2019;Gato_2019;26/08/2019 21:12;26/08/2019 21:00;21:12:00;0,88333333
E03;alta;2019;alta_2019;Gato_2019;26/08/2019 21:49;26/08/2019 22:00;21:49:00;0,90902778
E03;alta;2019;alta_2019;Gato_2019;26/08/2019 22:25;26/08/2019 22:00;22:25:00;0,93402778
E03;alta;2019;alta_2019;Gato_2019;26/08/2019 23:50;27/08/2019 0:00;23:50:00;0,99305556
E03;alta;2019;alta_2019;Gato_2019;27/08/2019 0:45;27/08/2019 1:00;0:45:00;0,03125
E03;alta;2019;alta_2019;Gato_2019;27/08/2019 8:30;27/08/2019 9:00;8:30:00;0,35416667
E03;alta;2019;alta_2019;Gato_2019;27/08/2019 14:12;27/08/2019 14:00;14:12:00;0,59166667
E03;alta;2019;alta_2019;Gato_2019;27/08/2019 18:59;27/08/2019 19:00;18:59:00;0,79097222
E03;alta;2019;alta_2019;Gato_2019;27/08/2019 21:01;27/08/2019 21:00;21:01:00;0,87569444
E03;alta;2019;alta_2019;Gato_2019;27/08/2019 21:28;27/08/2019 21:00;21:28:00;0,89444444
E03;alta;2019;alta_2019;Gato_2019;28/08/2019 0:30;28/08/2019 1:00;0:30:00;0,02083333
E03;alta;2019;alta_2019;Gato_2019;28/08/2019 12:56;28/08/2019 13:00;12:56:00;0,53888889
E03;alta;2019;alta_2019;Gato_2019;28/08/2019 15:04;28/08/2019 15:00;15:04:00;0,62777778
E03;alta;2019;alta_2019;Gato_2019;28/08/2019 17:13;28/08/2019 17:00;17:13:00;0,71736111
E03;alta;2019;alta_2019;Gato_2019;28/08/2019 17:43;28/08/2019 18:00;17:43:00;0,73819444
E03;alta;2019;alta_2019;Gato_2019;28/08/2019 18:21;28/08/2019 18:00;18:21:00;0,76458333
E03;alta;2019;alta_2019;Gato_2019;29/08/2019 12:03;29/08/2019 12:00;12:03:00;0,50208333
E03;alta;2019;alta_2019;Gato_2019;29/08/2019 13:58;29/08/2019 14:00;13:58:00;0,58194444
E03;alta;2019;alta_2019;Gato_2019;29/08/2019 15:40;29/08/2019 16:00;15:40:00;0,65277778
E03;alta;2019;alta_2019;Gato_2019;29/08/2019 21:34;29/08/2019 22:00;21:34:00;0,89861111
E03;alta;2019;alta_2019;Gato_2019;30/08/2019 6:24;30/08/2019 6:00;6:24:00;0,26666667
E03;alta;2019;alta_2019;Gato_2019;30/08/2019 13:38;30/08/2019 14:00;13:38:00;0,56805556
E03;alta;2019;alta_2019;Gato_2019;30/08/2019 16:06;30/08/2019 16:00;16:06:00;0,67083333
E03;alta;2019;alta_2019;Gato_2019;30/08/2019 18:45;30/08/2019 19:00;18:45:00;0,78125
E03;alta;2019;alta_2019;Gato_2019;31/08/2019 6:22;31/08/2019 6:00;6:22:00;0,26527778
E05;alta;2019;alta_2019;Gato_2019;20/08/2019 13:31;20/08/2019 14:00;13:31:00;0,56319444
E05;alta;2019;alta_2019;Gato_2019;20/08/2019 20:10;20/08/2019 20:00;20:10:00;0,84027778
E05;alta;2019;alta_2019;Gato_2019;21/08/2019 10:47;21/08/2019 11:00;10:47:00;0,44930556
E05;alta;2019;alta_2019;Gato_2019;22/08/2019 14:43;22/08/2019 15:00;14:43:00;0,61319444
E05;alta;2019;alta_2019;Gato_2019;22/08/2019 19:35;22/08/2019 20:00;19:35:00;0,81597222
E05;alta;2019;alta_2019;Gato_2019;22/08/2019 21:27;22/08/2019 21:00;21:27:00;0,89375
E05;alta;2019;alta_2019;Gato_2019;22/08/2019 23:38;23/08/2019 0:00;23:38:00;0,98472222
E05;alta;2019;alta_2019;Gato_2019;23/08/2019 0:44;23/08/2019 1:00;0:44:00;0,03055556
E05;alta;2019;alta_2019;Gato_2019;23/08/2019 14:25;23/08/2019 14:00;14:25:00;0,60069444
E05;alta;2019;alta_2019;Gato_2019;23/08/2019 14:55;23/08/2019 15:00;14:55:00;0,62152778
E05;alta;2019;alta_2019;Gato_2019;23/08/2019 19:52;23/08/2019 20:00;19:52:00;0,82777778
E06;media;2019;media_2019;Gato_2019;05/09/2019 9:59;05/09/2019 10:00;9:59:00;0,41597222
E06;media;2019;media_2019;Gato_2019;05/09/2019 12:58;05/09/2019 13:00;12:58:00;0,54027778
E06;media;2019;media_2019;Gato_2019;06/09/2019 10:00;06/09/2019 10:00;10:00:00;0,41666667
E07;alta;2019;alta_2019;Gato_2019;26/08/2019 23:03;26/08/2019 23:00;23:03:00;0,96041667
E07;alta;2019;alta_2019;Gato_2019;27/08/2019 0:01;27/08/2019 0:00;0:01:00;0,00069444
E07;alta;2019;alta_2019;Gato_2019;27/08/2019 3:10;27/08/2019 3:00;3:10:00;0,13194444
E07;alta;2019;alta_2019;Gato_2019;27/08/2019 12:59;27/08/2019 13:00;12:59:00;0,54097222
E07;alta;2019;alta_2019;Gato_2019;27/08/2019 13:30;27/08/2019 14:00;13:30:00;0,5625
E07;alta;2019;alta_2019;Gato_2019;27/08/2019 15:52;27/08/2019 16:00;15:52:00;0,66111111
E07;alta;2019;alta_2019;Gato_2019;27/08/2019 16:27;27/08/2019 16:00;16:27:00;0,68541667
E07;alta;2019;alta_2019;Gato_2019;27/08/2019 20:20;27/08/2019 20:00;20:20:00;0,84722222
E07;alta;2019;alta_2019;Gato_2019;28/08/2019 9:47;28/08/2019 10:00;9:47:00;0,40763889
E07;alta;2019;alta_2019;Gato_2019;28/08/2019 13:16;28/08/2019 13:00;13:16:00;0,55277778
E07;alta;2019;alta_2019;Gato_2019;28/08/2019 20:25;28/08/2019 20:00;20:25:00;0,85069444
E07;alta;2019;alta_2019;Gato_2019;29/08/2019 5:34;29/08/2019 6:00;5:34:00;0,23194444
E07;alta;2019;alta_2019;Gato_2019;29/08/2019 5:34;29/08/2019 6:00;5:34:00;0,23194444
E07;alta;2019;alta_2019;Gato_2019;30/08/2019 1:51;30/08/2019 2:00;1:51:00;0,07708333
E07;alta;2019;alta_2019;Gato_2019;30/08/2019 3:13;30/08/2019 3:00;3:13:00;0,13402778
E07;alta;2019;alta_2019;Gato_2019;30/08/2019 3:15;30/08/2019 3:00;3:15:00;0,13541667
E07;alta;2019;alta_2019;Gato_2019;30/08/2019 9:21;30/08/2019 9:00;9:21:00;0,38958333
E07;alta;2019;alta_2019;Gato_2019;30/08/2019 9:45;30/08/2019 10:00;9:45:00;0,40625
E08;alta;2019;alta_2019;Gato_2019;02/09/2019 15:11;02/09/2019 15:00;15:11:00;0,63263889
E08;alta;2019;alta_2019;Gato_2019;03/09/2019 12:36;03/09/2019 13:00;12:36:00;0,525
E08;alta;2019;alta_2019;Gato_2019;05/09/2019 5:03;05/09/2019 5:00;5:03:00;0,21041667
E08;alta;2019;alta_2019;Gato_2019;05/09/2019 18:41;05/09/2019 19:00;18:41:00;0,77847222
E08;alta;2019;alta_2019;Gato_2019;05/09/2019 20:06;05/09/2019 20:00;20:06:00;0,8375
E08;alta;2019;alta_2019;Gato_2019;05/09/2019 22:54;05/09/2019 23:00;22:54:00;0,95416667
E09;alta;2019;alta_2019;Gato_2019;20/08/2019 13:31;20/08/2019 14:00;13:31:00;0,56319444
E09;alta;2019;alta_2019;Gato_2019;21/08/2019 9:33;21/08/2019 10:00;9:33:00;0,39791667
E09;alta;2019;alta_2019;Gato_2019;22/08/2019 2:31;22/08/2019 3:00;2:31:00;0,10486111
E09;alta;2019;alta_2019;Gato_2019;22/08/2019 5:52;22/08/2019 6:00;5:52:00;0,24444444
E09;alta;2019;alta_2019;Gato_2019;22/08/2019 9:12;22/08/2019 9:00;9:12:00;0,38333333
E09;alta;2019;alta_2019;Gato_2019;22/08/2019 11:24;22/08/2019 11:00;11:24:00;0,475
E09;alta;2019;alta_2019;Gato_2019;22/08/2019 12:20;22/08/2019 12:00;12:20:00;0,51388889
E09;alta;2019;alta_2019;Gato_2019;23/08/2019 15:17;23/08/2019 15:00;15:17:00;0,63680556
E09;alta;2019;alta_2019;Gato_2019;24/08/2019 9:58;24/08/2019 10:00;9:58:00;0,41527778
E11;alta;2019;alta_2019;Gato_2019;02/09/2019 20:01;02/09/2019 20:00;20:01:00;0,83402778
E11;alta;2019;alta_2019;Gato_2019;02/09/2019 22:41;02/09/2019 23:00;22:41:00;0,94513889
E11;alta;2019;alta_2019;Gato_2019;02/09/2019 23:06;02/09/2019 23:00;23:06:00;0,9625
E11;alta;2019;alta_2019;Gato_2019;03/09/2019 10:40;03/09/2019 11:00;10:40:00;0,44444444
E11;alta;2019;alta_2019;Gato_2019;03/09/2019 23:21;03/09/2019 23:00;23:21:00;0,97291667
E11;alta;2019;alta_2019;Gato_2019;04/09/2019 3:48;04/09/2019 4:00;3:48:00;0,15833333
E11;alta;2019;alta_2019;Gato_2019;05/09/2019 19:28;05/09/2019 19:00;19:28:00;0,81111111
E11;alta;2019;alta_2019;Gato_2019;05/09/2019 19:44;05/09/2019 20:00;19:44:00;0,82222222
E11;alta;2019;alta_2019;Gato_2019;06/09/2019 1:57;06/09/2019 2:00;1:57:00;0,08125
E11;alta;2019;alta_2019;Gato_2019;06/09/2019 2:01;06/09/2019 2:00;2:01:00;0,08402778
E11;alta;2019;alta_2019;Gato_2019;07/09/2019 3:59;07/09/2019 4:00;3:59:00;0,16597222
E11;alta;2019;alta_2019;Gato_2019;07/09/2019 6:12;07/09/2019 6:00;6:12:00;0,25833333
E12;alta;2019;alta_2019;Gato_2019;27/08/2019 10:13;27/08/2019 10:00;10:13:00;0,42569444
E12;alta;2019;alta_2019;Gato_2019;27/08/2019 11:43;27/08/2019 12:00;11:43:00;0,48819444
E12;alta;2019;alta_2019;Gato_2019;27/08/2019 18:36;27/08/2019 19:00;18:36:00;0,775
E12;alta;2019;alta_2019;Gato_2019;27/08/2019 19:15;27/08/2019 19:00;19:15:00;0,80208333
E12;alta;2019;alta_2019;Gato_2019;27/08/2019 19:24;27/08/2019 19:00;19:24:00;0,80833333
E12;alta;2019;alta_2019;Gato_2019;28/08/2019 1:38;28/08/2019 2:00;1:38:00;0,06805556
E12;alta;2019;alta_2019;Gato_2019;28/08/2019 9:48;28/08/2019 10:00;9:48:00;0,40833333
E12;alta;2019;alta_2019;Gato_2019;28/08/2019 14:15;28/08/2019 14:00;14:15:00;0,59375
E12;alta;2019;alta_2019;Gato_2019;28/08/2019 16:06;28/08/2019 16:00;16:06:00;0,67083333
E12;alta;2019;alta_2019;Gato_2019;29/08/2019 19:48;29/08/2019 20:00;19:48:00;0,825
E12;alta;2019;alta_2019;Gato_2019;30/08/2019 12:01;30/08/2019 12:00;12:01:00;0,50069444
E12;alta;2019;alta_2019;Gato_2019;30/08/2019 15:41;30/08/2019 16:00;15:41:00;0,65347222
E12;alta;2019;alta_2019;Gato_2019;30/08/2019 15:46;30/08/2019 16:00;15:46:00;0,65694444
E12;alta;2019;alta_2019;Gato_2019;30/08/2019 16:14;30/08/2019 16:00;16:14:00;0,67638889
E12;alta;2019;alta_2019;Gato_2019;30/08/2019 16:49;30/08/2019 17:00;16:49:00;0,70069444
E12;alta;2019;alta_2019;Gato_2019;30/08/2019 18:34;30/08/2019 19:00;18:34:00;0,77361111
E12;alta;2019;alta_2019;Gato_2019;30/08/2019 23:19;30/08/2019 23:00;23:19:00;0,97152778
E12;alta;2019;alta_2019;Gato_2019;31/08/2019 8:36;31/08/2019 9:00;8:36:00;0,35833333
E13;media;2019;media_2019;Gato_2019;04/09/2019 10:32;04/09/2019 11:00;10:32:00;0,43888889
E14;media;2019;media_2019;Gato_2019;03/09/2019 23:39;04/09/2019 0:00;23:39:00;0,98541667
E15;media;2019;media_2019;Gato_2019;27/08/2019 17:14;27/08/2019 17:00;17:14:00;0,71805556
E15;media;2019;media_2019;Gato_2019;29/08/2019 17:49;29/08/2019 18:00;17:49:00;0,74236111
E19;baja;2019;baja_2019;Gato_2019;27/08/2019 20:29;27/08/2019 20:00;20:29:00;0,85347222
E19;baja;2019;baja_2019;Gato_2019;29/08/2019 23:32;30/08/2019 0:00;23:32:00;0,98055556
E19;baja;2019;baja_2019;Gato_2019;31/08/2019 5:13;31/08/2019 5:00;5:13:00;0,21736111
E19;baja;2019;baja_2019;Gato_2019;31/08/2019 5:13;31/08/2019 5:00;5:13:00;0,21736111
E20;baja;2019;baja_2019;Gato_2019;02/09/2019 20:59;02/09/2019 21:00;20:59:00;0,87430556
E20;baja;2019;baja_2019;Gato_2019;04/09/2019 19:00;04/09/2019 19:00;19:00:00;0,79166667
E20;baja;2019;baja_2019;Gato_2019;05/09/2019 6:36;05/09/2019 7:00;6:36:00;0,275
E20;baja;2019;baja_2019;Gato_2019;05/09/2019 18:38;05/09/2019 19:00;18:38:00;0,77638889
E20;baja;2019;baja_2019;Gato_2019;06/09/2019 7:33;06/09/2019 8:00;7:33:00;0,31458333
E20;baja;2019;baja_2019;Gato_2019;06/09/2019 18:03;06/09/2019 18:00;18:03:00;0,75208333
E20;baja;2019;baja_2019;Gato_2019;06/09/2019 20:09;06/09/2019 20:00;20:09:00;0,83958333
E20;baja;2019;baja_2019;Gato_2019;07/09/2019 7:16;07/09/2019 7:00;7:16:00;0,30277778
E22;media;2019;media_2019;Gato_2019;27/08/2019 0:37;27/08/2019 1:00;0:37:00;0,02569444
E22;media;2019;media_2019;Gato_2019;27/08/2019 22:11;27/08/2019 22:00;22:11:00;0,92430556
E22;media;2019;media_2019;Gato_2019;27/08/2019 22:11;27/08/2019 22:00;22:11:00;0,92430556
E23;media;2019;media_2019;Gato_2019;28/08/2019 6:55;28/08/2019 7:00;6:55:00;0,28819444
E27;baja;2019;baja_2019;Gato_2019;28/08/2019 4:20;28/08/2019 4:00;4:20:00;0,18055556
E27;baja;2019;baja_2019;Gato_2019;28/08/2019 7:15;28/08/2019 7:00;7:15:00;0,30208333
E27;baja;2019;baja_2019;Gato_2019;28/08/2019 20:59;28/08/2019 21:00;20:59:00;0,87430556
E28;media;2019;media_2019;Gato_2019;19/08/2019 20:07;19/08/2019 20:00;20:07:00;0,83819444
E30;media;2019;media_2019;Gato_2019;28/08/2019 18:34;28/08/2019 19:00;18:34:00;0,77361111
E30;media;2019;media_2019;Gato_2019;31/08/2019 5:40;31/08/2019 6:00;5:40:00;0,23611111
E31;media;2019;media_2019;Gato_2019;11/09/2019 11:08;11/09/2019 11:00;11:08:00;0,46388889
E31;media;2019;media_2019;Gato_2019;12/09/2019 11:11;12/09/2019 11:00;11:11:00;0,46597222
E32;media;2019;media_2019;Gato_2019;11/09/2019 14:57;11/09/2019 15:00;14:57:00;0,62291667
E33;alta;2019;alta_2019;Gato_2019;10/09/2019 9:51;10/09/2019 10:00;9:51:00;0,41041667
E33;alta;2019;alta_2019;Gato_2019;10/09/2019 9:58;10/09/2019 10:00;9:58:00;0,41527778
E33;alta;2019;alta_2019;Gato_2019;10/09/2019 10:08;10/09/2019 10:00;10:08:00;0,42222222
E33;alta;2019;alta_2019;Gato_2019;10/09/2019 10:10;10/09/2019 10:00;10:10:00;0,42361111
E33;alta;2019;alta_2019;Gato_2019;10/09/2019 10:13;10/09/2019 10:00;10:13:00;0,42569444
E33;alta;2019;alta_2019;Gato_2019;10/09/2019 10:17;10/09/2019 10:00;10:17:00;0,42847222
E33;alta;2019;alta_2019;Gato_2019;10/09/2019 10:24;10/09/2019 10:00;10:24:00;0,43333333
E33;alta;2019;alta_2019;Gato_2019;10/09/2019 10:30;10/09/2019 11:00;10:30:00;0,4375
E33;alta;2019;alta_2019;Gato_2019;10/09/2019 10:44;10/09/2019 11:00;10:44:00;0,44722222
E33;alta;2019;alta_2019;Gato_2019;10/09/2019 10:48;10/09/2019 11:00;10:48:00;0,45
E33;alta;2019;alta_2019;Gato_2019;10/09/2019 10:52;10/09/2019 11:00;10:52:00;0,45277778
E33;alta;2019;alta_2019;Gato_2019;10/09/2019 11:00;10/09/2019 11:00;11:00:00;0,45833333
E33;alta;2019;alta_2019;Gato_2019;10/09/2019 11:19;10/09/2019 11:00;11:19:00;0,47152778
E33;alta;2019;alta_2019;Gato_2019;10/09/2019 11:31;10/09/2019 12:00;11:31:00;0,47986111
E33;alta;2019;alta_2019;Gato_2019;10/09/2019 11:34;10/09/2019 12:00;11:34:00;0,48194444
