"","Station","Species","Cuando","hora_redondeo"
"386","E05","Gato_2019","23/08/2019 0:44","23/08/2019 1:00"
"387","E05","Gato_2019","23/08/2019 14:25","23/08/2019 14:00"
"388","E05","Gato_2019","23/08/2019 14:55","23/08/2019 15:00"
"389","E05","Gato_2019","23/08/2019 19:52","23/08/2019 20:00"
"390","E06","Gato_2019","05/09/2019 9:59","05/09/2019 10:00"
"391","E06","Gato_2019","05/09/2019 12:58","05/09/2019 13:00"
"392","E06","Gato_2019","06/09/2019 10:00","06/09/2019 10:00"
"393","E07","Gato_2019","26/08/2019 23:03","26/08/2019 23:00"
"394","E07","Gato_2019","27/08/2019 0:01","27/08/2019 0:00"
"395","E07","Gato_2019","27/08/2019 3:10","27/08/2019 3:00"
"396","E07","Gato_2019","27/08/2019 12:59","27/08/2019 13:00"
"397","E07","Gato_2019","27/08/2019 13:30","27/08/2019 14:00"
"398","E07","Gato_2019","27/08/2019 15:52","27/08/2019 16:00"
"399","E07","Gato_2019","27/08/2019 16:27","27/08/2019 16:00"
"400","E07","Gato_2019","27/08/2019 20:20","27/08/2019 20:00"
"401","E07","Gato_2019","28/08/2019 9:47","28/08/2019 10:00"
"402","E07","Gato_2019","28/08/2019 13:16","28/08/2019 13:00"
"403","E07","Gato_2019","28/08/2019 20:25","28/08/2019 20:00"
"404","E07","Gato_2019","29/08/2019 5:34","29/08/2019 6:00"
"405","E07","Gato_2019","29/08/2019 5:34","29/08/2019 6:00"
"406","E07","Gato_2019","30/08/2019 1:51","30/08/2019 2:00"
"407","E07","Gato_2019","30/08/2019 3:13","30/08/2019 3:00"
"408","E07","Gato_2019","30/08/2019 3:15","30/08/2019 3:00"
"409","E07","Gato_2019","30/08/2019 9:21","30/08/2019 9:00"
"410","E07","Gato_2019","30/08/2019 9:45","30/08/2019 10:00"
"411","E08","Gato_2019","02/09/2019 15:11","02/09/2019 15:00"
"412","E08","Gato_2019","03/09/2019 12:36","03/09/2019 13:00"
"413","E08","Gato_2019","05/09/2019 5:03","05/09/2019 5:00"
"414","E08","Gato_2019","05/09/2019 18:41","05/09/2019 19:00"
"415","E08","Gato_2019","05/09/2019 20:06","05/09/2019 20:00"
"416","E08","Gato_2019","05/09/2019 22:54","05/09/2019 23:00"
"417","E09","Gato_2019","20/08/2019 13:31","20/08/2019 14:00"
"418","E09","Gato_2019","21/08/2019 9:33","21/08/2019 10:00"
"419","E09","Gato_2019","22/08/2019 2:31","22/08/2019 3:00"
"420","E09","Gato_2019","22/08/2019 5:52","22/08/2019 6:00"
"421","E09","Gato_2019","22/08/2019 9:12","22/08/2019 9:00"
"422","E09","Gato_2019","22/08/2019 11:24","22/08/2019 11:00"
"423","E09","Gato_2019","22/08/2019 12:20","22/08/2019 12:00"
"424","E09","Gato_2019","23/08/2019 15:17","23/08/2019 15:00"
"425","E09","Gato_2019","24/08/2019 9:58","24/08/2019 10:00"
"426","E11","Gato_2019","02/09/2019 20:01","02/09/2019 20:00"
"427","E11","Gato_2019","02/09/2019 22:41","02/09/2019 23:00"
"428","E11","Gato_2019","02/09/2019 23:06","02/09/2019 23:00"
"429","E11","Gato_2019","03/09/2019 10:40","03/09/2019 11:00"
"430","E11","Gato_2019","03/09/2019 23:21","03/09/2019 23:00"
"431","E11","Gato_2019","04/09/2019 3:48","04/09/2019 4:00"
"432","E11","Gato_2019","05/09/2019 19:28","05/09/2019 19:00"
"433","E11","Gato_2019","05/09/2019 19:44","05/09/2019 20:00"
"434","E11","Gato_2019","06/09/2019 1:57","06/09/2019 2:00"
"435","E11","Gato_2019","06/09/2019 2:01","06/09/2019 2:00"
"436","E11","Gato_2019","07/09/2019 3:59","07/09/2019 4:00"
"437","E11","Gato_2019","07/09/2019 6:12","07/09/2019 6:00"
"438","E12","Gato_2019","27/08/2019 10:13","27/08/2019 10:00"
"439","E12","Gato_2019","27/08/2019 11:43","27/08/2019 12:00"
"440","E12","Gato_2019","27/08/2019 18:36","27/08/2019 19:00"
"441","E12","Gato_2019","27/08/2019 19:15","27/08/2019 19:00"
"442","E12","Gato_2019","27/08/2019 19:24","27/08/2019 19:00"
"443","E12","Gato_2019","28/08/2019 1:38","28/08/2019 2:00"
"444","E12","Gato_2019","28/08/2019 9:48","28/08/2019 10:00"
"445","E12","Gato_2019","28/08/2019 14:15","28/08/2019 14:00"
"446","E12","Gato_2019","28/08/2019 16:06","28/08/2019 16:00"
"447","E12","Gato_2019","29/08/2019 19:48","29/08/2019 20:00"
"448","E12","Gato_2019","30/08/2019 12:01","30/08/2019 12:00"
"449","E12","Gato_2019","30/08/2019 15:41","30/08/2019 16:00"
"450","E12","Gato_2019","30/08/2019 15:46","30/08/2019 16:00"
"451","E12","Gato_2019","30/08/2019 16:14","30/08/2019 16:00"
"452","E12","Gato_2019","30/08/2019 16:49","30/08/2019 17:00"
"453","E12","Gato_2019","30/08/2019 18:34","30/08/2019 19:00"
"454","E12","Gato_2019","30/08/2019 23:19","30/08/2019 23:00"
"455","E12","Gato_2019","31/08/2019 8:36","31/08/2019 9:00"
"456","E13","Gato_2019","04/09/2019 10:32","04/09/2019 11:00"
"457","E14","Gato_2019","03/09/2019 23:39","04/09/2019 0:00"
"458","E15","Gato_2019","27/08/2019 17:14","27/08/2019 17:00"
"459","E15","Gato_2019","29/08/2019 17:49","29/08/2019 18:00"
"460","E19","Gato_2019","27/08/2019 20:29","27/08/2019 20:00"
"461","E19","Gato_2019","29/08/2019 23:32","30/08/2019 0:00"
"462","E19","Gato_2019","31/08/2019 5:13","31/08/2019 5:00"
"463","E19","Gato_2019","31/08/2019 5:13","31/08/2019 5:00"
"464","E20","Gato_2019","02/09/2019 20:59","02/09/2019 21:00"
"465","E20","Gato_2019","04/09/2019 19:00","04/09/2019 19:00"
"466","E20","Gato_2019","05/09/2019 6:36","05/09/2019 7:00"
"467","E20","Gato_2019","05/09/2019 18:38","05/09/2019 19:00"
"468","E20","Gato_2019","06/09/2019 7:33","06/09/2019 8:00"
"469","E20","Gato_2019","06/09/2019 18:03","06/09/2019 18:00"
"470","E20","Gato_2019","06/09/2019 20:09","06/09/2019 20:00"
"471","E20","Gato_2019","07/09/2019 7:16","07/09/2019 7:00"
"472","E22","Gato_2019","27/08/2019 0:37","27/08/2019 1:00"
"473","E22","Gato_2019","27/08/2019 22:11","27/08/2019 22:00"
"474","E22","Gato_2019","27/08/2019 22:11","27/08/2019 22:00"
"475","E23","Gato_2019","28/08/2019 6:55","28/08/2019 7:00"
"476","E27","Gato_2019","28/08/2019 4:20","28/08/2019 4:00"
"477","E27","Gato_2019","28/08/2019 7:15","28/08/2019 7:00"
"478","E27","Gato_2019","28/08/2019 20:59","28/08/2019 21:00"
"479","E28","Gato_2019","19/08/2019 20:07","19/08/2019 20:00"
"480","E30","Gato_2019","28/08/2019 18:34","28/08/2019 19:00"
"481","E30","Gato_2019","31/08/2019 5:40","31/08/2019 6:00"
"482","E31","Gato_2019","11/09/2019 11:08","11/09/2019 11:00"
"483","E31","Gato_2019","12/09/2019 11:11","12/09/2019 11:00"
"484","E32","Gato_2019","11/09/2019 14:57","11/09/2019 15:00"
"485","E33","Gato_2019","10/09/2019 9:51","10/09/2019 10:00"
"486","E33","Gato_2019","10/09/2019 9:58","10/09/2019 10:00"
"487","E33","Gato_2019","10/09/2019 10:08","10/09/2019 10:00"
"488","E33","Gato_2019","10/09/2019 10:10","10/09/2019 10:00"
"489","E33","Gato_2019","10/09/2019 10:13","10/09/2019 10:00"
"490","E33","Gato_2019","10/09/2019 10:17","10/09/2019 10:00"
"491","E33","Gato_2019","10/09/2019 10:24","10/09/2019 10:00"
"492","E33","Gato_2019","10/09/2019 10:30","10/09/2019 11:00"
"493","E33","Gato_2019","10/09/2019 10:44","10/09/2019 11:00"
"494","E33","Gato_2019","10/09/2019 10:48","10/09/2019 11:00"
"495","E33","Gato_2019","10/09/2019 10:52","10/09/2019 11:00"
"496","E33","Gato_2019","10/09/2019 11:00","10/09/2019 11:00"
"497","E33","Gato_2019","10/09/2019 11:19","10/09/2019 11:00"
"498","E33","Gato_2019","10/09/2019 11:31","10/09/2019 12:00"
"499","E33","Gato_2019","10/09/2019 11:34","10/09/2019 12:00"
"500","E33","Gato_2019","10/09/2019 11:41","10/09/2019 12:00"
"501","E33","Gato_2019","10/09/2019 11:49","10/09/2019 12:00"
"502","E33","Gato_2019","10/09/2019 11:52","10/09/2019 12:00"
"503","E33","Gato_2019","10/09/2019 11:52","10/09/2019 12:00"
"504","E33","Gato_2019","10/09/2019 11:55","10/09/2019 12:00"
"505","E33","Gato_2019","10/09/2019 11:55","10/09/2019 12:00"
"506","E33","Gato_2019","10/09/2019 12:02","10/09/2019 12:00"
"507","E33","Gato_2019","10/09/2019 12:06","10/09/2019 12:00"
"508","E33","Gato_2019","10/09/2019 12:06","10/09/2019 12:00"
"509","E33","Gato_2019","10/09/2019 12:12","10/09/2019 12:00"
"510","E33","Gato_2019","10/09/2019 12:12","10/09/2019 12:00"
"511","E33","Gato_2019","10/09/2019 12:25","10/09/2019 12:00"
"512","E33","Gato_2019","10/09/2019 12:28","10/09/2019 12:00"
"513","E33","Gato_2019","10/09/2019 12:28","10/09/2019 12:00"
"514","E33","Gato_2019","10/09/2019 12:42","10/09/2019 13:00"
"515","E33","Gato_2019","10/09/2019 12:45","10/09/2019 13:00"
"516","E33","Gato_2019","10/09/2019 12:54","10/09/2019 13:00"
"517","E33","Gato_2019","10/09/2019 12:54","10/09/2019 13:00"
"518","E33","Gato_2019","10/09/2019 12:56","10/09/2019 13:00"
"519","E33","Gato_2019","10/09/2019 12:56","10/09/2019 13:00"
"520","E33","Gato_2019","10/09/2019 13:06","10/09/2019 13:00"
"521","E33","Gato_2019","10/09/2019 13:08","10/09/2019 13:00"
"522","E33","Gato_2019","10/09/2019 13:14","10/09/2019 13:00"
"523","E33","Gato_2019","10/09/2019 13:25","10/09/2019 13:00"
"524","E33","Gato_2019","10/09/2019 13:34","10/09/2019 14:00"
"525","E33","Gato_2019","10/09/2019 13:47","10/09/2019 14:00"
"526","E33","Gato_2019","10/09/2019 13:57","10/09/2019 14:00"
"527","E33","Gato_2019","10/09/2019 14:00","10/09/2019 14:00"
"528","E33","Gato_2019","10/09/2019 14:07","10/09/2019 14:00"
"529","E33","Gato_2019","10/09/2019 14:11","10/09/2019 14:00"
"530","E33","Gato_2019","10/09/2019 14:15","10/09/2019 14:00"
"531","E33","Gato_2019","10/09/2019 14:24","10/09/2019 14:00"
"532","E33","Gato_2019","10/09/2019 14:28","10/09/2019 14:00"
"533","E33","Gato_2019","10/09/2019 14:35","10/09/2019 15:00"
"534","E33","Gato_2019","10/09/2019 14:38","10/09/2019 15:00"
"535","E33","Gato_2019","10/09/2019 14:38","10/09/2019 15:00"
"536","E33","Gato_2019","10/09/2019 14:38","10/09/2019 15:00"
"537","E33","Gato_2019","10/09/2019 14:50","10/09/2019 15:00"
"538","E33","Gato_2019","10/09/2019 14:54","10/09/2019 15:00"
"539","E33","Gato_2019","10/09/2019 14:54","10/09/2019 15:00"
"540","E33","Gato_2019","10/09/2019 14:54","10/09/2019 15:00"
"541","E33","Gato_2019","10/09/2019 15:05","10/09/2019 15:00"
"542","E33","Gato_2019","10/09/2019 15:10","10/09/2019 15:00"
"543","E33","Gato_2019","10/09/2019 15:18","10/09/2019 15:00"
"544","E33","Gato_2019","10/09/2019 15:29","10/09/2019 15:00"
"545","E33","Gato_2019","10/09/2019 15:32","10/09/2019 16:00"
"546","E33","Gato_2019","10/09/2019 15:38","10/09/2019 16:00"
"547","E33","Gato_2019","10/09/2019 15:38","10/09/2019 16:00"
"548","E33","Gato_2019","10/09/2019 15:43","10/09/2019 16:00"
"549","E33","Gato_2019","10/09/2019 15:56","10/09/2019 16:00"
"550","E33","Gato_2019","10/09/2019 16:04","10/09/2019 16:00"
"551","E33","Gato_2019","10/09/2019 16:20","10/09/2019 16:00"
"552","E33","Gato_2019","10/09/2019 16:55","10/09/2019 17:00"
"553","E33","Gato_2019","10/09/2019 16:55","10/09/2019 17:00"
"554","E33","Gato_2019","10/09/2019 17:19","10/09/2019 17:00"
"555","E33","Gato_2019","10/09/2019 17:34","10/09/2019 18:00"
"556","E33","Gato_2019","10/09/2019 17:36","10/09/2019 18:00"
"557","E33","Gato_2019","10/09/2019 17:44","10/09/2019 18:00"
"558","E33","Gato_2019","10/09/2019 17:47","10/09/2019 18:00"
"559","E33","Gato_2019","10/09/2019 17:50","10/09/2019 18:00"
"560","E33","Gato_2019","10/09/2019 17:56","10/09/2019 18:00"
"561","E33","Gato_2019","10/09/2019 18:03","10/09/2019 18:00"
"562","E33","Gato_2019","10/09/2019 18:09","10/09/2019 18:00"
"563","E33","Gato_2019","10/09/2019 18:26","10/09/2019 18:00"
"564","E33","Gato_2019","10/09/2019 18:33","10/09/2019 19:00"
"565","E33","Gato_2019","10/09/2019 19:00","10/09/2019 19:00"
"566","E33","Gato_2019","10/09/2019 19:00","10/09/2019 19:00"
"567","E33","Gato_2019","10/09/2019 19:04","10/09/2019 19:00"
"568","E33","Gato_2019","10/09/2019 19:14","10/09/2019 19:00"
"569","E33","Gato_2019","10/09/2019 19:19","10/09/2019 19:00"
"570","E33","Gato_2019","10/09/2019 19:19","10/09/2019 19:00"
"571","E33","Gato_2019","10/09/2019 19:24","10/09/2019 19:00"
"572","E33","Gato_2019","10/09/2019 19:30","10/09/2019 20:00"
"573","E33","Gato_2019","10/09/2019 19:30","10/09/2019 20:00"
"574","E33","Gato_2019","10/09/2019 19:30","10/09/2019 20:00"
"575","E33","Gato_2019","10/09/2019 19:34","10/09/2019 20:00"
"576","E33","Gato_2019","10/09/2019 19:42","10/09/2019 20:00"
"577","E33","Gato_2019","10/09/2019 19:42","10/09/2019 20:00"
"578","E33","Gato_2019","10/09/2019 19:42","10/09/2019 20:00"
"579","E33","Gato_2019","10/09/2019 19:46","10/09/2019 20:00"
"580","E33","Gato_2019","10/09/2019 19:53","10/09/2019 20:00"
"581","E33","Gato_2019","10/09/2019 20:01","10/09/2019 20:00"
"582","E33","Gato_2019","10/09/2019 20:08","10/09/2019 20:00"
"583","E33","Gato_2019","10/09/2019 20:16","10/09/2019 20:00"
"584","E33","Gato_2019","10/09/2019 20:30","10/09/2019 21:00"
"585","E33","Gato_2019","10/09/2019 20:30","10/09/2019 21:00"
"586","E33","Gato_2019","10/09/2019 20:39","10/09/2019 21:00"
"587","E33","Gato_2019","10/09/2019 20:52","10/09/2019 21:00"
"588","E33","Gato_2019","10/09/2019 20:52","10/09/2019 21:00"
"589","E33","Gato_2019","10/09/2019 21:08","10/09/2019 21:00"
"590","E33","Gato_2019","10/09/2019 21:10","10/09/2019 21:00"
"591","E33","Gato_2019","10/09/2019 21:21","10/09/2019 21:00"
"592","E33","Gato_2019","10/09/2019 21:41","10/09/2019 22:00"
"593","E33","Gato_2019","10/09/2019 21:44","10/09/2019 22:00"
"594","E33","Gato_2019","10/09/2019 21:54","10/09/2019 22:00"
"595","E33","Gato_2019","10/09/2019 22:03","10/09/2019 22:00"
"596","E33","Gato_2019","10/09/2019 22:11","10/09/2019 22:00"
"597","E33","Gato_2019","10/09/2019 22:15","10/09/2019 22:00"
"598","E33","Gato_2019","10/09/2019 22:23","10/09/2019 22:00"
"599","E33","Gato_2019","10/09/2019 22:33","10/09/2019 23:00"
"600","E33","Gato_2019","10/09/2019 22:38","10/09/2019 23:00"
"601","E33","Gato_2019","10/09/2019 22:44","10/09/2019 23:00"
"602","E33","Gato_2019","10/09/2019 22:56","10/09/2019 23:00"
"603","E33","Gato_2019","10/09/2019 22:56","10/09/2019 23:00"
"604","E33","Gato_2019","10/09/2019 22:56","10/09/2019 23:00"
"605","E33","Gato_2019","10/09/2019 22:56","10/09/2019 23:00"
"606","E33","Gato_2019","10/09/2019 22:56","10/09/2019 23:00"
"607","E33","Gato_2019","10/09/2019 22:56","10/09/2019 23:00"
"608","E33","Gato_2019","10/09/2019 23:03","10/09/2019 23:00"
"609","E33","Gato_2019","10/09/2019 23:11","10/09/2019 23:00"
"610","E33","Gato_2019","10/09/2019 23:15","10/09/2019 23:00"
"611","E33","Gato_2019","10/09/2019 23:28","10/09/2019 23:00"
"612","E33","Gato_2019","10/09/2019 23:36","11/09/2019 0:00"
"613","E33","Gato_2019","10/09/2019 23:47","11/09/2019 0:00"
"614","E33","Gato_2019","11/09/2019 0:09","11/09/2019 0:00"
"615","E33","Gato_2019","11/09/2019 0:26","11/09/2019 0:00"
"616","E33","Gato_2019","11/09/2019 0:59","11/09/2019 1:00"
"617","E33","Gato_2019","11/09/2019 1:07","11/09/2019 1:00"
"618","E33","Gato_2019","11/09/2019 1:44","11/09/2019 2:00"
"619","E33","Gato_2019","11/09/2019 2:02","11/09/2019 2:00"
"620","E33","Gato_2019","11/09/2019 2:11","11/09/2019 2:00"
"621","E33","Gato_2019","11/09/2019 2:19","11/09/2019 2:00"
"622","E33","Gato_2019","11/09/2019 2:25","11/09/2019 2:00"
"623","E33","Gato_2019","11/09/2019 2:39","11/09/2019 3:00"
"624","E33","Gato_2019","11/09/2019 2:52","11/09/2019 3:00"
"625","E33","Gato_2019","11/09/2019 3:05","11/09/2019 3:00"
"626","E33","Gato_2019","11/09/2019 3:17","11/09/2019 3:00"
"627","E33","Gato_2019","11/09/2019 3:17","11/09/2019 3:00"
"628","E33","Gato_2019","11/09/2019 3:42","11/09/2019 4:00"
"629","E33","Gato_2019","11/09/2019 3:49","11/09/2019 4:00"
"630","E33","Gato_2019","11/09/2019 3:53","11/09/2019 4:00"
"631","E33","Gato_2019","11/09/2019 4:00","11/09/2019 4:00"
"632","E33","Gato_2019","11/09/2019 4:14","11/09/2019 4:00"
"633","E33","Gato_2019","11/09/2019 4:56","11/09/2019 5:00"
"634","E33","Gato_2019","11/09/2019 5:16","11/09/2019 5:00"
"635","E33","Gato_2019","11/09/2019 5:39","11/09/2019 6:00"
"636","E33","Gato_2019","11/09/2019 5:52","11/09/2019 6:00"
"637","E33","Gato_2019","11/09/2019 6:06","11/09/2019 6:00"
"638","E33","Gato_2019","11/09/2019 6:14","11/09/2019 6:00"
"639","E33","Gato_2019","11/09/2019 6:30","11/09/2019 7:00"
"640","E33","Gato_2019","11/09/2019 6:35","11/09/2019 7:00"
"641","E33","Gato_2019","11/09/2019 8:13","11/09/2019 8:00"
"642","E33","Gato_2019","11/09/2019 8:22","11/09/2019 8:00"
"643","E33","Gato_2019","11/09/2019 8:41","11/09/2019 9:00"
"644","E33","Gato_2019","11/09/2019 8:53","11/09/2019 9:00"
"645","E33","Gato_2019","11/09/2019 9:00","11/09/2019 9:00"
"646","E33","Gato_2019","11/09/2019 9:25","11/09/2019 9:00"
"647","E33","Gato_2019","11/09/2019 9:33","11/09/2019 10:00"
"648","E33","Gato_2019","11/09/2019 9:41","11/09/2019 10:00"
"649","E33","Gato_2019","11/09/2019 9:45","11/09/2019 10:00"
"650","E33","Gato_2019","11/09/2019 10:01","11/09/2019 10:00"
"651","E33","Gato_2019","11/09/2019 10:08","11/09/2019 10:00"
"652","E33","Gato_2019","11/09/2019 10:29","11/09/2019 10:00"
"653","E33","Gato_2019","11/09/2019 10:33","11/09/2019 11:00"
"654","E33","Gato_2019","11/09/2019 10:43","11/09/2019 11:00"
"655","E33","Gato_2019","11/09/2019 10:52","11/09/2019 11:00"
"656","E33","Gato_2019","11/09/2019 11:08","11/09/2019 11:00"
"657","E33","Gato_2019","11/09/2019 11:10","11/09/2019 11:00"
"658","E33","Gato_2019","11/09/2019 11:14","11/09/2019 11:00"
"659","E33","Gato_2019","11/09/2019 11:22","11/09/2019 11:00"
"660","E33","Gato_2019","11/09/2019 11:27","11/09/2019 11:00"
"661","E33","Gato_2019","11/09/2019 11:30","11/09/2019 12:00"
"662","E33","Gato_2019","11/09/2019 11:35","11/09/2019 12:00"
"663","E33","Gato_2019","11/09/2019 11:37","11/09/2019 12:00"
"664","E33","Gato_2019","11/09/2019 11:45","11/09/2019 12:00"
"665","E33","Gato_2019","11/09/2019 11:55","11/09/2019 12:00"
"666","E33","Gato_2019","11/09/2019 12:01","11/09/2019 12:00"
"667","E33","Gato_2019","11/09/2019 12:14","11/09/2019 12:00"
"668","E33","Gato_2019","11/09/2019 12:18","11/09/2019 12:00"
"669","E33","Gato_2019","11/09/2019 12:34","11/09/2019 13:00"
"670","E33","Gato_2019","11/09/2019 12:41","11/09/2019 13:00"
"671","E33","Gato_2019","11/09/2019 12:51","11/09/2019 13:00"
"672","E33","Gato_2019","11/09/2019 12:58","11/09/2019 13:00"
"673","E33","Gato_2019","11/09/2019 13:01","11/09/2019 13:00"
"674","E33","Gato_2019","11/09/2019 13:11","11/09/2019 13:00"
"675","E33","Gato_2019","11/09/2019 13:14","11/09/2019 13:00"
"676","E33","Gato_2019","11/09/2019 13:24","11/09/2019 13:00"
"677","E33","Gato_2019","11/09/2019 13:28","11/09/2019 13:00"
"678","E33","Gato_2019","11/09/2019 13:31","11/09/2019 14:00"
"679","E33","Gato_2019","11/09/2019 13:35","11/09/2019 14:00"
"680","E33","Gato_2019","11/09/2019 14:01","11/09/2019 14:00"
"681","E33","Gato_2019","11/09/2019 14:03","11/09/2019 14:00"
"682","E33","Gato_2019","11/09/2019 14:08","11/09/2019 14:00"
"683","E33","Gato_2019","11/09/2019 14:13","11/09/2019 14:00"
"684","E33","Gato_2019","11/09/2019 14:17","11/09/2019 14:00"
"685","E33","Gato_2019","11/09/2019 14:27","11/09/2019 14:00"
"686","E33","Gato_2019","11/09/2019 14:30","11/09/2019 15:00"
"687","E33","Gato_2019","11/09/2019 14:34","11/09/2019 15:00"
"688","E33","Gato_2019","11/09/2019 14:48","11/09/2019 15:00"
"689","E33","Gato_2019","11/09/2019 14:51","11/09/2019 15:00"
"690","E33","Gato_2019","11/09/2019 14:56","11/09/2019 15:00"
"691","E33","Gato_2019","11/09/2019 15:01","11/09/2019 15:00"
"692","E33","Gato_2019","11/09/2019 15:08","11/09/2019 15:00"
"693","E33","Gato_2019","11/09/2019 15:15","11/09/2019 15:00"
"694","E33","Gato_2019","11/09/2019 15:34","11/09/2019 16:00"
"695","E33","Gato_2019","11/09/2019 15:44","11/09/2019 16:00"
"696","E33","Gato_2019","11/09/2019 15:51","11/09/2019 16:00"
"697","E33","Gato_2019","11/09/2019 15:54","11/09/2019 16:00"
"698","E33","Gato_2019","11/09/2019 15:59","11/09/2019 16:00"
"699","E33","Gato_2019","11/09/2019 16:02","11/09/2019 16:00"
"700","E33","Gato_2019","11/09/2019 16:08","11/09/2019 16:00"
"701","E33","Gato_2019","11/09/2019 16:14","11/09/2019 16:00"
"702","E33","Gato_2019","11/09/2019 16:20","11/09/2019 16:00"
"703","E33","Gato_2019","11/09/2019 16:25","11/09/2019 16:00"
"704","E33","Gato_2019","11/09/2019 16:33","11/09/2019 17:00"
"705","E33","Gato_2019","11/09/2019 16:39","11/09/2019 17:00"
"706","E33","Gato_2019","11/09/2019 16:51","11/09/2019 17:00"
"707","E33","Gato_2019","11/09/2019 17:03","11/09/2019 17:00"
"708","E33","Gato_2019","11/09/2019 17:07","11/09/2019 17:00"
"709","E33","Gato_2019","11/09/2019 17:13","11/09/2019 17:00"
"710","E33","Gato_2019","11/09/2019 17:18","11/09/2019 17:00"
"711","E33","Gato_2019","11/09/2019 17:36","11/09/2019 18:00"
"712","E33","Gato_2019","11/09/2019 17:39","11/09/2019 18:00"
"713","E33","Gato_2019","11/09/2019 17:42","11/09/2019 18:00"
"714","E33","Gato_2019","11/09/2019 17:47","11/09/2019 18:00"
"715","E33","Gato_2019","11/09/2019 17:54","11/09/2019 18:00"
"716","E33","Gato_2019","11/09/2019 18:01","11/09/2019 18:00"
"717","E33","Gato_2019","11/09/2019 18:16","11/09/2019 18:00"
"718","E33","Gato_2019","11/09/2019 18:20","11/09/2019 18:00"
"719","E33","Gato_2019","11/09/2019 18:23","11/09/2019 18:00"
"720","E33","Gato_2019","11/09/2019 18:29","11/09/2019 18:00"
"721","E33","Gato_2019","11/09/2019 18:35","11/09/2019 19:00"
"722","E33","Gato_2019","11/09/2019 18:38","11/09/2019 19:00"
"723","E33","Gato_2019","11/09/2019 18:42","11/09/2019 19:00"
"724","E33","Gato_2019","11/09/2019 18:49","11/09/2019 19:00"
"725","E33","Gato_2019","11/09/2019 18:54","11/09/2019 19:00"
"726","E33","Gato_2019","11/09/2019 18:57","11/09/2019 19:00"
"727","E33","Gato_2019","11/09/2019 19:04","11/09/2019 19:00"
"728","E33","Gato_2019","11/09/2019 19:20","11/09/2019 19:00"
"729","E33","Gato_2019","11/09/2019 19:25","11/09/2019 19:00"
"730","E33","Gato_2019","11/09/2019 19:30","11/09/2019 20:00"
"731","E33","Gato_2019","11/09/2019 19:45","11/09/2019 20:00"
"732","E33","Gato_2019","11/09/2019 19:50","11/09/2019 20:00"
"733","E33","Gato_2019","11/09/2019 20:00","11/09/2019 20:00"
"734","E33","Gato_2019","11/09/2019 20:28","11/09/2019 20:00"
"735","E33","Gato_2019","11/09/2019 20:32","11/09/2019 21:00"
"736","E33","Gato_2019","11/09/2019 20:35","11/09/2019 21:00"
"737","E33","Gato_2019","11/09/2019 20:39","11/09/2019 21:00"
"738","E33","Gato_2019","11/09/2019 20:48","11/09/2019 21:00"
"739","E33","Gato_2019","11/09/2019 20:51","11/09/2019 21:00"
"740","E33","Gato_2019","11/09/2019 20:57","11/09/2019 21:00"
"741","E33","Gato_2019","11/09/2019 21:02","11/09/2019 21:00"
"742","E33","Gato_2019","11/09/2019 21:05","11/09/2019 21:00"
"743","E33","Gato_2019","11/09/2019 21:14","11/09/2019 21:00"
"744","E33","Gato_2019","11/09/2019 21:18","11/09/2019 21:00"
"745","E33","Gato_2019","11/09/2019 21:20","11/09/2019 21:00"
"746","E33","Gato_2019","11/09/2019 21:28","11/09/2019 21:00"
"747","E33","Gato_2019","11/09/2019 21:44","11/09/2019 22:00"
"748","E33","Gato_2019","11/09/2019 21:48","11/09/2019 22:00"
"749","E33","Gato_2019","11/09/2019 21:51","11/09/2019 22:00"
"750","E33","Gato_2019","11/09/2019 21:55","11/09/2019 22:00"
"751","E33","Gato_2019","11/09/2019 21:59","11/09/2019 22:00"
"752","E33","Gato_2019","12/09/2019 0:08","12/09/2019 0:00"
"753","E33","Gato_2019","12/09/2019 0:18","12/09/2019 0:00"
"754","E33","Gato_2019","12/09/2019 0:33","12/09/2019 1:00"
"755","E33","Gato_2019","12/09/2019 0:44","12/09/2019 1:00"
"756","E33","Gato_2019","12/09/2019 1:49","12/09/2019 2:00"
"757","E33","Gato_2019","12/09/2019 2:28","12/09/2019 2:00"
"758","E33","Gato_2019","12/09/2019 5:06","12/09/2019 5:00"
"759","E33","Gato_2019","12/09/2019 5:11","12/09/2019 5:00"
"760","E33","Gato_2019","12/09/2019 5:19","12/09/2019 5:00"
"761","E33","Gato_2019","12/09/2019 5:22","12/09/2019 5:00"
"762","E33","Gato_2019","12/09/2019 5:34","12/09/2019 6:00"
"763","E33","Gato_2019","12/09/2019 5:40","12/09/2019 6:00"
"764","E33","Gato_2019","12/09/2019 5:51","12/09/2019 6:00"
"765","E33","Gato_2019","12/09/2019 6:38","12/09/2019 7:00"
"766","E33","Gato_2019","12/09/2019 7:01","12/09/2019 7:00"
"767","E33","Gato_2019","12/09/2019 7:10","12/09/2019 7:00"
"768","E33","Gato_2019","12/09/2019 7:16","12/09/2019 7:00"
"769","E33","Gato_2019","12/09/2019 8:10","12/09/2019 8:00"
"770","E33","Gato_2019","12/09/2019 8:14","12/09/2019 8:00"
"771","E33","Gato_2019","12/09/2019 8:19","12/09/2019 8:00"
"772","E33","Gato_2019","12/09/2019 8:36","12/09/2019 9:00"
"773","E33","Gato_2019","12/09/2019 8:45","12/09/2019 9:00"
