nro;PRE_POST;Station;FechayHora;Species2;Species;Grupo;Cuando;hora_redondeo;hora
723;POST_18;E33;11/09/2019 18:42;Gato;Gato_2019;1;11/09/2019 18:42;11/09/2019 19:00;19
724;POST_18;E33;11/09/2019 18:49;Gato;Gato_2019;1;11/09/2019 18:49;11/09/2019 19:00;19
725;POST_18;E33;11/09/2019 18:54;Gato;Gato_2019;1;11/09/2019 18:54;11/09/2019 19:00;19
726;POST_18;E33;11/09/2019 18:57;Gato;Gato_2019;1;11/09/2019 18:57;11/09/2019 19:00;19
727;POST_18;E33;11/09/2019 19:04;Gato;Gato_2019;1;11/09/2019 19:04;11/09/2019 19:00;19
728;POST_18;E33;11/09/2019 19:20;Gato;Gato_2019;1;11/09/2019 19:20;11/09/2019 19:00;19
729;POST_18;E33;11/09/2019 19:25;Gato;Gato_2019;1;11/09/2019 19:25;11/09/2019 19:00;19
730;POST_18;E33;11/09/2019 19:30;Gato;Gato_2019;1;11/09/2019 19:30;11/09/2019 20:00;20
731;POST_18;E33;11/09/2019 19:45;Gato;Gato_2019;1;11/09/2019 19:45;11/09/2019 20:00;20
732;POST_18;E33;11/09/2019 19:50;Gato;Gato_2019;1;11/09/2019 19:50;11/09/2019 20:00;20
733;POST_18;E33;11/09/2019 20:00;Gato;Gato_2019;1;11/09/2019 20:00;11/09/2019 20:00;20
734;POST_18;E33;11/09/2019 20:28;Gato;Gato_2019;1;11/09/2019 20:28;11/09/2019 20:00;20
735;POST_18;E33;11/09/2019 20:32;Gato;Gato_2019;1;11/09/2019 20:32;11/09/2019 21:00;21
736;POST_18;E33;11/09/2019 20:35;Gato;Gato_2019;1;11/09/2019 20:35;11/09/2019 21:00;21
737;POST_18;E33;11/09/2019 20:39;Gato;Gato_2019;1;11/09/2019 20:39;11/09/2019 21:00;21
738;POST_18;E33;11/09/2019 20:48;Gato;Gato_2019;1;11/09/2019 20:48;11/09/2019 21:00;21
739;POST_18;E33;11/09/2019 20:51;Gato;Gato_2019;1;11/09/2019 20:51;11/09/2019 21:00;21
740;POST_18;E33;11/09/2019 20:57;Gato;Gato_2019;1;11/09/2019 20:57;11/09/2019 21:00;21
741;POST_18;E33;11/09/2019 21:02;Gato;Gato_2019;1;11/09/2019 21:02;11/09/2019 21:00;21
742;POST_18;E33;11/09/2019 21:05;Gato;Gato_2019;1;11/09/2019 21:05;11/09/2019 21:00;21
743;POST_18;E33;11/09/2019 21:14;Gato;Gato_2019;1;11/09/2019 21:14;11/09/2019 21:00;21
744;POST_18;E33;11/09/2019 21:18;Gato;Gato_2019;1;11/09/2019 21:18;11/09/2019 21:00;21
745;POST_18;E33;11/09/2019 21:20;Gato;Gato_2019;1;11/09/2019 21:20;11/09/2019 21:00;21
746;POST_18;E33;11/09/2019 21:28;Gato;Gato_2019;1;11/09/2019 21:28;11/09/2019 21:00;21
747;POST_18;E33;11/09/2019 21:44;Gato;Gato_2019;1;11/09/2019 21:44;11/09/2019 22:00;22
748;POST_18;E33;11/09/2019 21:48;Gato;Gato_2019;1;11/09/2019 21:48;11/09/2019 22:00;22
749;POST_18;E33;11/09/2019 21:51;Gato;Gato_2019;1;11/09/2019 21:51;11/09/2019 22:00;22
750;POST_18;E33;11/09/2019 21:55;Gato;Gato_2019;1;11/09/2019 21:55;11/09/2019 22:00;22
751;POST_18;E33;11/09/2019 21:59;Gato;Gato_2019;1;11/09/2019 21:59;11/09/2019 22:00;22
752;POST_18;E33;12/09/2019 0:08;Gato;Gato_2019;1;12/09/2019 0:08;12/09/2019 0:00;0
753;POST_18;E33;12/09/2019 0:18;Gato;Gato_2019;1;12/09/2019 0:18;12/09/2019 0:00;0
754;POST_18;E33;12/09/2019 0:33;Gato;Gato_2019;1;12/09/2019 0:33;12/09/2019 1:00;1
755;POST_18;E33;12/09/2019 0:44;Gato;Gato_2019;1;12/09/2019 0:44;12/09/2019 1:00;1
756;POST_18;E33;12/09/2019 1:49;Gato;Gato_2019;1;12/09/2019 1:49;12/09/2019 2:00;2
757;POST_18;E33;12/09/2019 2:28;Gato;Gato_2019;1;12/09/2019 2:28;12/09/2019 2:00;2
758;POST_18;E33;12/09/2019 5:06;Gato;Gato_2019;1;12/09/2019 5:06;12/09/2019 5:00;5
759;POST_18;E33;12/09/2019 5:11;Gato;Gato_2019;1;12/09/2019 5:11;12/09/2019 5:00;5
760;POST_18;E33;12/09/2019 5:19;Gato;Gato_2019;1;12/09/2019 5:19;12/09/2019 5:00;5
761;POST_18;E33;12/09/2019 5:22;Gato;Gato_2019;1;12/09/2019 5:22;12/09/2019 5:00;5
762;POST_18;E33;12/09/2019 5:34;Gato;Gato_2019;1;12/09/2019 5:34;12/09/2019 6:00;6
763;POST_18;E33;12/09/2019 5:40;Gato;Gato_2019;1;12/09/2019 5:40;12/09/2019 6:00;6
764;POST_18;E33;12/09/2019 5:51;Gato;Gato_2019;1;12/09/2019 5:51;12/09/2019 6:00;6
765;POST_18;E33;12/09/2019 6:38;Gato;Gato_2019;1;12/09/2019 6:38;12/09/2019 7:00;7
766;POST_18;E33;12/09/2019 7:01;Gato;Gato_2019;1;12/09/2019 7:01;12/09/2019 7:00;7
767;POST_18;E33;12/09/2019 7:10;Gato;Gato_2019;1;12/09/2019 7:10;12/09/2019 7:00;7
768;POST_18;E33;12/09/2019 7:16;Gato;Gato_2019;1;12/09/2019 7:16;12/09/2019 7:00;7
769;POST_18;E33;12/09/2019 8:10;Gato;Gato_2019;1;12/09/2019 8:10;12/09/2019 8:00;8
770;POST_18;E33;12/09/2019 8:14;Gato;Gato_2019;1;12/09/2019 8:14;12/09/2019 8:00;8
771;POST_18;E33;12/09/2019 8:19;Gato;Gato_2019;1;12/09/2019 8:19;12/09/2019 8:00;8
772;POST_18;E33;12/09/2019 8:36;Gato;Gato_2019;1;12/09/2019 8:36;12/09/2019 9:00;9
773;POST_18;E33;12/09/2019 8:45;Gato;Gato_2019;1;12/09/2019 8:45;12/09/2019 9:00;9
774;POST_18;E33;12/09/2019 8:54;Gato;Gato_2019;1;12/09/2019 8:54;12/09/2019 9:00;9
775;POST_18;E33;12/09/2019 9:00;Gato;Gato_2019;1;12/09/2019 9:00;12/09/2019 9:00;9
776;POST_18;E33;12/09/2019 9:12;Gato;Gato_2019;1;12/09/2019 9:12;12/09/2019 9:00;9
777;POST_18;E33;12/09/2019 9:17;Gato;Gato_2019;1;12/09/2019 9:17;12/09/2019 9:00;9
778;POST_18;E33;12/09/2019 9:29;Gato;Gato_2019;1;12/09/2019 9:29;12/09/2019 9:00;9
779;POST_18;E33;12/09/2019 9:37;Gato;Gato_2019;1;12/09/2019 9:37;12/09/2019 10:00;10
780;POST_18;E33;12/09/2019 9:42;Gato;Gato_2019;1;12/09/2019 9:42;12/09/2019 10:00;10
781;POST_18;E33;12/09/2019 9:48;Gato;Gato_2019;1;12/09/2019 9:48;12/09/2019 10:00;10
782;POST_18;E33;12/09/2019 9:53;Gato;Gato_2019;1;12/09/2019 9:53;12/09/2019 10:00;10
783;POST_18;E33;12/09/2019 10:06;Gato;Gato_2019;1;12/09/2019 10:06;12/09/2019 10:00;10
784;POST_18;E33;12/09/2019 10:12;Gato;Gato_2019;1;12/09/2019 10:12;12/09/2019 10:00;10
785;POST_18;E33;12/09/2019 10:25;Gato;Gato_2019;1;12/09/2019 10:25;12/09/2019 10:00;10
786;POST_18;E33;12/09/2019 10:33;Gato;Gato_2019;1;12/09/2019 10:33;12/09/2019 11:00;11
787;POST_18;E33;12/09/2019 10:40;Gato;Gato_2019;1;12/09/2019 10:40;12/09/2019 11:00;11
788;POST_18;E33;12/09/2019 10:50;Gato;Gato_2019;1;12/09/2019 10:50;12/09/2019 11:00;11
789;POST_18;E33;12/09/2019 10:55;Gato;Gato_2019;1;12/09/2019 10:55;12/09/2019 11:00;11
790;POST_18;E33;12/09/2019 11:00;Gato;Gato_2019;1;12/09/2019 11:00;12/09/2019 11:00;11
791;POST_18;E33;12/09/2019 11:07;Gato;Gato_2019;1;12/09/2019 11:07;12/09/2019 11:00;11
792;POST_18;E33;12/09/2019 11:11;Gato;Gato_2019;1;12/09/2019 11:11;12/09/2019 11:00;11
793;POST_18;E33;12/09/2019 11:14;Gato;Gato_2019;1;12/09/2019 11:14;12/09/2019 11:00;11
794;POST_18;E33;12/09/2019 11:18;Gato;Gato_2019;1;12/09/2019 11:18;12/09/2019 11:00;11
795;POST_18;E33;12/09/2019 11:22;Gato;Gato_2019;1;12/09/2019 11:22;12/09/2019 11:00;11
796;POST_18;E33;12/09/2019 11:30;Gato;Gato_2019;1;12/09/2019 11:30;12/09/2019 12:00;12
797;POST_18;E33;12/09/2019 11:39;Gato;Gato_2019;1;12/09/2019 11:39;12/09/2019 12:00;12
798;POST_18;E33;12/09/2019 11:42;Gato;Gato_2019;1;12/09/2019 11:42;12/09/2019 12:00;12
799;POST_18;E33;12/09/2019 11:47;Gato;Gato_2019;1;12/09/2019 11:47;12/09/2019 12:00;12
800;POST_18;E33;12/09/2019 11:49;Gato;Gato_2019;1;12/09/2019 11:49;12/09/2019 12:00;12
801;POST_18;E33;12/09/2019 12:02;Gato;Gato_2019;1;12/09/2019 12:02;12/09/2019 12:00;12
802;POST_18;E33;12/09/2019 12:17;Gato;Gato_2019;1;12/09/2019 12:17;12/09/2019 12:00;12
803;POST_18;E33;12/09/2019 12:22;Gato;Gato_2019;1;12/09/2019 12:22;12/09/2019 12:00;12
804;POST_18;E33;12/09/2019 12:55;Gato;Gato_2019;1;12/09/2019 12:55;12/09/2019 13:00;13
805;POST_18;E33;12/09/2019 12:59;Gato;Gato_2019;1;12/09/2019 12:59;12/09/2019 13:00;13
806;POST_18;E33;12/09/2019 13:05;Gato;Gato_2019;1;12/09/2019 13:05;12/09/2019 13:00;13
807;POST_18;E33;12/09/2019 13:16;Gato;Gato_2019;1;12/09/2019 13:16;12/09/2019 13:00;13
808;POST_18;E33;12/09/2019 13:31;Gato;Gato_2019;1;12/09/2019 13:31;12/09/2019 14:00;14
809;POST_18;E33;12/09/2019 13:38;Gato;Gato_2019;1;12/09/2019 13:38;12/09/2019 14:00;14
810;POST_18;E33;12/09/2019 13:44;Gato;Gato_2019;1;12/09/2019 13:44;12/09/2019 14:00;14
811;POST_18;E33;12/09/2019 13:48;Gato;Gato_2019;1;12/09/2019 13:48;12/09/2019 14:00;14
812;POST_18;E33;12/09/2019 13:52;Gato;Gato_2019;1;12/09/2019 13:52;12/09/2019 14:00;14
813;POST_18;E33;12/09/2019 13:54;Gato;Gato_2019;1;12/09/2019 13:54;12/09/2019 14:00;14
814;POST_18;E33;12/09/2019 13:57;Gato;Gato_2019;1;12/09/2019 13:57;12/09/2019 14:00;14
815;POST_18;E33;12/09/2019 14:06;Gato;Gato_2019;1;12/09/2019 14:06;12/09/2019 14:00;14
816;POST_18;E33;12/09/2019 14:16;Gato;Gato_2019;1;12/09/2019 14:16;12/09/2019 14:00;14
817;POST_18;E33;12/09/2019 14:41;Gato;Gato_2019;1;12/09/2019 14:41;12/09/2019 15:00;15
818;POST_18;E33;12/09/2019 14:47;Gato;Gato_2019;1;12/09/2019 14:47;12/09/2019 15:00;15
819;POST_18;E33;12/09/2019 15:00;Gato;Gato_2019;1;12/09/2019 15:00;12/09/2019 15:00;15
820;POST_18;E33;12/09/2019 15:03;Gato;Gato_2019;1;12/09/2019 15:03;12/09/2019 15:00;15
821;POST_18;E33;12/09/2019 15:11;Gato;Gato_2019;1;12/09/2019 15:11;12/09/2019 15:00;15
822;POST_18;E33;12/09/2019 15:14;Gato;Gato_2019;1;12/09/2019 15:14;12/09/2019 15:00;15
823;POST_18;E33;12/09/2019 15:21;Gato;Gato_2019;1;12/09/2019 15:21;12/09/2019 15:00;15
824;POST_18;E33;12/09/2019 15:23;Gato;Gato_2019;1;12/09/2019 15:23;12/09/2019 15:00;15
825;POST_18;E33;12/09/2019 15:46;Gato;Gato_2019;1;12/09/2019 15:46;12/09/2019 16:00;16
826;POST_18;E33;12/09/2019 15:59;Gato;Gato_2019;1;12/09/2019 15:59;12/09/2019 16:00;16
827;POST_18;E33;12/09/2019 16:13;Gato;Gato_2019;1;12/09/2019 16:13;12/09/2019 16:00;16
828;POST_18;E33;12/09/2019 16:17;Gato;Gato_2019;1;12/09/2019 16:17;12/09/2019 16:00;16
829;POST_18;E33;12/09/2019 16:21;Gato;Gato_2019;1;12/09/2019 16:21;12/09/2019 16:00;16
830;POST_18;E33;12/09/2019 16:35;Gato;Gato_2019;1;12/09/2019 16:35;12/09/2019 17:00;17
831;POST_18;E33;12/09/2019 16:44;Gato;Gato_2019;1;12/09/2019 16:44;12/09/2019 17:00;17
832;POST_18;E33;12/09/2019 16:55;Gato;Gato_2019;1;12/09/2019 16:55;12/09/2019 17:00;17
833;POST_18;E33;12/09/2019 16:58;Gato;Gato_2019;1;12/09/2019 16:58;12/09/2019 17:00;17
834;POST_18;E33;12/09/2019 17:02;Gato;Gato_2019;1;12/09/2019 17:02;12/09/2019 17:00;17
835;POST_18;E33;12/09/2019 17:17;Gato;Gato_2019;1;12/09/2019 17:17;12/09/2019 17:00;17
836;POST_18;E33;12/09/2019 17:23;Gato;Gato_2019;1;12/09/2019 17:23;12/09/2019 17:00;17
837;POST_18;E33;12/09/2019 17:30;Gato;Gato_2019;1;12/09/2019 17:30;12/09/2019 18:00;18
838;POST_18;E33;12/09/2019 17:41;Gato;Gato_2019;1;12/09/2019 17:41;12/09/2019 18:00;18
839;POST_18;E33;12/09/2019 17:44;Gato;Gato_2019;1;12/09/2019 17:44;12/09/2019 18:00;18
840;POST_18;E33;12/09/2019 17:51;Gato;Gato_2019;1;12/09/2019 17:51;12/09/2019 18:00;18
841;POST_18;E33;12/09/2019 18:14;Gato;Gato_2019;1;12/09/2019 18:14;12/09/2019 18:00;18
842;POST_18;E33;12/09/2019 18:23;Gato;Gato_2019;1;12/09/2019 18:23;12/09/2019 18:00;18
843;POST_18;E33;12/09/2019 18:27;Gato;Gato_2019;1;12/09/2019 18:27;12/09/2019 18:00;18
844;POST_18;E33;12/09/2019 18:34;Gato;Gato_2019;1;12/09/2019 18:34;12/09/2019 19:00;19
845;POST_18;E33;12/09/2019 18:51;Gato;Gato_2019;1;12/09/2019 18:51;12/09/2019 19:00;19
846;POST_18;E33;12/09/2019 18:59;Gato;Gato_2019;1;12/09/2019 18:59;12/09/2019 19:00;19
847;POST_18;E33;12/09/2019 19:03;Gato;Gato_2019;1;12/09/2019 19:03;12/09/2019 19:00;19
848;POST_18;E33;12/09/2019 19:11;Gato;Gato_2019;1;12/09/2019 19:11;12/09/2019 19:00;19
849;POST_18;E33;12/09/2019 19:15;Gato;Gato_2019;1;12/09/2019 19:15;12/09/2019 19:00;19
850;POST_18;E33;12/09/2019 19:18;Gato;Gato_2019;1;12/09/2019 19:18;12/09/2019 19:00;19
851;POST_18;E33;12/09/2019 19:21;Gato;Gato_2019;1;12/09/2019 19:21;12/09/2019 19:00;19
852;POST_18;E33;12/09/2019 19:49;Gato;Gato_2019;1;12/09/2019 19:49;12/09/2019 20:00;20
853;POST_18;E33;12/09/2019 19:51;Gato;Gato_2019;1;12/09/2019 19:51;12/09/2019 20:00;20
854;POST_18;E33;12/09/2019 19:57;Gato;Gato_2019;1;12/09/2019 19:57;12/09/2019 20:00;20
855;POST_18;E33;12/09/2019 20:03;Gato;Gato_2019;1;12/09/2019 20:03;12/09/2019 20:00;20
856;POST_18;E33;12/09/2019 20:19;Gato;Gato_2019;1;12/09/2019 20:19;12/09/2019 20:00;20
857;POST_18;E33;12/09/2019 20:28;Gato;Gato_2019;1;12/09/2019 20:28;12/09/2019 20:00;20
858;POST_18;E33;12/09/2019 20:44;Gato;Gato_2019;1;12/09/2019 20:44;12/09/2019 21:00;21
859;POST_18;E33;12/09/2019 20:56;Gato;Gato_2019;1;12/09/2019 20:56;12/09/2019 21:00;21
860;POST_18;E33;12/09/2019 21:00;Gato;Gato_2019;1;12/09/2019 21:00;12/09/2019 21:00;21
861;POST_18;E33;12/09/2019 21:08;Gato;Gato_2019;1;12/09/2019 21:08;12/09/2019 21:00;21
862;POST_18;E33;12/09/2019 21:11;Gato;Gato_2019;1;12/09/2019 21:11;12/09/2019 21:00;21
863;POST_18;E33;12/09/2019 21:14;Gato;Gato_2019;1;12/09/2019 21:14;12/09/2019 21:00;21
864;POST_18;E33;12/09/2019 21:18;Gato;Gato_2019;1;12/09/2019 21:18;12/09/2019 21:00;21
865;POST_18;E33;12/09/2019 21:23;Gato;Gato_2019;1;12/09/2019 21:23;12/09/2019 21:00;21
866;POST_18;E33;12/09/2019 21:27;Gato;Gato_2019;1;12/09/2019 21:27;12/09/2019 21:00;21
867;POST_18;E33;12/09/2019 21:32;Gato;Gato_2019;1;12/09/2019 21:32;12/09/2019 22:00;22
868;POST_18;E33;12/09/2019 21:36;Gato;Gato_2019;1;12/09/2019 21:36;12/09/2019 22:00;22
869;POST_18;E33;12/09/2019 21:51;Gato;Gato_2019;1;12/09/2019 21:51;12/09/2019 22:00;22
870;POST_18;E33;12/09/2019 21:59;Gato;Gato_2019;1;12/09/2019 21:59;12/09/2019 22:00;22
871;POST_18;E33;12/09/2019 22:08;Gato;Gato_2019;1;12/09/2019 22:08;12/09/2019 22:00;22
872;POST_18;E33;12/09/2019 22:10;Gato;Gato_2019;1;12/09/2019 22:10;12/09/2019 22:00;22
873;POST_18;E33;12/09/2019 22:19;Gato;Gato_2019;1;12/09/2019 22:19;12/09/2019 22:00;22
874;POST_18;E33;12/09/2019 22:28;Gato;Gato_2019;1;12/09/2019 22:28;12/09/2019 22:00;22
875;POST_18;E33;12/09/2019 23:02;Gato;Gato_2019;1;12/09/2019 23:02;12/09/2019 23:00;23
876;POST_18;E33;12/09/2019 23:13;Gato;Gato_2019;1;12/09/2019 23:13;12/09/2019 23:00;23
877;POST_18;E33;12/09/2019 23:19;Gato;Gato_2019;1;12/09/2019 23:19;12/09/2019 23:00;23
878;POST_18;E33;12/09/2019 23:23;Gato;Gato_2019;1;12/09/2019 23:23;12/09/2019 23:00;23
879;POST_18;E33;12/09/2019 23:32;Gato;Gato_2019;1;12/09/2019 23:32;13/09/2019 0:00;0
880;POST_18;E33;12/09/2019 23:49;Gato;Gato_2019;1;12/09/2019 23:49;13/09/2019 0:00;0
881;POST_18;E33;12/09/2019 23:52;Gato;Gato_2019;1;12/09/2019 23:52;13/09/2019 0:00;0
882;POST_18;E33;13/09/2019 8:30;Gato;Gato_2019;1;13/09/2019 8:30;13/09/2019 9:00;9
883;POST_18;E33;13/09/2019 8:45;Gato;Gato_2019;1;13/09/2019 8:45;13/09/2019 9:00;9
884;POST_18;E33;13/09/2019 9:17;Gato;Gato_2019;1;13/09/2019 9:17;13/09/2019 9:00;9
885;POST_18;E33;13/09/2019 9:19;Gato;Gato_2019;1;13/09/2019 9:19;13/09/2019 9:00;9
886;POST_18;E33;13/09/2019 9:24;Gato;Gato_2019;1;13/09/2019 9:24;13/09/2019 9:00;9
887;POST_18;E33;13/09/2019 9:28;Gato;Gato_2019;1;13/09/2019 9:28;13/09/2019 9:00;9
888;POST_18;E33;13/09/2019 9:32;Gato;Gato_2019;1;13/09/2019 9:32;13/09/2019 10:00;10
889;POST_18;E33;13/09/2019 9:35;Gato;Gato_2019;1;13/09/2019 9:35;13/09/2019 10:00;10
890;POST_18;E33;13/09/2019 9:39;Gato;Gato_2019;1;13/09/2019 9:39;13/09/2019 10:00;10
891;POST_18;E33;13/09/2019 9:47;Gato;Gato_2019;1;13/09/2019 9:47;13/09/2019 10:00;10
892;POST_18;E33;13/09/2019 9:52;Gato;Gato_2019;1;13/09/2019 9:52;13/09/2019 10:00;10
893;POST_18;E33;13/09/2019 10:09;Gato;Gato_2019;1;13/09/2019 10:09;13/09/2019 10:00;10
894;POST_18;E33;13/09/2019 10:18;Gato;Gato_2019;1;13/09/2019 10:18;13/09/2019 10:00;10
895;POST_18;E33;13/09/2019 10:26;Gato;Gato_2019;1;13/09/2019 10:26;13/09/2019 10:00;10
896;POST_18;E33;13/09/2019 10:29;Gato;Gato_2019;1;13/09/2019 10:29;13/09/2019 10:00;10
897;POST_18;E33;13/09/2019 10:44;Gato;Gato_2019;1;13/09/2019 10:44;13/09/2019 11:00;11
898;POST_18;E33;13/09/2019 10:57;Gato;Gato_2019;1;13/09/2019 10:57;13/09/2019 11:00;11
899;POST_18;E33;13/09/2019 11:17;Gato;Gato_2019;1;13/09/2019 11:17;13/09/2019 11:00;11
900;POST_18;E33;13/09/2019 11:22;Gato;Gato_2019;1;13/09/2019 11:22;13/09/2019 11:00;11
901;POST_18;E33;13/09/2019 11:39;Gato;Gato_2019;1;13/09/2019 11:39;13/09/2019 12:00;12
902;POST_18;E33;13/09/2019 11:43;Gato;Gato_2019;1;13/09/2019 11:43;13/09/2019 12:00;12
903;POST_18;E33;13/09/2019 11:52;Gato;Gato_2019;1;13/09/2019 11:52;13/09/2019 12:00;12
904;POST_18;E33;13/09/2019 11:58;Gato;Gato_2019;1;13/09/2019 11:58;13/09/2019 12:00;12
905;POST_18;E33;13/09/2019 12:03;Gato;Gato_2019;1;13/09/2019 12:03;13/09/2019 12:00;12
906;POST_18;E33;13/09/2019 12:10;Gato;Gato_2019;1;13/09/2019 12:10;13/09/2019 12:00;12
907;POST_18;E33;13/09/2019 12:15;Gato;Gato_2019;1;13/09/2019 12:15;13/09/2019 12:00;12
908;POST_18;E33;13/09/2019 12:20;Gato;Gato_2019;1;13/09/2019 12:20;13/09/2019 12:00;12
909;POST_18;E33;13/09/2019 12:23;Gato;Gato_2019;1;13/09/2019 12:23;13/09/2019 12:00;12
910;POST_18;E33;13/09/2019 12:45;Gato;Gato_2019;1;13/09/2019 12:45;13/09/2019 13:00;13
911;POST_18;E33;13/09/2019 12:47;Gato;Gato_2019;1;13/09/2019 12:47;13/09/2019 13:00;13
912;POST_18;E33;13/09/2019 12:52;Gato;Gato_2019;1;13/09/2019 12:52;13/09/2019 13:00;13
913;POST_18;E33;13/09/2019 12:55;Gato;Gato_2019;1;13/09/2019 12:55;13/09/2019 13:00;13
914;POST_18;E33;13/09/2019 13:05;Gato;Gato_2019;1;13/09/2019 13:05;13/09/2019 13:00;13
915;POST_18;E33;13/09/2019 13:10;Gato;Gato_2019;1;13/09/2019 13:10;13/09/2019 13:00;13
916;POST_18;E33;13/09/2019 13:13;Gato;Gato_2019;1;13/09/2019 13:13;13/09/2019 13:00;13
917;POST_18;E33;13/09/2019 13:28;Gato;Gato_2019;1;13/09/2019 13:28;13/09/2019 13:00;13
918;POST_18;E33;13/09/2019 13:30;Gato;Gato_2019;1;13/09/2019 13:30;13/09/2019 14:00;14
919;POST_18;E33;13/09/2019 13:33;Gato;Gato_2019;1;13/09/2019 13:33;13/09/2019 14:00;14
920;POST_18;E33;13/09/2019 13:36;Gato;Gato_2019;1;13/09/2019 13:36;13/09/2019 14:00;14
921;POST_18;E33;13/09/2019 13:47;Gato;Gato_2019;1;13/09/2019 13:47;13/09/2019 14:00;14
922;POST_18;E33;13/09/2019 13:52;Gato;Gato_2019;1;13/09/2019 13:52;13/09/2019 14:00;14
923;POST_18;E33;13/09/2019 13:54;Gato;Gato_2019;1;13/09/2019 13:54;13/09/2019 14:00;14
924;POST_18;E33;13/09/2019 13:59;Gato;Gato_2019;1;13/09/2019 13:59;13/09/2019 14:00;14
925;POST_18;E33;13/09/2019 14:02;Gato;Gato_2019;1;13/09/2019 14:02;13/09/2019 14:00;14
926;POST_18;E33;13/09/2019 14:14;Gato;Gato_2019;1;13/09/2019 14:14;13/09/2019 14:00;14
927;POST_18;E33;13/09/2019 14:22;Gato;Gato_2019;1;13/09/2019 14:22;13/09/2019 14:00;14
928;POST_18;E33;13/09/2019 14:25;Gato;Gato_2019;1;13/09/2019 14:25;13/09/2019 14:00;14
929;POST_18;E33;13/09/2019 14:27;Gato;Gato_2019;1;13/09/2019 14:27;13/09/2019 14:00;14
930;POST_18;E33;13/09/2019 15:07;Gato;Gato_2019;1;13/09/2019 15:07;13/09/2019 15:00;15
931;POST_18;E33;13/09/2019 15:11;Gato;Gato_2019;1;13/09/2019 15:11;13/09/2019 15:00;15
932;POST_18;E33;13/09/2019 15:16;Gato;Gato_2019;1;13/09/2019 15:16;13/09/2019 15:00;15
933;POST_18;E33;13/09/2019 15:50;Gato;Gato_2019;1;13/09/2019 15:50;13/09/2019 16:00;16
934;POST_18;E33;13/09/2019 15:52;Gato;Gato_2019;1;13/09/2019 15:52;13/09/2019 16:00;16
935;POST_18;E33;13/09/2019 16:00;Gato;Gato_2019;1;13/09/2019 16:00;13/09/2019 16:00;16
936;POST_18;E33;13/09/2019 16:04;Gato;Gato_2019;1;13/09/2019 16:04;13/09/2019 16:00;16
937;POST_18;E33;13/09/2019 16:10;Gato;Gato_2019;1;13/09/2019 16:10;13/09/2019 16:00;16
938;POST_18;E33;13/09/2019 16:38;Gato;Gato_2019;1;13/09/2019 16:38;13/09/2019 17:00;17
939;POST_18;E33;13/09/2019 17:17;Gato;Gato_2019;1;13/09/2019 17:17;13/09/2019 17:00;17
940;POST_18;E33;13/09/2019 17:39;Gato;Gato_2019;1;13/09/2019 17:39;13/09/2019 18:00;18
941;POST_18;E33;13/09/2019 17:42;Gato;Gato_2019;1;13/09/2019 17:42;13/09/2019 18:00;18
942;POST_18;E33;13/09/2019 17:46;Gato;Gato_2019;1;13/09/2019 17:46;13/09/2019 18:00;18
943;POST_18;E33;13/09/2019 17:54;Gato;Gato_2019;1;13/09/2019 17:54;13/09/2019 18:00;18
944;POST_18;E33;13/09/2019 18:13;Gato;Gato_2019;1;13/09/2019 18:13;13/09/2019 18:00;18
945;POST_18;E33;13/09/2019 18:41;Gato;Gato_2019;1;13/09/2019 18:41;13/09/2019 19:00;19
946;POST_18;E33;13/09/2019 18:55;Gato;Gato_2019;1;13/09/2019 18:55;13/09/2019 19:00;19
947;POST_18;E33;13/09/2019 19:00;Gato;Gato_2019;1;13/09/2019 19:00;13/09/2019 19:00;19
948;POST_18;E33;13/09/2019 19:06;Gato;Gato_2019;1;13/09/2019 19:06;13/09/2019 19:00;19
949;POST_18;E33;13/09/2019 19:11;Gato;Gato_2019;1;13/09/2019 19:11;13/09/2019 19:00;19
950;POST_18;E33;13/09/2019 19:32;Gato;Gato_2019;1;13/09/2019 19:32;13/09/2019 20:00;20
951;POST_18;E33;13/09/2019 19:37;Gato;Gato_2019;1;13/09/2019 19:37;13/09/2019 20:00;20
952;POST_18;E33;13/09/2019 19:45;Gato;Gato_2019;1;13/09/2019 19:45;13/09/2019 20:00;20
953;POST_18;E33;13/09/2019 19:57;Gato;Gato_2019;1;13/09/2019 19:57;13/09/2019 20:00;20
954;POST_18;E33;13/09/2019 20:04;Gato;Gato_2019;1;13/09/2019 20:04;13/09/2019 20:00;20
955;POST_18;E33;13/09/2019 20:06;Gato;Gato_2019;1;13/09/2019 20:06;13/09/2019 20:00;20
956;POST_18;E33;13/09/2019 20:11;Gato;Gato_2019;1;13/09/2019 20:11;13/09/2019 20:00;20
957;POST_18;E33;13/09/2019 20:19;Gato;Gato_2019;1;13/09/2019 20:19;13/09/2019 20:00;20
958;POST_18;E33;13/09/2019 20:30;Gato;Gato_2019;1;13/09/2019 20:30;13/09/2019 21:00;21
959;POST_18;E33;13/09/2019 20:33;Gato;Gato_2019;1;13/09/2019 20:33;13/09/2019 21:00;21
960;POST_18;E33;13/09/2019 20:40;Gato;Gato_2019;1;13/09/2019 20:40;13/09/2019 21:00;21
961;POST_18;E33;13/09/2019 20:46;Gato;Gato_2019;1;13/09/2019 20:46;13/09/2019 21:00;21
962;POST_18;E33;13/09/2019 20:48;Gato;Gato_2019;1;13/09/2019 20:48;13/09/2019 21:00;21
