nro;PRE_POST;Station;FechayHora;Species2;Species;Grupo;Cuando;hora_redondeo;hora
241;PRE;E33;06/09/2018 10:39;Gato;Gato_2018;1;06/09/2018 10:39;06/09/2018 11:00;11
242;PRE;E33;06/09/2018 10:49;Gato;Gato_2018;1;06/09/2018 10:49;06/09/2018 11:00;11
243;PRE;E33;06/09/2018 10:54;Gato;Gato_2018;1;06/09/2018 10:54;06/09/2018 11:00;11
244;PRE;E33;06/09/2018 10:54;Gato;Gato_2018;1;06/09/2018 10:54;06/09/2018 11:00;11
245;PRE;E33;06/09/2018 11:08;Gato;Gato_2018;1;06/09/2018 11:08;06/09/2018 11:00;11
246;PRE;E33;06/09/2018 11:14;Gato;Gato_2018;1;06/09/2018 11:14;06/09/2018 11:00;11
247;PRE;E33;06/09/2018 11:17;Gato;Gato_2018;1;06/09/2018 11:17;06/09/2018 11:00;11
248;PRE;E33;06/09/2018 11:29;Gato;Gato_2018;1;06/09/2018 11:29;06/09/2018 11:00;11
249;PRE;E33;06/09/2018 11:34;Gato;Gato_2018;1;06/09/2018 11:34;06/09/2018 12:00;12
250;PRE;E33;06/09/2018 13:29;Gato;Gato_2018;1;06/09/2018 13:29;06/09/2018 13:00;13
251;PRE;E33;06/09/2018 14:08;Gato;Gato_2018;1;06/09/2018 14:08;06/09/2018 14:00;14
252;PRE;E33;06/09/2018 14:52;Gato;Gato_2018;1;06/09/2018 14:52;06/09/2018 15:00;15
253;PRE;E33;06/09/2018 14:55;Gato;Gato_2018;1;06/09/2018 14:55;06/09/2018 15:00;15
254;PRE;E33;06/09/2018 14:57;Gato;Gato_2018;1;06/09/2018 14:57;06/09/2018 15:00;15
255;PRE;E33;06/09/2018 15:27;Gato;Gato_2018;1;06/09/2018 15:27;06/09/2018 15:00;15
256;PRE;E33;06/09/2018 16:28;Gato;Gato_2018;1;06/09/2018 16:28;06/09/2018 16:00;16
257;PRE;E33;06/09/2018 16:38;Gato;Gato_2018;1;06/09/2018 16:38;06/09/2018 17:00;17
258;PRE;E33;06/09/2018 18:45;Gato;Gato_2018;1;06/09/2018 18:45;06/09/2018 19:00;19
259;PRE;E33;06/09/2018 18:45;Gato;Gato_2018;1;06/09/2018 18:45;06/09/2018 19:00;19
260;PRE;E33;06/09/2018 18:45;Gato;Gato_2018;1;06/09/2018 18:45;06/09/2018 19:00;19
261;PRE;E33;06/09/2018 18:45;Gato;Gato_2018;1;06/09/2018 18:45;06/09/2018 19:00;19
262;PRE;E33;06/09/2018 18:45;Gato;Gato_2018;1;06/09/2018 18:45;06/09/2018 19:00;19
263;PRE;E33;06/09/2018 18:45;Gato;Gato_2018;1;06/09/2018 18:45;06/09/2018 19:00;19
264;PRE;E33;07/09/2018 7:48;Gato;Gato_2018;1;07/09/2018 7:48;07/09/2018 8:00;8
265;PRE;E33;07/09/2018 7:52;Gato;Gato_2018;1;07/09/2018 7:52;07/09/2018 8:00;8
266;PRE;E33;07/09/2018 10:01;Gato;Gato_2018;1;07/09/2018 10:01;07/09/2018 10:00;10
267;PRE;E33;07/09/2018 10:23;Gato;Gato_2018;1;07/09/2018 10:23;07/09/2018 10:00;10
268;PRE;E33;07/09/2018 10:48;Gato;Gato_2018;1;07/09/2018 10:48;07/09/2018 11:00;11
269;PRE;E33;07/09/2018 12:11;Gato;Gato_2018;1;07/09/2018 12:11;07/09/2018 12:00;12
270;PRE;E33;07/09/2018 12:29;Gato;Gato_2018;1;07/09/2018 12:29;07/09/2018 12:00;12
271;PRE;E33;07/09/2018 12:46;Gato;Gato_2018;1;07/09/2018 12:46;07/09/2018 13:00;13
272;PRE;E33;07/09/2018 19:08;Gato;Gato_2018;1;07/09/2018 19:08;07/09/2018 19:00;19
273;PRE;E33;08/09/2018 5:19;Gato;Gato_2018;1;08/09/2018 5:19;08/09/2018 5:00;5
274;PRE;E33;08/09/2018 8:35;Gato;Gato_2018;1;08/09/2018 8:35;08/09/2018 9:00;9
275;PRE;E33;08/09/2018 8:55;Gato;Gato_2018;1;08/09/2018 8:55;08/09/2018 9:00;9
276;PRE;E34;03/09/2018 11:04;Gato;Gato_2018;1;03/09/2018 11:04;03/09/2018 11:00;11
277;PRE;E34;03/09/2018 11:15;Gato;Gato_2018;1;03/09/2018 11:15;03/09/2018 11:00;11
278;PRE;E34;03/09/2018 12:27;Gato;Gato_2018;1;03/09/2018 12:27;03/09/2018 12:00;12
279;PRE;E34;03/09/2018 15:40;Gato;Gato_2018;1;03/09/2018 15:40;03/09/2018 16:00;16
280;PRE;E34;03/09/2018 15:45;Gato;Gato_2018;1;03/09/2018 15:45;03/09/2018 16:00;16
281;PRE;E34;03/09/2018 16:08;Gato;Gato_2018;1;03/09/2018 16:08;03/09/2018 16:00;16
282;PRE;E34;03/09/2018 16:08;Gato;Gato_2018;1;03/09/2018 16:08;03/09/2018 16:00;16
283;PRE;E34;03/09/2018 16:52;Gato;Gato_2018;1;03/09/2018 16:52;03/09/2018 17:00;17
284;PRE;E34;03/09/2018 17:52;Gato;Gato_2018;1;03/09/2018 17:52;03/09/2018 18:00;18
285;PRE;E34;03/09/2018 19:15;Gato;Gato_2018;1;03/09/2018 19:15;03/09/2018 19:00;19
286;PRE;E34;04/09/2018 6:36;Gato;Gato_2018;1;04/09/2018 6:36;04/09/2018 7:00;7
287;PRE;E34;04/09/2018 9:32;Gato;Gato_2018;1;04/09/2018 9:32;04/09/2018 10:00;10
288;PRE;E34;04/09/2018 13:21;Gato;Gato_2018;1;04/09/2018 13:21;04/09/2018 13:00;13
289;PRE;E34;04/09/2018 13:34;Gato;Gato_2018;1;04/09/2018 13:34;04/09/2018 14:00;14
290;PRE;E34;04/09/2018 13:50;Gato;Gato_2018;1;04/09/2018 13:50;04/09/2018 14:00;14
291;PRE;E34;04/09/2018 14:47;Gato;Gato_2018;1;04/09/2018 14:47;04/09/2018 15:00;15
292;PRE;E34;04/09/2018 14:56;Gato;Gato_2018;1;04/09/2018 14:56;04/09/2018 15:00;15
293;PRE;E34;04/09/2018 15:38;Gato;Gato_2018;1;04/09/2018 15:38;04/09/2018 16:00;16
294;PRE;E34;04/09/2018 16:07;Gato;Gato_2018;1;04/09/2018 16:07;04/09/2018 16:00;16
295;PRE;E34;04/09/2018 16:11;Gato;Gato_2018;1;04/09/2018 16:11;04/09/2018 16:00;16
296;PRE;E34;04/09/2018 16:33;Gato;Gato_2018;1;04/09/2018 16:33;04/09/2018 17:00;17
297;PRE;E34;04/09/2018 17:02;Gato;Gato_2018;1;04/09/2018 17:02;04/09/2018 17:00;17
298;PRE;E34;04/09/2018 17:21;Gato;Gato_2018;1;04/09/2018 17:21;04/09/2018 17:00;17
299;PRE;E34;04/09/2018 18:29;Gato;Gato_2018;1;04/09/2018 18:29;04/09/2018 18:00;18
300;PRE;E34;04/09/2018 18:54;Gato;Gato_2018;1;04/09/2018 18:54;04/09/2018 19:00;19
301;PRE;E34;05/09/2018 5:15;Gato;Gato_2018;1;05/09/2018 5:15;05/09/2018 5:00;5
302;PRE;E34;05/09/2018 5:29;Gato;Gato_2018;1;05/09/2018 5:29;05/09/2018 5:00;5
303;PRE;E34;05/09/2018 7:00;Gato;Gato_2018;1;05/09/2018 7:00;05/09/2018 7:00;7
304;PRE;E34;05/09/2018 10:02;Gato;Gato_2018;1;05/09/2018 10:02;05/09/2018 10:00;10
305;PRE;E34;05/09/2018 15:45;Gato;Gato_2018;1;05/09/2018 15:45;05/09/2018 16:00;16
306;PRE;E34;05/09/2018 15:56;Gato;Gato_2018;1;05/09/2018 15:56;05/09/2018 16:00;16
307;PRE;E34;05/09/2018 16:07;Gato;Gato_2018;1;05/09/2018 16:07;05/09/2018 16:00;16
308;PRE;E34;05/09/2018 16:11;Gato;Gato_2018;1;05/09/2018 16:11;05/09/2018 16:00;16
309;PRE;E34;05/09/2018 16:20;Gato;Gato_2018;1;05/09/2018 16:20;05/09/2018 16:00;16
310;PRE;E34;05/09/2018 16:22;Gato;Gato_2018;1;05/09/2018 16:22;05/09/2018 16:00;16
311;PRE;E34;05/09/2018 17:16;Gato;Gato_2018;1;05/09/2018 17:16;05/09/2018 17:00;17
312;PRE;E34;05/09/2018 19:10;Gato;Gato_2018;1;05/09/2018 19:10;05/09/2018 19:00;19
313;PRE;E34;05/09/2018 21:08;Gato;Gato_2018;1;05/09/2018 21:08;05/09/2018 21:00;21
314;PRE;E34;05/09/2018 23:38;Gato;Gato_2018;1;05/09/2018 23:38;06/09/2018 0:00;0
315;PRE;E34;06/09/2018 0:36;Gato;Gato_2018;1;06/09/2018 0:36;06/09/2018 1:00;1
316;PRE;E34;06/09/2018 7:13;Gato;Gato_2018;1;06/09/2018 7:13;06/09/2018 7:00;7
317;PRE;E34;06/09/2018 11:23;Gato;Gato_2018;1;06/09/2018 11:23;06/09/2018 11:00;11
318;PRE;E34;06/09/2018 12:40;Gato;Gato_2018;1;06/09/2018 12:40;06/09/2018 13:00;13
319;PRE;E34;06/09/2018 13:22;Gato;Gato_2018;1;06/09/2018 13:22;06/09/2018 13:00;13
320;PRE;E34;06/09/2018 13:28;Gato;Gato_2018;1;06/09/2018 13:28;06/09/2018 13:00;13
321;PRE;E34;06/09/2018 13:37;Gato;Gato_2018;1;06/09/2018 13:37;06/09/2018 14:00;14
322;PRE;E34;06/09/2018 14:05;Gato;Gato_2018;1;06/09/2018 14:05;06/09/2018 14:00;14
323;PRE;E34;06/09/2018 15:55;Gato;Gato_2018;1;06/09/2018 15:55;06/09/2018 16:00;16
324;PRE;E34;06/09/2018 16:23;Gato;Gato_2018;1;06/09/2018 16:23;06/09/2018 16:00;16
325;PRE;E34;06/09/2018 16:30;Gato;Gato_2018;1;06/09/2018 16:30;06/09/2018 17:00;17
326;PRE;E34;06/09/2018 16:35;Gato;Gato_2018;1;06/09/2018 16:35;06/09/2018 17:00;17
327;PRE;E34;06/09/2018 17:05;Gato;Gato_2018;1;06/09/2018 17:05;06/09/2018 17:00;17
328;PRE;E34;06/09/2018 17:37;Gato;Gato_2018;1;06/09/2018 17:37;06/09/2018 18:00;18
329;PRE;E34;06/09/2018 18:42;Gato;Gato_2018;1;06/09/2018 18:42;06/09/2018 19:00;19
330;PRE;E34;06/09/2018 18:48;Gato;Gato_2018;1;06/09/2018 18:48;06/09/2018 19:00;19
331;PRE;E34;06/09/2018 21:11;Gato;Gato_2018;1;06/09/2018 21:11;06/09/2018 21:00;21
332;PRE;E34;06/09/2018 21:39;Gato;Gato_2018;1;06/09/2018 21:39;06/09/2018 22:00;22
333;PRE;E34;07/09/2018 0:14;Gato;Gato_2018;1;07/09/2018 0:14;07/09/2018 0:00;0
334;PRE;E34;07/09/2018 1:53;Gato;Gato_2018;1;07/09/2018 1:53;07/09/2018 2:00;2
335;PRE;E34;07/09/2018 6:15;Gato;Gato_2018;1;07/09/2018 6:15;07/09/2018 6:00;6
336;PRE;E34;07/09/2018 11:56;Gato;Gato_2018;1;07/09/2018 11:56;07/09/2018 12:00;12
337;PRE;E34;07/09/2018 12:30;Gato;Gato_2018;1;07/09/2018 12:30;07/09/2018 13:00;13
338;PRE;E34;07/09/2018 14:59;Gato;Gato_2018;1;07/09/2018 14:59;07/09/2018 15:00;15
339;PRE;E34;07/09/2018 15:19;Gato;Gato_2018;1;07/09/2018 15:19;07/09/2018 15:00;15
340;PRE;E34;07/09/2018 16:35;Gato;Gato_2018;1;07/09/2018 16:35;07/09/2018 17:00;17
341;PRE;E34;07/09/2018 16:43;Gato;Gato_2018;1;07/09/2018 16:43;07/09/2018 17:00;17
342;PRE;E34;07/09/2018 16:50;Gato;Gato_2018;1;07/09/2018 16:50;07/09/2018 17:00;17
343;PRE;E34;07/09/2018 18:02;Gato;Gato_2018;1;07/09/2018 18:02;07/09/2018 18:00;18
344;PRE;E34;07/09/2018 19:19;Gato;Gato_2018;1;07/09/2018 19:19;07/09/2018 19:00;19
345;PRE;E34;07/09/2018 23:27;Gato;Gato_2018;1;07/09/2018 23:27;07/09/2018 23:00;23
346;PRE;E34;08/09/2018 6:19;Gato;Gato_2018;1;08/09/2018 6:19;08/09/2018 6:00;6
347;PRE;E34;08/09/2018 7:51;Gato;Gato_2018;1;08/09/2018 7:51;08/09/2018 8:00;8
348;POST_18;E01;03/09/2019 8:01;Gato;Gato_2019;1;03/09/2019 8:01;03/09/2019 8:00;8
349;POST_18;E01;03/09/2019 12:08;Gato;Gato_2019;1;03/09/2019 12:08;03/09/2019 12:00;12
350;POST_18;E01;03/09/2019 12:11;Gato;Gato_2019;1;03/09/2019 12:11;03/09/2019 12:00;12
351;POST_18;E01;05/09/2019 10:22;Gato;Gato_2019;1;05/09/2019 10:22;05/09/2019 10:00;10
352;POST_18;E02;22/08/2019 11:31;Gato;Gato_2019;1;22/08/2019 11:31;22/08/2019 12:00;12
353;POST_18;E03;26/08/2019 20:25;Gato;Gato_2019;1;26/08/2019 20:25;26/08/2019 20:00;20
354;POST_18;E03;26/08/2019 21:12;Gato;Gato_2019;1;26/08/2019 21:12;26/08/2019 21:00;21
355;POST_18;E03;26/08/2019 21:49;Gato;Gato_2019;1;26/08/2019 21:49;26/08/2019 22:00;22
356;POST_18;E03;26/08/2019 22:25;Gato;Gato_2019;1;26/08/2019 22:25;26/08/2019 22:00;22
357;POST_18;E03;26/08/2019 23:50;Gato;Gato_2019;1;26/08/2019 23:50;27/08/2019 0:00;0
358;POST_18;E03;27/08/2019 0:45;Gato;Gato_2019;1;27/08/2019 0:45;27/08/2019 1:00;1
359;POST_18;E03;27/08/2019 8:30;Gato;Gato_2019;1;27/08/2019 8:30;27/08/2019 9:00;9
360;POST_18;E03;27/08/2019 14:12;Gato;Gato_2019;1;27/08/2019 14:12;27/08/2019 14:00;14
361;POST_18;E03;27/08/2019 18:59;Gato;Gato_2019;1;27/08/2019 18:59;27/08/2019 19:00;19
362;POST_18;E03;27/08/2019 21:01;Gato;Gato_2019;1;27/08/2019 21:01;27/08/2019 21:00;21
363;POST_18;E03;27/08/2019 21:28;Gato;Gato_2019;1;27/08/2019 21:28;27/08/2019 21:00;21
364;POST_18;E03;28/08/2019 0:30;Gato;Gato_2019;1;28/08/2019 0:30;28/08/2019 1:00;1
365;POST_18;E03;28/08/2019 12:56;Gato;Gato_2019;1;28/08/2019 12:56;28/08/2019 13:00;13
366;POST_18;E03;28/08/2019 15:04;Gato;Gato_2019;1;28/08/2019 15:04;28/08/2019 15:00;15
367;POST_18;E03;28/08/2019 17:13;Gato;Gato_2019;1;28/08/2019 17:13;28/08/2019 17:00;17
368;POST_18;E03;28/08/2019 17:43;Gato;Gato_2019;1;28/08/2019 17:43;28/08/2019 18:00;18
369;POST_18;E03;28/08/2019 18:21;Gato;Gato_2019;1;28/08/2019 18:21;28/08/2019 18:00;18
370;POST_18;E03;29/08/2019 12:03;Gato;Gato_2019;1;29/08/2019 12:03;29/08/2019 12:00;12
371;POST_18;E03;29/08/2019 13:58;Gato;Gato_2019;1;29/08/2019 13:58;29/08/2019 14:00;14
372;POST_18;E03;29/08/2019 15:40;Gato;Gato_2019;1;29/08/2019 15:40;29/08/2019 16:00;16
373;POST_18;E03;29/08/2019 21:34;Gato;Gato_2019;1;29/08/2019 21:34;29/08/2019 22:00;22
374;POST_18;E03;30/08/2019 6:24;Gato;Gato_2019;1;30/08/2019 6:24;30/08/2019 6:00;6
375;POST_18;E03;30/08/2019 13:38;Gato;Gato_2019;1;30/08/2019 13:38;30/08/2019 14:00;14
376;POST_18;E03;30/08/2019 16:06;Gato;Gato_2019;1;30/08/2019 16:06;30/08/2019 16:00;16
377;POST_18;E03;30/08/2019 18:45;Gato;Gato_2019;1;30/08/2019 18:45;30/08/2019 19:00;19
378;POST_18;E03;31/08/2019 6:22;Gato;Gato_2019;1;31/08/2019 6:22;31/08/2019 6:00;6
379;POST_18;E05;20/08/2019 13:31;Gato;Gato_2019;1;20/08/2019 13:31;20/08/2019 14:00;14
380;POST_18;E05;20/08/2019 20:10;Gato;Gato_2019;1;20/08/2019 20:10;20/08/2019 20:00;20
381;POST_18;E05;21/08/2019 10:47;Gato;Gato_2019;1;21/08/2019 10:47;21/08/2019 11:00;11
382;POST_18;E05;22/08/2019 14:43;Gato;Gato_2019;1;22/08/2019 14:43;22/08/2019 15:00;15
383;POST_18;E05;22/08/2019 19:35;Gato;Gato_2019;1;22/08/2019 19:35;22/08/2019 20:00;20
384;POST_18;E05;22/08/2019 21:27;Gato;Gato_2019;1;22/08/2019 21:27;22/08/2019 21:00;21
385;POST_18;E05;22/08/2019 23:38;Gato;Gato_2019;1;22/08/2019 23:38;23/08/2019 0:00;0
386;POST_18;E05;23/08/2019 0:44;Gato;Gato_2019;1;23/08/2019 0:44;23/08/2019 1:00;1
387;POST_18;E05;23/08/2019 14:25;Gato;Gato_2019;1;23/08/2019 14:25;23/08/2019 14:00;14
388;POST_18;E05;23/08/2019 14:55;Gato;Gato_2019;1;23/08/2019 14:55;23/08/2019 15:00;15
389;POST_18;E05;23/08/2019 19:52;Gato;Gato_2019;1;23/08/2019 19:52;23/08/2019 20:00;20
390;POST_18;E06;05/09/2019 9:59;Gato;Gato_2019;1;05/09/2019 9:59;05/09/2019 10:00;10
391;POST_18;E06;05/09/2019 12:58;Gato;Gato_2019;1;05/09/2019 12:58;05/09/2019 13:00;13
392;POST_18;E06;06/09/2019 10:00;Gato;Gato_2019;1;06/09/2019 10:00;06/09/2019 10:00;10
393;POST_18;E07;26/08/2019 23:03;Gato;Gato_2019;1;26/08/2019 23:03;26/08/2019 23:00;23
394;POST_18;E07;27/08/2019 0:01;Gato;Gato_2019;1;27/08/2019 0:01;27/08/2019 0:00;0
395;POST_18;E07;27/08/2019 3:10;Gato;Gato_2019;1;27/08/2019 3:10;27/08/2019 3:00;3
396;POST_18;E07;27/08/2019 12:59;Gato;Gato_2019;1;27/08/2019 12:59;27/08/2019 13:00;13
397;POST_18;E07;27/08/2019 13:30;Gato;Gato_2019;1;27/08/2019 13:30;27/08/2019 14:00;14
398;POST_18;E07;27/08/2019 15:52;Gato;Gato_2019;1;27/08/2019 15:52;27/08/2019 16:00;16
399;POST_18;E07;27/08/2019 16:27;Gato;Gato_2019;1;27/08/2019 16:27;27/08/2019 16:00;16
400;POST_18;E07;27/08/2019 20:20;Gato;Gato_2019;1;27/08/2019 20:20;27/08/2019 20:00;20
401;POST_18;E07;28/08/2019 9:47;Gato;Gato_2019;1;28/08/2019 9:47;28/08/2019 10:00;10
402;POST_18;E07;28/08/2019 13:16;Gato;Gato_2019;1;28/08/2019 13:16;28/08/2019 13:00;13
403;POST_18;E07;28/08/2019 20:25;Gato;Gato_2019;1;28/08/2019 20:25;28/08/2019 20:00;20
404;POST_18;E07;29/08/2019 5:34;Gato;Gato_2019;1;29/08/2019 5:34;29/08/2019 6:00;6
405;POST_18;E07;29/08/2019 5:34;Gato;Gato_2019;1;29/08/2019 5:34;29/08/2019 6:00;6
406;POST_18;E07;30/08/2019 1:51;Gato;Gato_2019;1;30/08/2019 1:51;30/08/2019 2:00;2
407;POST_18;E07;30/08/2019 3:13;Gato;Gato_2019;1;30/08/2019 3:13;30/08/2019 3:00;3
408;POST_18;E07;30/08/2019 3:15;Gato;Gato_2019;1;30/08/2019 3:15;30/08/2019 3:00;3
409;POST_18;E07;30/08/2019 9:21;Gato;Gato_2019;1;30/08/2019 9:21;30/08/2019 9:00;9
410;POST_18;E07;30/08/2019 9:45;Gato;Gato_2019;1;30/08/2019 9:45;30/08/2019 10:00;10
411;POST_18;E08;02/09/2019 15:11;Gato;Gato_2019;1;02/09/2019 15:11;02/09/2019 15:00;15
412;POST_18;E08;03/09/2019 12:36;Gato;Gato_2019;1;03/09/2019 12:36;03/09/2019 13:00;13
413;POST_18;E08;05/09/2019 5:03;Gato;Gato_2019;1;05/09/2019 5:03;05/09/2019 5:00;5
414;POST_18;E08;05/09/2019 18:41;Gato;Gato_2019;1;05/09/2019 18:41;05/09/2019 19:00;19
415;POST_18;E08;05/09/2019 20:06;Gato;Gato_2019;1;05/09/2019 20:06;05/09/2019 20:00;20
416;POST_18;E08;05/09/2019 22:54;Gato;Gato_2019;1;05/09/2019 22:54;05/09/2019 23:00;23
417;POST_18;E09;20/08/2019 13:31;Gato;Gato_2019;1;20/08/2019 13:31;20/08/2019 14:00;14
418;POST_18;E09;21/08/2019 9:33;Gato;Gato_2019;1;21/08/2019 9:33;21/08/2019 10:00;10
419;POST_18;E09;22/08/2019 2:31;Gato;Gato_2019;1;22/08/2019 2:31;22/08/2019 3:00;3
420;POST_18;E09;22/08/2019 5:52;Gato;Gato_2019;1;22/08/2019 5:52;22/08/2019 6:00;6
421;POST_18;E09;22/08/2019 9:12;Gato;Gato_2019;1;22/08/2019 9:12;22/08/2019 9:00;9
422;POST_18;E09;22/08/2019 11:24;Gato;Gato_2019;1;22/08/2019 11:24;22/08/2019 11:00;11
423;POST_18;E09;22/08/2019 12:20;Gato;Gato_2019;1;22/08/2019 12:20;22/08/2019 12:00;12
424;POST_18;E09;23/08/2019 15:17;Gato;Gato_2019;1;23/08/2019 15:17;23/08/2019 15:00;15
425;POST_18;E09;24/08/2019 9:58;Gato;Gato_2019;1;24/08/2019 9:58;24/08/2019 10:00;10
426;POST_18;E11;02/09/2019 20:01;Gato;Gato_2019;1;02/09/2019 20:01;02/09/2019 20:00;20
427;POST_18;E11;02/09/2019 22:41;Gato;Gato_2019;1;02/09/2019 22:41;02/09/2019 23:00;23
428;POST_18;E11;02/09/2019 23:06;Gato;Gato_2019;1;02/09/2019 23:06;02/09/2019 23:00;23
429;POST_18;E11;03/09/2019 10:40;Gato;Gato_2019;1;03/09/2019 10:40;03/09/2019 11:00;11
430;POST_18;E11;03/09/2019 23:21;Gato;Gato_2019;1;03/09/2019 23:21;03/09/2019 23:00;23
431;POST_18;E11;04/09/2019 3:48;Gato;Gato_2019;1;04/09/2019 3:48;04/09/2019 4:00;4
432;POST_18;E11;05/09/2019 19:28;Gato;Gato_2019;1;05/09/2019 19:28;05/09/2019 19:00;19
433;POST_18;E11;05/09/2019 19:44;Gato;Gato_2019;1;05/09/2019 19:44;05/09/2019 20:00;20
434;POST_18;E11;06/09/2019 1:57;Gato;Gato_2019;1;06/09/2019 1:57;06/09/2019 2:00;2
435;POST_18;E11;06/09/2019 2:01;Gato;Gato_2019;1;06/09/2019 2:01;06/09/2019 2:00;2
436;POST_18;E11;07/09/2019 3:59;Gato;Gato_2019;1;07/09/2019 3:59;07/09/2019 4:00;4
437;POST_18;E11;07/09/2019 6:12;Gato;Gato_2019;1;07/09/2019 6:12;07/09/2019 6:00;6
438;POST_18;E12;27/08/2019 10:13;Gato;Gato_2019;1;27/08/2019 10:13;27/08/2019 10:00;10
439;POST_18;E12;27/08/2019 11:43;Gato;Gato_2019;1;27/08/2019 11:43;27/08/2019 12:00;12
440;POST_18;E12;27/08/2019 18:36;Gato;Gato_2019;1;27/08/2019 18:36;27/08/2019 19:00;19
441;POST_18;E12;27/08/2019 19:15;Gato;Gato_2019;1;27/08/2019 19:15;27/08/2019 19:00;19
442;POST_18;E12;27/08/2019 19:24;Gato;Gato_2019;1;27/08/2019 19:24;27/08/2019 19:00;19
443;POST_18;E12;28/08/2019 1:38;Gato;Gato_2019;1;28/08/2019 1:38;28/08/2019 2:00;2
444;POST_18;E12;28/08/2019 9:48;Gato;Gato_2019;1;28/08/2019 9:48;28/08/2019 10:00;10
445;POST_18;E12;28/08/2019 14:15;Gato;Gato_2019;1;28/08/2019 14:15;28/08/2019 14:00;14
446;POST_18;E12;28/08/2019 16:06;Gato;Gato_2019;1;28/08/2019 16:06;28/08/2019 16:00;16
447;POST_18;E12;29/08/2019 19:48;Gato;Gato_2019;1;29/08/2019 19:48;29/08/2019 20:00;20
448;POST_18;E12;30/08/2019 12:01;Gato;Gato_2019;1;30/08/2019 12:01;30/08/2019 12:00;12
449;POST_18;E12;30/08/2019 15:41;Gato;Gato_2019;1;30/08/2019 15:41;30/08/2019 16:00;16
450;POST_18;E12;30/08/2019 15:46;Gato;Gato_2019;1;30/08/2019 15:46;30/08/2019 16:00;16
451;POST_18;E12;30/08/2019 16:14;Gato;Gato_2019;1;30/08/2019 16:14;30/08/2019 16:00;16
452;POST_18;E12;30/08/2019 16:49;Gato;Gato_2019;1;30/08/2019 16:49;30/08/2019 17:00;17
453;POST_18;E12;30/08/2019 18:34;Gato;Gato_2019;1;30/08/2019 18:34;30/08/2019 19:00;19
454;POST_18;E12;30/08/2019 23:19;Gato;Gato_2019;1;30/08/2019 23:19;30/08/2019 23:00;23
455;POST_18;E12;31/08/2019 8:36;Gato;Gato_2019;1;31/08/2019 8:36;31/08/2019 9:00;9
456;POST_18;E13;04/09/2019 10:32;Gato;Gato_2019;1;04/09/2019 10:32;04/09/2019 11:00;11
457;POST_18;E14;03/09/2019 23:39;Gato;Gato_2019;1;03/09/2019 23:39;04/09/2019 0:00;0
458;POST_18;E15;27/08/2019 17:14;Gato;Gato_2019;1;27/08/2019 17:14;27/08/2019 17:00;17
459;POST_18;E15;29/08/2019 17:49;Gato;Gato_2019;1;29/08/2019 17:49;29/08/2019 18:00;18
460;POST_18;E19;27/08/2019 20:29;Gato;Gato_2019;1;27/08/2019 20:29;27/08/2019 20:00;20
461;POST_18;E19;29/08/2019 23:32;Gato;Gato_2019;1;29/08/2019 23:32;30/08/2019 0:00;0
462;POST_18;E19;31/08/2019 5:13;Gato;Gato_2019;1;31/08/2019 5:13;31/08/2019 5:00;5
463;POST_18;E19;31/08/2019 5:13;Gato;Gato_2019;1;31/08/2019 5:13;31/08/2019 5:00;5
464;POST_18;E20;02/09/2019 20:59;Gato;Gato_2019;1;02/09/2019 20:59;02/09/2019 21:00;21
465;POST_18;E20;04/09/2019 19:00;Gato;Gato_2019;1;04/09/2019 19:00;04/09/2019 19:00;19
466;POST_18;E20;05/09/2019 6:36;Gato;Gato_2019;1;05/09/2019 6:36;05/09/2019 7:00;7
467;POST_18;E20;05/09/2019 18:38;Gato;Gato_2019;1;05/09/2019 18:38;05/09/2019 19:00;19
468;POST_18;E20;06/09/2019 7:33;Gato;Gato_2019;1;06/09/2019 7:33;06/09/2019 8:00;8
469;POST_18;E20;06/09/2019 18:03;Gato;Gato_2019;1;06/09/2019 18:03;06/09/2019 18:00;18
470;POST_18;E20;06/09/2019 20:09;Gato;Gato_2019;1;06/09/2019 20:09;06/09/2019 20:00;20
471;POST_18;E20;07/09/2019 7:16;Gato;Gato_2019;1;07/09/2019 7:16;07/09/2019 7:00;7
472;POST_18;E22;27/08/2019 0:37;Gato;Gato_2019;1;27/08/2019 0:37;27/08/2019 1:00;1
473;POST_18;E22;27/08/2019 22:11;Gato;Gato_2019;1;27/08/2019 22:11;27/08/2019 22:00;22
474;POST_18;E22;27/08/2019 22:11;Gato;Gato_2019;1;27/08/2019 22:11;27/08/2019 22:00;22
475;POST_18;E23;28/08/2019 6:55;Gato;Gato_2019;1;28/08/2019 6:55;28/08/2019 7:00;7
476;POST_18;E27;28/08/2019 4:20;Gato;Gato_2019;1;28/08/2019 4:20;28/08/2019 4:00;4
477;POST_18;E27;28/08/2019 7:15;Gato;Gato_2019;1;28/08/2019 7:15;28/08/2019 7:00;7
478;POST_18;E27;28/08/2019 20:59;Gato;Gato_2019;1;28/08/2019 20:59;28/08/2019 21:00;21
479;POST_18;E28;19/08/2019 20:07;Gato;Gato_2019;1;19/08/2019 20:07;19/08/2019 20:00;20
480;POST_18;E30;28/08/2019 18:34;Gato;Gato_2019;1;28/08/2019 18:34;28/08/2019 19:00;19
481;POST_18;E30;31/08/2019 5:40;Gato;Gato_2019;1;31/08/2019 5:40;31/08/2019 6:00;6
482;POST_18;E31;11/09/2019 11:08;Gato;Gato_2019;1;11/09/2019 11:08;11/09/2019 11:00;11
